stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,1489.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.2,1189.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,12.26,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,18.4,0,26.29,0,0,68.35,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,554.66,18.4,0,0,197.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,6.29,44.06,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,374.49,18.88,0,0,119.58,0,0,3.15,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,6,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,4,83,1,0,1,0,0,1,1,10,2,0,6,23,0,0,0,0,0
 24-34,0,0,0,0,9.03,0,48.43,0,0,1.64,8.21,1.64,0,0.82,0.82,0,0,2.46,0,0.82,32.83,0,0,12.31,451.47,7.39,0.82,4.93,0,0,8.21,0,0,0.82,0,2.46,86.19,0,0,8.21,0,0
 36-46,0,0,0.81,0.81,3.22,1.61,63.65,0,1.61,0,13.7,0,0,0,0,0,0,0,0,0,20.95,0,0,7.25,252.98,1.61,1.61,2.42,0,0,7.25,0,0,0,0.81,0,39.48,0,0,0.81,0,0
 48-58,0,0,0,0,3.44,0,65.99,0.57,1.15,0.57,15.49,0,0,0.57,0,0,0,0,1.15,0.57,22.95,0,1.72,4.02,128.53,1.15,1.15,1.15,0,0,2.87,0,0,0,0.57,0,32.13,0,0,0.57,0,0
 60-70,0,0,0,0,3.93,0,101.1,1.96,1.96,0.98,23.56,0,0.98,0,0,0.98,0,1.96,0,0,34.35,0.98,1.96,4.91,163.91,0,0,0,0,0,9.82,0,0,0.98,0,0,25.52,0,0.98,3.93,0,0
 72-82,0,0,0,0,4.91,2.94,82.46,0,2.94,2.94,25.52,2.94,0,0,0.98,0,0,2.94,0,0,55.95,0,0.98,4.91,150.19,0.98,2.94,8.83,0.98,1.96,1.96,0,0,0,0,0,22.58,0,0.98,7.85,0,2.94
 84-94,0,0,0,0,7.43,1.06,35.05,0,1.06,2.12,11.68,1.06,0,1.06,0,2.12,0,0,1.06,0,21.24,0,2.12,3.19,62.66,0,0,4.25,0,0,3.19,0,0,1.06,0,0,4.25,0,1.06,3.19,2.12,0
 96-106,0,0,0,0,1.09,1.09,22.95,1.09,0,0,3.28,1.09,0,2.19,0,0,1.09,0,0,0,18.58,1.09,1.09,1.09,34.97,0,1.09,0,0,0,3.28,0,0,0,0,0,1.09,0,1.09,1.09,0,0
108-118,0,0,0,0,5.36,0.77,25.28,0,0.77,0.77,11.49,0.77,0,0,2.3,1.53,0.77,0,0.77,0,26.81,0,0.77,2.3,48.26,1.53,1.53,2.3,0,0,6.13,0,0,0,0,0,3.06,0.77,0.77,1.53,0,1.53
120,0,0,0,0,9.8,1.96,50.95,0,1.96,5.88,19.6,1.96,0,0,0,1.96,0,0,0,0,37.24,0,5.88,0,78.39,3.92,0,3.92,0,0,0,0,0,0,0,0,3.92,0,0,7.84,0,0
