stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,2675.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0
  5-6,269.7,4854.67,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,85.81,18.39,0,0,67.43,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,105.15,0,110.41,0,0,0,357.5,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,2878.44,49.95,0,0,954.22,0,10.51,13.14,0,0,0,0,0,0,0,0,0
 10-12,0,91.26,0,132.17,0,15.73,0,343.02,0,0,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,2416.87,31.47,0,0,638.83,0,6.29,6.29,3.15,56.65,0,6.29,0,0,0,0,0
 14-21,1,0,0,22,184,77,0,95,0,1,0,36,5,1,1,0,7,1,2,1,0,110,2,0,55,1562,27,16,12,36,0,56,2,109,7,78,383,0,0,3,0,0
 24-34,0,0,0,4.93,77.16,23.8,0,302.08,0,2.46,0.82,33.66,2.46,0.82,2.46,4.93,5.75,3.28,8.21,7.39,0,187.98,1.64,0,68.95,1832.97,4.1,12.31,27.09,0,0,104.25,0,0.82,3.28,9.03,400.58,0,0,22.16,0,7.39
 36-46,0,0,0,0,28.2,5.64,0,371.41,0,0.81,0,40.28,1.61,0,1.61,3.22,0.81,4.03,2.42,1.61,0,120.85,0.81,3.22,41.09,937.8,3.22,6.45,8.86,0,0,40.28,0,1.61,0,0,202.22,0,0,12.09,0,4.83
 48-58,0,0,0,1.72,21.23,5.16,0,359.78,0,1.15,1.72,49.92,2.3,0,2.3,2.87,2.87,3.44,3.44,3.44,0.57,156.07,0,7.46,43.04,401.66,1.15,2.87,6.89,0,0,13.77,0,0,0.57,0,68.86,0,0,10.9,0,1.15
 60-70,0,0,0,0,35.33,3.93,0,227.71,0,0,1.96,61.84,8.83,0,0.98,2.94,1.96,1.96,1.96,2.94,0,104.04,0,5.89,18.65,261.08,1.96,0.98,0.98,0,0.98,4.91,0,0.98,0,0,22.58,0,0,7.85,0,0.98
 72-82,0,0,1.96,0,32.39,8.83,1.96,126.63,0,0,5.89,66.75,15.71,0,0.98,7.85,6.87,2.94,1.96,3.93,1.96,141.36,0.98,4.91,32.39,240.51,1.96,4.91,8.83,0.98,0,12.76,0,0,0.98,0,9.82,2.94,1.96,11.78,0.98,1.96
 84-94,0,0,0,1.06,61.6,18.05,0,130.63,1.06,1.06,1.06,50.98,30.8,0,1.06,15.93,7.43,5.31,2.12,7.43,1.06,122.13,0,6.37,31.86,195.41,2.12,4.25,6.37,0,0,18.05,0,0,3.19,0,6.37,3.19,1.06,18.05,3.19,1.06
 96-106,0,0,0,0,49.18,14.21,0,81.96,0,1.09,2.19,49.18,14.21,0,2.19,16.39,6.56,1.09,3.28,3.28,0,81.96,1.09,4.37,10.93,146.44,1.09,5.46,8.74,0,0,21.86,0,0,0,0,2.19,2.19,0,22.95,2.19,2.19
108-118,0,0,0,0,30.64,25.28,0.77,105.7,0,1.53,1.53,51.32,9.96,0,1.53,10.72,3.06,2.3,2.3,3.83,0,70.47,0,3.06,23.74,219.83,3.83,6.13,3.83,0,0,19.15,0,0,2.3,0,1.53,3.06,0.77,16.09,0.77,0
120,0,0,0,0,11.76,35.28,0,66.63,0,0,0,47.03,3.92,0,1.96,23.52,5.88,1.96,0,0,0,50.95,0,3.92,25.48,146.98,1.96,1.96,3.92,0,3.92,7.84,0,0,0,0,5.88,0,0,17.64,1.96,0
