stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.06,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,2.63,0,0,15.77,68.35,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,100.7,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.08,62.94,0,0,97.56,28.32,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,10,176,6,0,2,0,0,0,33,20,0,0,0,18,0,6,0,0,7,5,0,2,81,271,11,39,6,346,0,1,61,0,8,102,0,0,0,0,0
 24-34,0,0,0,15.6,119.02,0,0,12.31,0,3.28,0.82,32.83,11.49,0.82,1.64,0,44.33,0,25.45,4.1,0,13.95,13.13,0,8.21,371.85,70.59,43.51,51.71,0,365.28,0,0,60.74,0,1.64,187.98,0,0,0.82,0,0
 36-46,0,0,0.81,5.64,65.26,0,0,17.72,0,8.86,0,30.62,11.28,0.81,0.81,0,20.14,0,20.14,1.61,0,14.5,13.7,0.81,6.45,397.19,41.89,45.12,33.84,0,336.77,0,0,23.36,0.81,0,170,0,0,0.81,0,0
 48-58,0,0,0,1.15,43.61,0,0,26.97,0,13.2,0,34.43,6.31,4.59,1.15,0,7.46,0,19.51,2.3,0.57,17.79,6.89,1.15,6.31,211.16,13.2,25.82,33.85,0,217.47,0,0,16.07,0,0,89.51,0,0,1.72,0,0
 60-70,0,0,0.98,0,69.69,0,0,27.48,0.98,18.65,0.98,53,15.7,2.94,0,0,13.74,0.98,40.24,10.8,0,9.82,11.78,0.98,1.96,141.34,5.89,21.59,43.19,0,280.72,0,0,11.78,0,0,26.5,2.94,0,0,0,0
 72-82,0,0,2.94,2.94,85.4,0,0,33.38,0,18.65,0,62.83,44.17,0.98,0,1.96,23.56,0,45.16,7.85,0,22.58,30.43,2.94,3.93,146.27,4.91,38.28,61.84,0,310.21,0,0,14.72,0,0,26.5,15.71,0.98,0.98,0,0.98
 84-94,0,0,4.25,6.37,192.23,0,1.06,27.61,1.06,43.54,2.12,31.86,101.96,3.19,0,0,65.85,1.06,82.84,20.18,0,24.43,23.36,4.25,0,84.96,11.68,82.84,56.29,0,920.79,0,0,47.79,0,0,16.99,100.89,0,2.12,3.19,0
 96-106,0,0,3.28,10.93,229.5,4.37,1.09,31.69,0,33.88,1.09,22.95,132.23,0,0,3.28,75.41,0,112.56,19.67,0,17.49,46.99,3.28,5.46,103.82,10.93,120.21,108.19,0,786.85,0,0,48.09,1.09,0,12.02,142.07,1.09,3.28,0,0
108-118,0,0,3.06,11.49,209.11,2.3,6.13,22.98,0,63.57,0.77,17.62,148.6,0,0,3.06,79.66,1.53,72,23.74,0,14.55,36.77,1.53,1.53,94.21,13.79,75.83,74.3,0,640.35,0,0,50.55,0,0,8.43,164.68,0,0.77,0,0.77
120,0,0,3.92,1.96,176.38,1.96,3.92,25.48,0,47.03,0,23.52,90.15,0,0,1.96,29.4,0,31.36,19.6,0,5.88,15.68,0,0,94.07,9.8,48.99,52.91,0,384.12,1.96,0,35.28,0,0,13.72,58.79,0,0,0,0
