stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.46,1661.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,24.52,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,31.54,0,97.26,0,0,0,86.75,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,956.85,26.29,0,0,444.25,0,0,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,31.47,0,6.29,0,75.53,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,714.36,18.88,0,0,270.64,0,6.29,6.29,0,31.47,0,0,3.15,0,0,0,0,0
 14-21,0,0,3,0,57,18,0,16,0,0,0,10,2,1,4,0,3,0,1,0,1,18,0,0,26,272,8,5,4,6,0,5,1,34,2,3,58,111,0,0,4,0,0
 24-34,0,0,1.64,2.46,29.55,4.1,0,94.4,0.82,1.64,2.46,19.7,1.64,0,4.1,0.82,4.1,0.82,2.46,2.46,1.64,68.95,0.82,0.82,32.01,930.03,9.85,12.31,7.39,0,0,26.27,0,0,1.64,4.1,21.34,234.76,0,0,22.98,0,2.46
 36-46,0,0,1.61,0,16.11,2.42,0,205.45,2.42,1.61,4.83,39.48,0,0,3.22,0.81,1.61,0.81,1.61,0.81,2.42,91.85,0.81,0.81,25.78,1077.18,3.22,11.28,4.03,0,0,16.92,0,0,1.61,0.81,1.61,277.15,0,0.81,14.5,0,3.22
 48-58,0,0,0,0,16.64,2.87,0,367.24,2.3,4.59,4.59,78.04,2.87,2.3,0.57,2.3,0.57,3.44,5.74,2.3,2.3,148.04,0.57,4.02,26.97,977.76,2.87,5.74,8.61,0,1.15,13.77,0,0,0,1.15,0,218.05,0,0,10.33,0,6.89
 60-70,0,0,0,0,35.33,3.93,0,497.63,0.98,4.91,11.78,84.41,8.83,0,2.94,2.94,5.89,4.91,7.85,1.96,0,175.69,1.96,8.83,19.63,981.52,5.89,9.82,5.89,0,0,22.58,0.98,0,0,0.98,0,136.43,1.96,1.96,16.69,0,5.89
 72-82,0,0,0,0,16.69,9.82,0,330.82,1.96,2.94,4.91,86.39,2.94,0,0,3.93,0.98,3.93,8.83,0,0,206.15,1.96,2.94,18.65,624.34,2.94,14.72,4.91,0,1.96,18.65,0,0,0.98,0,0,71.66,0.98,6.87,19.63,1.96,2.94
 84-94,0,0,3.19,1.06,28.68,16.99,1.06,179.48,1.06,7.43,5.31,39.3,8.5,0,1.06,6.37,5.31,5.31,1.06,0,3.19,95.58,2.12,4.25,8.5,278.25,4.25,7.43,11.68,0,1.06,45.67,1.06,0,2.12,1.06,0,27.61,0,3.19,20.18,4.25,2.12
 96-106,0,0,1.09,0,17.49,8.74,0,106.01,2.19,4.37,3.28,41.53,3.28,0,7.65,5.46,2.19,3.28,13.11,0,1.09,100.54,1.09,5.46,10.93,170.48,1.09,5.46,8.74,0,0,19.67,0,0,1.09,0,0,8.74,2.19,4.37,7.65,5.46,3.28
108-118,0,0,2.3,0.77,28.34,9.19,3.06,100.34,0.77,9.96,3.83,43.66,4.6,0,0,6.89,3.06,1.53,6.13,2.3,0.77,77.36,1.53,3.06,9.19,262.73,3.83,2.3,5.36,0,0.77,27.57,0.77,0,2.3,2.3,0,10.72,1.53,2.3,13.79,4.6,2.3
120,0,0,1.96,0,88.19,39.2,0,203.82,1.96,13.72,11.76,62.71,15.68,0,3.92,31.36,7.84,1.96,13.72,1.96,1.96,154.82,5.88,5.88,35.28,644.77,11.76,23.52,13.72,0,0,60.75,0,0,3.92,0,0,19.6,7.84,3.92,29.4,3.92,1.96
