stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,8,0,7,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,240,0,6,2,1,0,1,1,2,0,2,12,127,0,0,0,0,0
 24-34,0,10.67,0.82,9.03,0.82,0,20.52,0,0,0.82,4.1,1.64,0,0.82,0.82,0,0,0,5.75,0.82,10.67,0,0,7.39,1127.86,0.82,77.16,1.64,0,0,4.1,0,0,1.64,1.64,2.46,355.43,0,0,4.93,0,0.82
 36-46,0,8.86,0,6.45,0.81,0,82.18,0.81,0.81,0,8.06,0,0,1.61,1.61,0,0,0.81,6.45,0,12.89,0,0,4.03,2993.87,0,95.87,0.81,0,0,11.28,0,0,0.81,0.81,0,619.56,0,0,1.61,0,2.42
 48-58,0,5.16,0,18.94,2.3,0,587.58,0,3.44,5.74,61.97,0,0,2.3,2.3,0.57,2.3,2.3,12.05,1.72,64.84,0.57,4.02,10.33,4611.67,3.44,68.28,2.87,0,0,12.05,0,0.57,0,0.57,0,731.03,0,0,5.16,0,9.18
 60-70,0,4.91,0,19.63,2.94,0,1757.91,1.96,6.87,3.93,104.04,3.93,1.96,0,5.89,0,0,4.91,31.41,2.94,84.41,0,2.94,8.83,6576.2,0.98,73.61,2.94,0,0,10.8,0,0,0.98,0.98,0,821.53,0,1.96,6.87,0,10.8
 72-82,0,29.45,0,90.31,36.32,0,3218.87,2.94,12.76,16.69,243.45,15.71,0.98,5.89,15.71,3.93,8.83,7.85,93.26,8.83,251.31,1.96,12.76,23.56,6376.88,3.93,149.21,7.85,0,2.94,20.61,0.98,0,0,0,0,619.43,3.93,11.78,16.69,13.74,41.23
 84-94,0,26.55,0,146.56,21.24,0,2038.05,3.19,16.99,6.37,203.91,14.87,0,1.06,9.56,1.06,13.81,7.43,365.34,2.12,143.38,3.19,9.56,11.68,3445.25,3.19,160.37,12.74,0,1.06,21.24,0,0,3.19,0,0,383.4,6.37,7.43,14.87,11.68,1.06
 96-106,0,29.51,1.09,136.61,28.41,4.37,1979.15,5.46,17.49,2.19,199.99,13.11,0,4.37,20.76,4.37,5.46,12.02,614.18,0,161.74,5.46,10.93,19.67,3021.72,2.19,255.73,9.84,0,5.46,33.88,3.28,0,1.09,0,0,177.04,6.56,8.74,19.67,13.11,12.02
108-118,0,20.68,0,75.83,16.85,3.06,1469.88,0,18.38,4.6,153.19,14.55,0,2.3,13.02,1.53,3.06,6.13,1205.63,0.77,121.02,2.3,7.66,13.79,3959.26,1.53,167.75,6.13,0,3.06,22.21,0,0,2.3,0,0,142.47,6.13,15.32,14.55,8.43,6.13
120,0,27.44,1.96,72.51,7.84,1.96,1191.55,0,13.72,5.88,137.18,7.84,0,3.92,11.76,1.96,3.92,3.92,593.82,0,123.47,5.88,1.96,5.88,4078.31,5.88,119.55,1.96,0,0,33.32,0,0,3.92,0,0,107.79,0,9.8,5.88,11.76,1.96
