stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,62.94,0,0,0,37.76,0,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,1,0,3,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,3,107,8,3,0,1,0,0,1,7,0,2,38,64,0,0,1,0,0
 24-34,0,2.46,0,4.93,0,0,20.52,0,3.28,0,0,0,0,0.82,0,2.46,0,0.82,0,0.82,5.75,0,0,0.82,696.09,6.57,9.85,0,0,0,0.82,0,0,0.82,0,4.93,176.48,0,0,1.64,0,0.82
 36-46,0,0,0,3.22,0,0,138.58,0.81,0,0,3.22,0,0,1.61,0,0,0,0,0.81,0,4.83,0,0,1.61,2085.07,3.22,22.56,1.61,0,0,1.61,0,0,0,0,0,359.33,0,0,1.61,0,0.81
 48-58,0,1.72,0,4.59,1.15,0,593.89,0,1.15,1.15,33.85,0,8.03,0.57,2.3,0.57,0.57,0,1.15,1.15,21.23,0,1.15,6.31,2931,1.72,4.59,0.57,0,0.57,0.57,0,0,0,0.57,0,433.8,0,0,2.87,0,5.16
 60-70,0,0,0,2.94,0,0,1443.82,0.98,0.98,3.93,94.23,2.94,3.93,2.94,2.94,0.98,0,0,2.94,0.98,36.32,0,0,5.89,3962.4,0.98,10.8,0.98,0,0,3.93,0,0,4.91,0,0,500.58,0,0,2.94,0,2.94
 72-82,0,13.74,0,27.49,16.69,0,2000.63,0,3.93,5.89,246.4,16.69,1.96,1.96,5.89,1.96,2.94,3.93,0.98,0.98,102.09,1.96,3.93,5.89,3963.95,0,14.72,4.91,0,4.91,7.85,0,0,0.98,0,0,400.52,2.94,5.89,5.89,1.96,4.91
 84-94,0,6.37,1.06,63.72,9.56,0,1336.04,2.12,4.25,4.25,200.73,20.18,6.37,3.19,6.37,5.31,2.12,2.12,0,0,69.03,2.12,7.43,7.43,2218.6,1.06,11.68,7.43,0,1.06,10.62,0,0,1.06,1.06,0,250.64,2.12,1.06,10.62,2.12,3.19
 96-106,0,15.3,0,55.74,8.74,1.09,1297.21,1.09,7.65,2.19,248.08,33.88,0,2.19,9.84,4.37,5.46,5.46,5.46,1.09,76.5,4.37,3.28,7.65,1956.2,0,19.67,3.28,0,1.09,17.49,0,0,0,0,0,126.77,6.56,3.28,12.02,1.09,5.46
108-118,0,8.43,2.3,45.19,6.13,4.6,970.48,0.77,0.77,3.06,182.3,36,0.77,1.53,5.36,2.3,1.53,0.77,4.6,1.53,52.85,1.53,1.53,3.06,2396.7,1.53,16.09,6.89,0,0,6.89,0,0,0,0,0,95.75,10.72,0.77,6.89,3.83,3.06
120,0,7.84,0,41.16,11.76,0,827.03,0,1.96,3.92,229.29,45.08,0,1.96,13.72,1.96,1.96,7.84,9.8,0,64.67,3.92,1.96,13.72,2775.06,0,17.64,7.84,0,0,7.84,0,0,1.96,1.96,0,117.59,9.8,1.96,3.92,3.92,0
