stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,588.44,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,10.51,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.49,7.89,0,0,26.29,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.97,3.15,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,21,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0,0,13,19,0,0,2,1,0,0,1,7,1,4,15,0,0,0,0,0
 24-34,0,0,0.82,0.82,27.09,7.39,0,13.95,0,1.64,0.82,3.28,0,0,0.82,4.93,5.75,0.82,0.82,1.64,0,28.73,0,0,18.88,61.56,3.28,0.82,4.93,0,0,64.03,0,2.46,1.64,2.46,12.31,0,0,12.31,0,4.93
 36-46,0,0,0,0,10.47,41.09,0,11.28,1.61,0,0.81,2.42,1.61,0,0,4.83,2.42,0,2.42,2.42,4.03,31.42,0,0,11.28,54.79,4.03,3.22,2.42,0,0,90.23,0,0.81,2.42,0,12.09,0,0,7.25,0,16.92
 48-58,0,0,0.57,0,9.75,5.16,0,24.67,0,1.72,1.72,14.92,1.72,2.3,2.87,6.31,3.44,0.57,1.15,1.15,5.16,56.81,1.72,1.15,13.77,57.38,0.57,4.59,1.72,0,0,90.09,0,0,1.72,0,18.94,0,0.57,5.16,0,26.97
 60-70,0,0,1.96,0.98,16.69,6.87,0,44.17,1.96,4.91,5.89,26.5,2.94,1.96,0.98,11.78,2.94,1.96,5.89,5.89,2.94,62.82,2.94,3.93,5.89,39.26,1.96,5.89,0.98,0,0,74.6,0,0,0,0,9.82,0,0.98,4.91,0.98,10.8
 72-82,0,0,1.96,0.98,12.76,13.74,0,63.81,0.98,5.89,12.76,52.03,26.5,0,2.94,19.63,12.76,0.98,8.83,4.91,4.91,96.2,4.91,5.89,12.76,66.75,2.94,16.69,7.85,0,0,53.99,0,0,1.96,0,8.83,0.98,4.91,12.76,2.94,7.85
 84-94,0,0,1.06,1.06,26.55,9.56,1.06,39.3,0,11.68,5.31,37.17,33.99,2.12,0,18.05,14.87,3.19,10.62,5.31,2.12,73.28,2.12,3.19,5.31,38.23,2.12,6.37,4.25,0,0,111.51,0,0,1.06,0,4.25,5.31,1.06,12.74,7.43,7.43
 96-106,0,0,2.19,0,53.55,14.21,1.09,40.44,0,4.37,3.28,42.62,84.15,0,3.28,27.32,15.3,3.28,15.3,8.74,2.19,66.66,8.74,3.28,8.74,52.46,6.56,18.58,12.02,0,2.19,74.31,0,0,8.74,0,2.19,6.56,2.19,17.49,6.56,7.65
108-118,0,0,1.53,0,41.36,9.96,0.77,43.66,0.77,9.19,1.53,25.28,55.92,0,0.77,28.34,14.55,4.6,11.49,10.72,2.3,56.68,1.53,1.53,6.13,48.26,1.53,9.19,5.36,0,0,56.68,0,0,5.36,0,5.36,4.6,2.3,12.26,2.3,6.13
120,0,0,1.96,1.96,68.59,9.8,1.96,47.03,1.96,11.76,11.76,27.44,50.95,0,0,64.67,17.64,1.96,17.64,9.8,1.96,60.75,1.96,1.96,7.84,60.75,3.92,17.64,9.8,0,0,68.59,0,0,7.84,0,3.92,7.84,0,21.56,1.96,0
