stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,672.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,2.63,0,5.26,0,0,0,15.77,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,212.93,10.51,0,0,81.49,0,0,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,15.73,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,207.7,0,0,0,94.41,0,0,3.15,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,1,6,20,7,0,9,0,0,0,5,2,0,0,0,0,0,0,0,0,17,0,0,18,177,2,2,2,4,0,0,0,20,1,24,64,0,0,0,0,0
 24-34,0.82,0,0.82,0.82,5.75,0.82,0,18.88,0,0.82,4.1,7.39,0,0,0.82,0.82,0.82,0.82,0,0.82,0,21.34,0,0,7.39,387.44,1.64,3.28,6.57,0,0,0.82,0,0,0.82,2.46,76.34,0,0,1.64,0,0
 36-46,0,0,0.81,0,4.83,0,0,41.09,0,0,2.42,10.47,0,0,0,0,0,0,0,2.42,0.81,26.59,0,0,12.09,631.64,0.81,4.83,4.03,0,0,0.81,0,0,0,0,146.63,0,0,4.03,0.81,1.61
 48-58,0,0,0,0,5.16,0.57,0,98.69,0.57,0.57,1.72,23.53,1.15,0,0.57,0,0.57,0.57,1.15,0.57,2.3,45.9,0.57,1.15,6.31,635.78,0.57,4.02,2.3,0,0,0.57,0,0,0,0,113.04,0,0.57,4.59,0,1.72
 60-70,0,0,0,0,8.83,0,0,190.42,1.96,0.98,3.93,35.33,1.96,0,0,0,0,0.98,0.98,1.96,0.98,61.84,0.98,2.94,4.91,793.07,1.96,7.85,0.98,0,0,0.98,0,0,0,0,109.93,0,1.96,1.96,0,0.98
 72-82,0,0,1.96,0,5.89,0.98,0,157.07,0,1.96,4.91,35.34,1.96,0,0.98,2.94,0,0.98,0,0.98,0,74.61,1.96,3.93,8.83,646.92,0,7.85,4.91,0,0.98,1.96,0,0,0.98,0,44.17,1.96,0.98,9.82,1.96,0.98
 84-94,0,0,0,0,7.43,1.06,1.06,109.39,0,1.06,2.12,21.24,1.06,0,0,3.19,1.06,1.06,0,1.06,1.06,38.23,0,4.25,5.31,304.8,1.06,6.37,3.19,0,2.12,4.25,0,0,1.06,0,26.55,0,2.12,9.56,3.19,0
 96-106,0,0,0,0,3.28,6.56,0,74.31,1.09,1.09,0,18.58,2.19,0,2.19,2.19,0,1.09,1.09,1.09,0,45.9,1.09,4.37,6.56,262.28,0,4.37,2.19,0,0,5.46,0,0,1.09,0,13.11,1.09,1.09,4.37,3.28,3.28
108-118,0,0,1.53,0,12.26,4.6,4.6,55.15,0.77,1.53,0.77,19.15,1.53,0,0,0,1.53,0.77,1.53,0,0,28.34,0.77,0,5.36,292.6,2.3,1.53,5.36,0,0,0.77,0,0,0,0,15.32,0.77,0,4.6,3.06,0
120,0,0,0,0,21.56,1.96,3.92,58.79,0,0,3.92,21.56,0,0,1.96,1.96,1.96,1.96,0,0,1.96,37.24,0,0,7.84,319.45,1.96,1.96,5.88,0,0,5.88,0,0,0,0,13.72,0,0,1.96,0,0
