stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,55.17,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.49,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,6.29,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,371.34,0,0,0,28.32,0,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,2,0,3,1,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,3,462,0,6,1,0,0,0,2,1,0,0,163,0,0,0,0,1
 24-34,0,0,5.75,0,2.46,0,0,48.43,0,0,0,13.95,0,0,0,0,0,0,0,0.82,0,5.75,0,0,1.64,1966.77,0,18.06,3.28,0,0,2.46,0,0.82,0.82,1.64,460.5,0,0,4.93,0,0
 36-46,0,0,1.61,0,5.64,1.61,0,294.07,0,0,0,27.39,0,0,0.81,1.61,0.81,0.81,0,0,0,7.25,0,0,0,3684.33,0,28.2,1.61,0,0.81,3.22,0,0,0,0,697.71,0,0.81,2.42,0,0
 48-58,0,0,0.57,0,6.89,16.07,0,698.32,0,1.72,1.72,83.78,0,0,0.57,0.57,0.57,0,0.57,1.72,1.15,23.53,0,1.15,2.87,3478.98,1.72,14.92,0,0,0,6.89,0,0,0,0,580.12,0,0,1.72,0,1.72
 60-70,0.98,0,0.98,0,2.94,30.43,0,1033.54,0,0,0.98,54.97,0,0,0,2.94,0.98,0,0,0.98,0,24.54,0,0.98,2.94,3783.77,0,9.82,0.98,0,0,1.96,0,0,0,0,422.05,0.98,6.87,0.98,0,1.96
 72-82,0,0,1.96,0,12.76,102.09,0,805.94,0.98,1.96,3.93,61.84,2.94,0,0,1.96,0.98,1.96,0,0,1.96,52.03,0,1.96,0.98,2521.89,0,9.82,3.93,0,1.96,7.85,0,0,0,0,187.5,0,17.67,3.93,0.98,2.94
 84-94,0,0,2.12,0,23.36,99.83,0,533.14,1.06,4.25,1.06,75.4,1.06,0,0,0,1.06,1.06,1.06,1.06,0,33.99,0,2.12,5.31,1241.52,0,7.43,0,0,0,9.56,0,0,0,0,103.02,0,15.93,4.25,1.06,1.06
 96-106,0,0,1.09,0,21.86,67.76,0,392.33,0,0,1.09,43.71,1.09,0,0,3.28,0,2.19,1.09,0,0,32.79,2.19,0,2.19,905.97,1.09,7.65,3.28,1.09,1.09,3.28,0,0,0,0,49.18,1.09,16.39,3.28,3.28,1.09
108-118,0,0,1.53,0,10.72,55.15,1.53,320.94,0,3.06,0.77,32.94,1.53,0,0,4.6,0,0,0,0,0,20.68,0,0.77,0.77,1260.01,0,9.19,1.53,0,0,2.3,0,0.77,0,0,18.38,0.77,3.83,1.53,0.77,0.77
120,1.96,0,0,0,15.68,62.71,0,268.49,0,1.96,0,41.16,0,0,0,7.84,1.96,1.96,0,0,0,37.24,0,0,7.84,1283.66,0,9.8,0,0,1.96,5.88,0,1.96,0,0,37.24,0,3.92,0,0,0
