stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,5402.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,1360.78,0,6.13,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,12.26,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,0,57.83,0,2.63,26.29,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,391.68,2.63,0,0,184.01,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,0,34.62,0,12.59,62.94,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,959.83,12.59,0,0,217.14,0,3.15,3.15,0,6.29,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,4,50,5,20,0,0,0,10,0,0,0,0,0,0,0,4,0,34,0,0,29,358,6,1,10,2,0,3,0,18,4,0,33,134,0,0,4,0,0
 24-34,0,0,0,2.46,14.78,0.82,46.79,0.82,2.46,0.82,12.31,1.64,0,4.1,0,0.82,0.82,0,8.21,1.64,71.41,0.82,0,27.91,699.37,1.64,6.57,7.39,0,0,24.63,0,1.64,3.28,0,16.42,204.39,0,0,13.13,0,0.82
 36-46,0,0,0,0,7.25,0.81,82.98,1.61,2.42,2.42,16.11,0.81,0,0.81,1.61,0,0.81,0.81,4.03,0,66.87,0,0.81,12.09,660.65,2.42,7.25,1.61,0,0,16.92,0,0.81,0.81,0,0,165.16,0,0,4.83,0,0.81
 48-58,0,0.57,0,0,6.31,0,131.4,1.15,1.15,0.57,30.99,0,0,0,0,0.57,0,2.3,1.15,0.57,76.32,0.57,2.87,14.35,545.69,2.3,6.89,4.02,0,0,12.05,0,0,0,0,0,133.7,0,0.57,5.74,0,0
 60-70,0.98,0,0,0,8.83,0,160.97,2.94,2.94,4.91,40.24,0.98,0,0.98,0.98,0,0,0.98,0.98,0.98,69.69,0,1.96,6.87,457.39,3.93,2.94,1.96,0,0.98,12.76,0,0,1.96,0,0,81.47,0.98,2.94,0,0,0.98
 72-82,0,0,0,0,10.8,5.89,129.58,0.98,0,2.94,40.25,0,0,0,1.96,0.98,0.98,2.94,0,0.98,81.48,0.98,6.87,7.85,349.47,2.94,4.91,2.94,0,1.96,14.72,0,0,0.98,0,0,33.38,0.98,0.98,7.85,0.98,1.96
 84-94,0,0,2.12,0,14.87,3.19,104.08,1.06,2.12,0,25.49,3.19,0,1.06,1.06,3.19,1.06,2.12,2.12,0,55.23,1.06,4.25,7.43,191.17,3.19,3.19,4.25,1.06,2.12,37.17,0,0,1.06,0,0,36.11,4.25,4.25,7.43,2.12,0
 96-106,1.09,0,3.28,0,10.93,3.28,62.29,2.19,1.09,2.19,25.14,6.56,0,2.19,3.28,5.46,1.09,1.09,0,0,55.74,0,3.28,6.56,136.61,1.09,6.56,5.46,0,2.19,33.88,1.09,0,0,2.19,0,7.65,1.09,1.09,3.28,3.28,2.19
108-118,0,0,0.77,0,16.85,3.06,55.15,0,2.3,0.77,25.28,4.6,0,0,0,0.77,2.3,0.77,0.77,0,39.06,1.53,3.06,4.6,176.94,1.53,3.83,3.06,0,0.77,10.72,0,0,0.77,0,0,8.43,2.3,0.77,3.06,1.53,1.53
120,1.96,0,0,0,21.56,1.96,54.87,0,0,1.96,9.8,3.92,0,0,13.72,1.96,1.96,1.96,0,0,39.2,0,3.92,5.88,211.66,5.88,3.92,3.92,0,0,7.84,0,0,1.96,0,0,9.8,3.92,1.96,3.92,0,0
