stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,116.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,7.89,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,31.54,5.26,0,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,3.15,0,6.29,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,103.85,3.15,0,0,34.62,0,0,3.15,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,0,0,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,35,1,0,2,0,0,2,0,5,0,8,23,0,0,1,0,0
 24-34,0,0,0,0,3.28,2.46,0,5.75,0,0,0,1.64,0,0,0,0,0.82,0,0,0,0.82,10.67,0,0,6.57,73.88,1.64,2.46,1.64,0,0,9.03,0,0,0,3.28,19.7,0,0,4.93,0,0.82
 36-46,0,0,0,0,3.22,0,0,16.92,0,0,0,4.83,0,0,0,1.61,1.61,0.81,0,0,0,12.89,0.81,0,3.22,98.29,1.61,6.45,0,0,0,6.45,0,0,0.81,0,29,0,0,1.61,0,2.42
 48-58,0,0,0,0,2.3,0.57,0,28.69,0.57,0,1.15,6.89,0.57,0,0.57,0.57,0,0.57,0,0,1.72,14.92,1.15,0,2.3,67.14,0,0,0.57,0,0,1.15,0,0,0,0,18.36,0,0,2.3,0,0
 60-70,0,0,0,0,3.93,0.98,0,38.28,0,0,1.96,13.74,0,0,0,2.94,0.98,0.98,0,0,1.96,17.67,0,0,2.94,93.24,0,0.98,0.98,0,0,8.83,0,0,0,0,22.58,0,0,3.93,0,0
 72-82,0,0,1.96,0,0.98,0.98,0,32.39,0.98,0,0,11.78,0.98,0,0,1.96,0.98,0,0,0,0,25.52,1.96,0.98,2.94,86.39,0.98,0,2.94,0,0,1.96,0,0,0.98,0,6.87,0.98,2.94,3.93,0,0.98
 84-94,0,0,2.12,0,5.31,0,0,38.23,0,0,0,6.37,1.06,1.06,0,7.43,1.06,2.12,0,0,1.06,13.81,0,0,3.19,35.05,1.06,4.25,1.06,0,0,7.43,0,0,0,0,3.19,1.06,2.12,3.19,0,0
 96-106,0,0,0,0,3.28,1.09,0,22.95,0,2.19,1.09,7.65,0,0,0,3.28,2.19,1.09,2.19,1.09,0,20.76,0,1.09,2.19,37.16,0,1.09,4.37,0,1.09,3.28,0,0,0,0,2.19,0,1.09,2.19,2.19,0
108-118,0,0,0,0,4.6,0,0.77,25.28,0.77,2.3,0,5.36,0,0,0,3.83,1.53,3.06,0.77,0.77,2.3,13.02,0,0.77,1.53,42.89,0,3.83,0.77,0,0,3.06,0,0,0,0,0.77,0,0,0.77,0,0.77
120,0,0,0,0,3.92,5.88,0,11.76,0,1.96,0,3.92,7.84,0,0,3.92,0,0,0,3.92,1.96,11.76,0,0,3.92,60.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0
