stage,epidermis,eye,glial,mesenchyme,muscle,neural,spinal_cord,vasculature
 14-21,0,0,0,0,1,2,0,0
 24-34,0,0,0,0.82,0.82,4.1,6.57,0
 36-46,0,0.81,0,0,0,4.83,21.75,0.81
 48-58,0.57,0,0,0,0,12.62,10.33,0
 60-70,0,1.96,0.98,0,0.98,28.46,19.63,0
 72-82,0,0.98,0,0,0,19.63,10.8,0
 84-94,0,0,0,0,0,7.43,4.25,0
 96-106,0,0,0,0,0,10.93,3.28,0
108-118,0,0.77,0.77,0,0,9.96,0,0
120,0,0,1.96,0,0,5.88,1.96,0
