stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,50.35,0,0,0,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,22,62,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,3,40,2,0,0,4,0,0,1,2,34,1,6,12,0,0,19,0,0
 24-34,0,0,0,57.46,15.6,0,43.51,0.82,5.75,9.85,1.64,0,0.82,0.82,0.82,0,3.28,0,3.28,0,9.85,0.82,0,12.31,106.71,4.1,0,1.64,0,0,2.46,0,0,60.74,0.82,19.7,30.37,0,0,68.95,0,1.64
 36-46,0,0.81,0,22.56,0,0,45.92,4.03,6.45,16.92,6.45,0,0,0,0,0,3.22,0,1.61,0,18.53,0,0,11.28,195.78,1.61,0,3.22,0,0,0.81,0,0,37.87,0.81,0,38.67,0,0.81,30.62,0,0
 48-58,0.57,0,0,25.82,0,0,53.36,2.87,10.9,22.95,9.18,0,0,0,0,0,9.75,0.57,2.3,0.57,67.14,0.57,0,13.77,284.61,1.15,0.57,5.74,0,0,0,0,0,25.82,0.57,0,37.87,0,0,38.44,0,1.15
 60-70,0,0,0,16.69,0.98,0,49.08,1.96,12.76,26.5,17.67,0.98,0,1.96,1.96,0,22.58,0,0,0,187.47,0,0.98,10.8,377.89,0,0,1.96,0,0,1.96,0,0,28.46,0.98,0,53,0,1.96,34.35,0.98,0.98
 72-82,0,0,1.96,25.52,3.93,0,92.28,3.93,7.85,49.08,62.83,12.76,0,0,20.61,0,28.47,0,1.96,0.98,381.87,0,3.93,12.76,409.35,0,0,5.89,0,0,0.98,0,0,45.16,0,0,57.92,0.98,6.87,36.32,4.91,0
 84-94,0,1.06,1.06,52.04,4.25,0,63.72,2.12,12.74,35.05,49.92,16.99,0,1.06,15.93,4.25,20.18,0,0,0,250.64,1.06,1.06,3.19,184.79,0,1.06,4.25,0,0,0,1.06,0,70.09,0,0,23.36,0,7.43,49.92,1.06,1.06
 96-106,0,0,1.09,30.6,1.09,0,67.76,1.09,12.02,16.39,91.8,32.79,0,1.09,28.41,2.19,8.74,0,1.09,0,275.4,2.19,4.37,7.65,170.48,0,1.09,6.56,0,2.19,1.09,0,0,68.85,0,0,14.21,0,0,49.18,2.19,1.09
108-118,0,0,3.06,32.17,5.36,0,46.72,2.3,13.02,13.02,59.75,78.13,0,0,25.28,0,13.02,0.77,0,0,216,0,3.83,7.66,172.34,1.53,3.06,6.89,0,1.53,3.06,0,0,62.04,0.77,0,14.55,0,0,34.47,0,0
120,0,0,0,27.44,7.84,1.96,48.99,3.92,13.72,23.52,74.47,109.75,1.96,0,48.99,1.96,7.84,0,0,0,174.42,1.96,1.96,5.88,207.74,0,0,11.76,0,1.96,3.92,0,0,45.08,0,0,11.76,0,0,41.16,1.96,0
