stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,81.82,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,86,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,3,13,0,0,0,0,0,4,0,0,15,12,4,0,0,0,0,0
 24-34,0,0,0,0,75.52,2.46,0,4.93,0,2.46,0.82,0,0.82,0,0,0.82,0.82,0,0,0,0,26.27,0,0.82,13.95,36.12,1.64,1.64,1.64,0,0.82,30.37,0,0.82,0,6.57,8.21,0,0,3.28,0,0
 36-46,0,0,0,0,25.78,0.81,0,4.83,5.64,0.81,2.42,0.81,0,0,0,0,0,0,2.42,0,0.81,29,0.81,1.61,12.89,23.36,2.42,1.61,0,0,0.81,23.36,1.61,0.81,0.81,0.81,10.47,0,0,0.81,0,0.81
 48-58,0.57,0,0,0,17.79,0,0,8.03,2.87,5.16,5.16,3.44,0,0,1.15,1.15,0,0,1.72,0,0,40.17,0,2.87,5.16,19.51,0.57,1.15,0.57,0,0,26.97,0.57,1.15,2.87,0,2.3,0,0.57,1.72,0,0.57
 60-70,0,0,0.98,0,37.3,0,0,10.8,1.96,3.93,3.93,6.87,0,0,0,0,0,0,0.98,0,0,46.13,0,0.98,4.91,12.76,0,0.98,1.96,0,0,32.39,0,0.98,3.93,0,2.94,0,0.98,2.94,0,0
 72-82,0,0,0,0,42.21,1.96,0,15.71,1.96,8.83,6.87,8.83,0,0,1.96,5.89,1.96,0.98,3.93,0,0,118.78,4.91,5.89,3.93,18.65,0.98,0.98,3.93,0,0.98,32.39,0,1.96,0,0,0.98,0.98,1.96,5.89,3.93,0
 84-94,0,0,0,0,101.96,0,0,12.74,6.37,23.36,6.37,3.19,0,0,0,11.68,0,1.06,3.19,0,1.06,63.72,3.19,4.25,9.56,15.93,1.06,2.12,5.31,0,0,90.27,0,3.19,2.12,0,1.06,0,2.12,3.19,2.12,0
 96-106,0,0,0,0,120.21,1.09,1.09,12.02,7.65,19.67,4.37,7.65,1.09,0,2.19,18.58,2.19,1.09,7.65,2.19,1.09,56.83,5.46,2.19,1.09,26.23,1.09,1.09,5.46,0,1.09,73.22,0,0,7.65,0,2.19,1.09,1.09,8.74,7.65,0
108-118,0,0,0,0.77,205.28,0.77,2.3,8.43,9.19,54.38,1.53,9.96,3.06,0,0,9.19,3.83,0,5.36,0,3.83,58.98,2.3,5.36,8.43,32.17,0.77,0.77,4.6,0,0,82.72,0,0,9.96,0,2.3,2.3,1.53,4.6,4.6,0
120,0,0,0,0,105.83,1.96,0,21.56,13.72,29.4,5.88,11.76,0,0,0,9.8,1.96,0,3.92,0,0,43.12,0,1.96,7.84,25.48,0,1.96,0,0,0,33.32,1.96,5.88,3.92,0,1.96,0,0,1.96,0,0
