stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,263.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,251.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,21.03,0,2.63,0,0,0,68.35,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,375.91,10.51,0,0,115.66,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,31.47,0,3.15,0,72.38,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,730.1,6.29,0,0,217.14,0,0,0,3.15,22.03,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,7,46,12,0,16,0,0,0,3,4,0,1,0,1,0,0,0,0,18,0,0,14,178,6,0,5,3,0,1,0,17,3,0,16,67,0,0,4,0,0
 24-34,0,0,0.82,2.46,18.88,3.28,0,44.33,0,1.64,0,7.39,3.28,0.82,2.46,0.82,0,0,1.64,1.64,0.82,22.98,0,0,13.13,322.6,0.82,2.46,4.93,0,0,0.82,0,0,2.46,0,6.57,80.44,0,0,7.39,0,0
 36-46,0,0,0,0,9.67,0,0,45.12,0.81,2.42,0.81,12.09,0.81,0,0,1.61,0.81,4.83,0.81,0.81,0.81,34.64,1.61,2.42,11.28,240.9,0.81,0.81,3.22,0,0,2.42,0,0,2.42,0,0.81,53.17,0,0,1.61,0,0.81
 48-58,0,0,0,0.57,7.46,0,0,58.53,0,1.15,1.72,18.94,1.15,0,0,2.3,1.15,6.31,1.15,0,0,24.67,0,1.72,8.03,135.99,0.57,1.72,1.72,0,0.57,0.57,0,0,0.57,1.15,0,32.13,0,0,3.44,0,0
 60-70,0,0,0,0,6.87,0,0,34.35,0.98,1.96,0.98,20.61,0.98,0,0.98,0.98,1.96,5.89,0.98,0.98,0.98,26.5,0.98,0.98,4.91,98.15,0,0,0.98,0,0,0.98,0,0,0.98,0,0,7.85,0,1.96,0,0,0
 72-82,0,0,0.98,0,5.89,0.98,0,30.43,0,0.98,1.96,19.63,3.93,0,0,3.93,3.93,5.89,0,0,0,31.41,1.96,0,1.96,93.26,0.98,0,0,0.98,0,7.85,0,0,0.98,0,0,15.71,0.98,0,2.94,3.93,0.98
 84-94,0,0,0,1.06,20.18,1.06,0,23.36,0,1.06,1.06,11.68,6.37,0,1.06,8.5,7.43,7.43,2.12,0,0,18.05,0,1.06,6.37,62.66,0,0,7.43,0,0,14.87,0,0,2.12,0,0,6.37,0,2.12,1.06,2.12,2.12
 96-106,0,0,1.09,0,15.3,3.28,1.09,12.02,0,3.28,2.19,14.21,13.11,0,0,7.65,5.46,3.28,0,0,0,22.95,0,1.09,6.56,49.18,1.09,1.09,3.28,0,2.19,5.46,0,0,2.19,0,0,2.19,1.09,0,2.19,0,0
108-118,0,0,0,0,20.68,3.06,8.43,16.09,0,1.53,0,10.72,18.38,0,0.77,5.36,9.96,5.36,0.77,0,0,16.09,0.77,0.77,6.89,51.32,0.77,1.53,2.3,0,2.3,6.89,0,0,6.13,0,0,2.3,0.77,0.77,0.77,0.77,1.53
120,0,0,0,0,29.4,0,0,17.64,0,3.92,5.88,9.8,17.64,0,0,11.76,5.88,11.76,0,0,0,15.68,0,1.96,1.96,52.91,0,0,0,0,0,3.92,0,0,3.92,0,0,1.96,3.92,0,1.96,1.96,0
