stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,147.11,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,21.03,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,76.23,5.26,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,3.15,0,0,31.47,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,4,0,0,0,0,0,0,0,1,105,0,0,0,0,0
 24-34,0,0,2.46,0,4.1,0,0,18.06,0,0,0,1.64,0,0,0,0,0.82,0,0.82,0,0,0.82,0,0,2.46,914.43,0,33.66,0.82,0,0,0.82,0,0,0.82,0,275.81,0,0,0,0,0
 36-46,0,0,1.61,0,1.61,1.61,0,129.71,0.81,0.81,0,4.03,0,0,1.61,0,0.81,0,1.61,1.61,0,5.64,0,0,2.42,2370.28,0.81,20.14,0,0,0,4.83,0.81,0,0.81,0,491.46,0,0,0,0,0.81
 48-58,0,0,0,0,12.05,2.3,0,490.03,2.87,1.15,1.15,36.15,0,0,0,0,0,0.57,0.57,0.57,1.15,18.36,0,0.57,5.16,3152.48,1.15,16.64,1.15,0.57,0.57,1.72,0.57,2.3,0,0,516.42,0,0,0.57,0,2.87
 60-70,0,0,0.98,0,4.91,11.78,0,1018.82,0.98,0,1.96,28.46,0,0,0,2.94,0.98,0.98,0.98,0.98,0,31.41,0.98,0.98,5.89,3368.58,0,8.83,2.94,0,0,6.87,0,1.96,0,0,474.08,0.98,1.96,4.91,0.98,0.98
 72-82,0,0,4.91,0,13.74,9.82,0,862.88,1.96,0,1.96,40.25,0,0,1.96,0.98,0,0,1.96,0.98,0.98,46.14,0.98,1.96,1.96,2287.27,0,16.69,0,0,1.96,0.98,0,0,0.98,0,244.43,1.96,1.96,8.83,12.76,0.98
 84-94,0,0,4.25,0,26.55,7.43,0,549.07,0,1.06,2.12,58.41,3.19,0,1.06,4.25,0,0,2.12,0,0,38.23,0,4.25,1.06,1216.03,0,7.43,4.25,0,1.06,5.31,0,1.06,1.06,0,161.43,0,2.12,10.62,4.25,2.12
 96-106,0,0,4.37,0,22.95,3.28,0,372.66,0,0,0,49.18,3.28,0,0,1.09,1.09,1.09,2.19,0,0,26.23,0,3.28,2.19,875.37,0,8.74,1.09,0,0,5.46,0,0,0,0,60.11,1.09,0,16.39,10.93,4.37
108-118,0,0,0,0,12.26,3.06,1.53,266.56,1.53,0,0.77,34.47,1.53,0,0.77,3.83,0,0.77,0,1.53,0,14.55,0,0.77,2.3,1021.03,0.77,14.55,1.53,0,0.77,1.53,0,0,0,0,43.66,0.77,0.77,6.89,7.66,1.53
120,0,0,0,0,13.72,0,0,231.25,0,1.96,0,43.12,0,0,0,3.92,1.96,0,0,0,0,9.8,0,1.96,7.84,1003.41,0,9.8,1.96,0,0,5.88,0,0,0,0,52.91,0,1.96,9.8,9.8,0
