stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,153.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,26.29,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,10,27,109,0,10,0,4,0,2,10,0,1,0,0,0,0,2,0,12,0,0,7,46,1,0,0,1,0,0,5,14,3,20,15,0,0,62,0,1
 24-34,0,0,0.82,3.28,54.18,14.78,0,27.09,0,13.13,1.64,13.95,6.57,0,0.82,2.46,0.82,3.28,2.46,0.82,7.39,16.42,4.1,0,9.03,81.26,0,0.82,9.03,0,0,1.64,0,32.83,0,8.21,20.52,0,0,213.42,0,3.28
 36-46,0,0,1.61,1.61,29,0,0,17.72,0,8.06,1.61,18.53,4.83,0,0,2.42,0,24.17,1.61,0.81,10.47,10.47,2.42,0,8.86,66.06,0,2.42,2.42,0,0,1.61,0,9.67,0,0,20.95,0,0,49.15,0,2.42
 48-58,0,0,0.57,0,18.94,0,0,33.85,0.57,10.9,1.72,28.69,1.15,0,0.57,2.87,0,41.31,6.89,1.72,11.48,18.36,6.31,0,2.87,35.58,0,1.15,7.46,0,0.57,0.57,0,5.74,0.57,0,11.48,0,0,21.23,1.15,13.77
 60-70,0,0,0,0,26.5,0,0,60.85,0.98,8.83,0.98,33.37,4.91,0,0,2.94,0.98,79.5,9.82,2.94,2.94,16.69,0,0,2.94,54.97,0,0.98,16.69,0,0,2.94,0,1.96,0,0,9.82,0,0,18.65,0,7.85
 72-82,0,0,0.98,0,49.08,1.96,0,125.65,0.98,3.93,1.96,63.81,10.8,0,3.93,3.93,0.98,94.24,27.49,1.96,4.91,43.19,6.87,1.96,6.87,67.73,0,3.93,43.19,0,0,0.98,0,4.91,0,0,5.89,3.93,0.98,26.5,1.96,9.82
 84-94,0,0,2.12,0,116.82,1.06,0,109.39,3.19,14.87,1.06,48.85,24.43,0,0,6.37,3.19,123.2,18.05,4.25,7.43,25.49,5.31,0,2.12,32.92,0,4.25,47.79,0,1.06,1.06,0,10.62,0,0,2.12,5.31,0,27.61,1.06,23.36
 96-106,1.09,0,1.09,2.19,132.23,1.09,0,156.28,1.09,16.39,1.09,92.89,21.86,0,2.19,12.02,6.56,134.42,52.46,13.11,5.46,37.16,7.65,3.28,4.37,46.99,1.09,10.93,77.59,0,0,5.46,0,6.56,0,0,2.19,5.46,0,22.95,2.19,21.86
108-118,0,0,2.3,0,135.58,0.77,3.83,128.68,0.77,20.68,0.77,62.04,15.32,0,0,9.96,3.06,179.24,24.51,7.66,6.13,25.28,2.3,0.77,1.53,55.15,0,5.36,43.66,0,0,2.3,0,5.36,0,0,0.77,12.26,0,23.74,1.53,22.98
120,0,0,1.96,1.96,96.03,0,0,62.71,0,5.88,3.92,35.28,19.6,1.96,0,11.76,3.92,92.11,23.52,3.92,0,21.56,5.88,0,5.88,37.24,0,0,43.12,0,1.96,3.92,0,5.88,0,0,0,5.88,0,15.68,5.88,9.8
