stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.09,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,11,4,9,1,0,15,0,0,0,25,0,1,1,0,0,1,0,0,0,8,0,0,4,3372,1,4,0,0,2,0,3,1,0,3,564,0,0,0,0,0
 24-34,0,0,11.49,1.64,20.52,1.64,0,67.31,0,2.46,0.82,68.13,0,1.64,0,0,0.82,0.82,0.82,1.64,0,18.06,0,0.82,9.85,6456.85,3.28,28.73,1.64,0,9.85,0,0,1.64,0.82,2.46,1342.1,0,0,8.21,0,0.82
 36-46,0,0,6.45,0.81,5.64,0,0,51.56,0,0,0.81,76.54,0,0,1.61,0,0,0,0,0,2.42,10.47,0.81,0,7.25,4673.69,2.42,41.09,0.81,0,2.42,0,0,0.81,0,0,1120.69,0,0,0,0,0
 48-58,0,0.57,4.59,0,5.74,0,0,88.94,1.15,2.3,0,76.89,0,0,0.57,0,0,0,1.15,0,0,13.77,0,0.57,1.72,2267.68,0.57,30.41,0.57,0,3.44,0,0,0,0.57,0,572.66,0,0,1.72,0,1.72
 60-70,0,0,2.94,0,6.87,0,0,143.3,0.98,0,0,66.74,2.94,0,0,0,0,0,0.98,0,0.98,9.82,0,0.98,2.94,1793.24,0.98,26.5,1.96,0,1.96,0,0,0,0,0,159.99,0.98,0.98,0.98,0,1.96
 72-82,0,0,30.43,0,15.71,2.94,2.94,273.88,0,0,1.96,115.84,14.72,0,0.98,0.98,0,0.98,0.98,0,0,21.6,0.98,0.98,0.98,2188.12,0,64.79,4.91,0,4.91,0.98,0,0,0.98,0,133.51,6.87,0,1.96,2.94,1.96
 84-94,0,0,21.24,0,16.99,0,9.56,207.1,0,1.06,0,82.84,19.12,0,0,0,1.06,3.19,1.06,1.06,0,19.12,0,3.19,2.12,1346.66,0,44.61,8.5,0,11.68,0,0,0,0,0,77.53,4.25,1.06,1.06,0,0
 96-106,0,0,31.69,0,28.41,3.28,42.62,217.48,0,0,1.09,109.28,30.6,0,0,4.37,0,0,1.09,6.56,0,26.23,1.09,1.09,6.56,1275.35,0,91.8,12.02,0,8.74,2.19,0,1.09,0,0,45.9,13.11,1.09,4.37,0,2.19
108-118,0,0,17.62,0,12.26,3.83,90.38,159.32,0,1.53,0.77,98.81,12.26,0,0,0.77,0.77,1.53,1.53,1.53,0,13.79,0,0.77,2.3,1512.78,0.77,49.79,6.13,0,3.83,0,0,0.77,0,0,38.3,13.79,0,0.77,1.53,1.53
120,1.96,0,15.68,0,33.32,5.88,29.4,123.47,0,1.96,1.96,76.43,5.88,0,0,0,0,0,0,0,0,21.56,1.96,0,1.96,1479.64,0,35.28,3.92,0,1.96,0,0,0,0,0,45.08,7.84,0,3.92,0,0
