stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,856.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,312.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,0,0,0,21.03,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,165.61,5.26,0,0,70.98,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,3.15,18.88,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,213.99,9.44,0,0,50.35,0,0,3.15,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,37,1,1,1,0,0,3,0,3,1,1,3,11,0,0,0,0,0
 24-34,0,0,1.64,0,1.64,0,14.78,0,0.82,0,0.82,0,0,0,0,0.82,0,1.64,0,0,11.49,0,0,2.46,83.73,0,1.64,1.64,0,0,6.57,0,0,0,0,0,27.09,0,0,2.46,0,0.82
 36-46,0,0,0.81,0,0,0,17.72,0,0,2.42,8.86,0,0,0,0.81,0,0,0,0,0,8.06,0.81,0,7.25,78.96,0,0,1.61,0,0,7.25,0,0,0,0,0,15.31,0,0,1.61,0,0.81
 48-58,0,0,0,0,2.3,0.57,33.85,1.15,0.57,2.3,8.61,0,0,0,1.72,0,0,0.57,0,0,21.8,0.57,1.72,4.02,84.35,1.15,1.15,2.3,0,0,4.02,0,0,0,0,0,22.38,0,0,1.72,0,0
 60-70,0,0,0,0,0,1.96,30.43,0,0.98,0,5.89,0,0,0,0,0.98,0,1.96,0,0,25.52,0,0,1.96,74.6,0.98,2.94,0,0,0,6.87,0,0,0.98,0,0,7.85,0,0,1.96,0,0.98
 72-82,0,0,0.98,0,1.96,5.89,44.17,0,0,0.98,13.74,0,0,0.98,3.93,0.98,0.98,0.98,0,0,33.38,0,0,4.91,62.83,0,0.98,0,0,0,7.85,0,0,0.98,0.98,0,11.78,0,0.98,5.89,0,0.98
 84-94,0,0,0,0,7.43,5.31,25.49,2.12,0,4.25,9.56,0,0,1.06,1.06,3.19,1.06,1.06,2.12,1.06,15.93,0,2.12,3.19,36.11,0,0,1.06,0,1.06,18.05,0,0,1.06,0,0,2.12,1.06,0,3.19,0,4.25
 96-106,0,0,0,0,5.46,0,20.76,0,1.09,0,12.02,2.19,1.09,1.09,1.09,1.09,0,2.19,0,0,20.76,1.09,0,4.37,26.23,1.09,3.28,1.09,0,0,10.93,0,0,1.09,0,0,3.28,1.09,0,2.19,0,0
108-118,0,0,0,0,3.83,0.77,18.38,0,0.77,0.77,7.66,1.53,0,0.77,1.53,0.77,2.3,0,0.77,0.77,12.26,0.77,0.77,3.06,40.6,0.77,1.53,0.77,0,0,6.13,0,0,0,0,0,0.77,0.77,0.77,1.53,3.06,0.77
120,0,0,0,0,11.76,1.96,15.68,0,0,0,11.76,3.92,0,0,0,0,0,1.96,0,0,19.6,1.96,0,5.88,50.95,0,1.96,0,0,0,13.72,0,0,0,0,0,3.92,1.96,0,1.96,0,0
