stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,92,5.26,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.87,6.29,0,0,154.2,0,0,6.29,0,9.44,0,0,6.29,0,0,0,0,0
 14-21,0,0,4,4,35,32,20,0,0,0,38,2,0,0,0,0,0,1,0,0,32,0,0,29,894,6,2,4,11,0,0,1,35,2,3,37,573,0,0,11,0,0
 24-34,0.82,0,2.46,0,14.78,4.1,106.71,0,0.82,5.75,41.04,3.28,0,1.64,0.82,1.64,0,2.46,0,0.82,109.99,0,0,54.18,2217.95,1.64,10.67,9.03,0,0,4.1,0,0.82,0,0.82,19.7,725.64,0,0,56.64,0,0
 36-46,0,0,0.81,0,6.45,1.61,418.95,0,0.81,29.81,50.76,0,0,3.22,0,0.81,0,3.22,0.81,0,145.02,0,0,40.28,2795.67,0,20.95,6.45,0,0,3.22,0,0,0,1.61,0,925.71,0,0,42.7,0,0.81
 48-58,0,0,0.57,0,18.36,0.57,685.12,0,5.16,45.33,100.99,0,0,3.44,0.57,0,0,1.15,0,0,157.22,0,1.72,22.95,1925.69,0.57,13.77,2.87,0,0.57,1.72,0,0,0.57,2.3,0,648.4,0,0,53.36,0,1.72
 60-70,0,0,0.98,0,21.59,0,1187.64,2.94,7.85,43.19,94.23,1.96,0,3.93,1.96,0.98,0,1.96,0,0.98,165.88,0,4.91,16.69,1847.22,0,10.8,5.89,0,0,3.93,0,0,0,0.98,0,342.55,0,0.98,55.95,0.98,0
 72-82,0,0,2.94,0,64.79,2.94,860.92,0.98,5.89,61.84,64.79,2.94,0,3.93,0,0,2.94,5.89,0.98,0,230.69,0,8.83,27.49,1201.55,0,15.71,7.85,0,1.96,14.72,0,0,0.98,0.98,0,126.63,0,3.93,131.54,10.8,4.91
 84-94,0,0,4.25,0,95.58,2.12,621.29,4.25,21.24,44.61,72.22,1.06,0,0,6.37,1.06,4.25,4.25,0,2.12,168.86,1.06,10.62,15.93,654.22,0,5.31,9.56,0,4.25,31.86,0,0,1.06,2.12,0,74.34,0,8.5,129.57,7.43,0
 96-106,0,0,4.37,0,103.82,6.56,413.1,2.19,14.21,41.53,55.74,1.09,0,5.46,3.28,2.19,1.09,8.74,2.19,1.09,155.18,1.09,4.37,18.58,499.43,2.19,20.76,14.21,0,5.46,56.83,0,0,2.19,6.56,0,31.69,2.19,3.28,139.88,18.58,1.09
108-118,0,0,1.53,0,104.17,2.3,302.56,3.83,16.09,39.06,28.34,2.3,0,4.6,4.6,1.53,1.53,9.96,0,0,130.21,0.77,5.36,15.32,598.98,0.77,19.92,10.72,0,6.89,22.21,0,0,1.53,3.83,0,15.32,0,6.89,124.09,7.66,0
120,0,0,0,0,58.79,1.96,235.17,9.8,7.84,31.36,43.12,0,0,1.96,7.84,0,5.88,5.88,1.96,1.96,115.63,1.96,9.8,13.72,538.94,0,15.68,9.8,0,9.8,1.96,0,0,0,0,0,21.56,3.92,3.92,105.83,5.88,1.96
