stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.67,9.44,0,0,28.32,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,2,0,4,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,4,0,0,3,18,2,2,0,0,0,0,0,21,6,5,70,22,0,0,0,0,0
 24-34,0,0,0.82,0,2.46,0.82,0,8.21,0,0,0,0,0,0,0,0,0,0,0.82,0.82,6.57,0,0,3.28,78.8,0,10.67,0,0,0,0.82,0,0,26.27,0.82,38.58,51.71,0,0,0,0,0
 36-46,0,0,0,0,2.42,0,0,7.25,0.81,0.81,1.61,1.61,0,2.42,0,0,0,0,0,8.06,13.7,0.81,0,4.03,165.97,0.81,1.61,0,0,0,0,0,0,19.34,1.61,0.81,44.31,0,0,1.61,0,4.83
 48-58,0,0,0,0,1.15,0,0,21.8,0,0,2.87,3.44,0,3.44,0.57,0,0,0.57,0,12.05,27.54,0,0,1.72,229.52,0.57,1.15,0,0,0,0.57,0,0,12.05,0,0,40.74,0,0,0,0,13.2
 60-70,0,0,0,0,2.94,0,0,33.37,0,0,2.94,7.85,0,4.91,0,0,0,0.98,0,9.82,32.39,0,0,2.94,443.65,0.98,0.98,1.96,0,1.96,0,0,0,20.61,0,0,65.76,0,0,0,0,18.65
 72-82,0,0,0.98,0,8.83,1.96,0.98,84.42,0,0.98,3.93,27.49,0,4.91,0.98,0.98,0.98,0.98,0,12.76,78.53,0,3.93,8.83,574.27,0,4.91,4.91,0.98,0,1.96,0,0,26.5,0,0,67.73,1.96,0.98,1.96,0.98,15.71
 84-94,0,0,1.06,0,5.31,2.12,0,73.28,0,0,3.19,23.36,0,6.37,0,0,2.12,0,0,10.62,37.17,1.06,4.25,2.12,324.98,1.06,0,8.5,0,0,3.19,0,0,48.85,0,0,31.86,3.19,2.12,2.12,1.06,20.18
 96-106,0,0,1.09,0,9.84,3.28,0,57.92,0,0,1.09,30.6,1.09,7.65,0,1.09,7.65,1.09,1.09,20.76,36.06,1.09,3.28,6.56,328.95,0,2.19,16.39,0,0,7.65,0,0,49.18,0,0,22.95,0,1.09,0,0,28.41
108-118,0,0,0,0,5.36,0,0,45.96,0,0.77,1.53,16.09,0.77,2.3,0,0,9.19,0.77,0,26.81,39.83,0,5.36,10.72,382.98,0,1.53,14.55,0,0,1.53,0,0,39.06,0,0,15.32,0,1.53,0,1.53,24.51
120,0,0,0,0,11.76,1.96,0,47.03,0,0,0,25.48,0,3.92,0,0,5.88,0,0,5.88,37.24,0,7.84,1.96,393.92,1.96,1.96,11.76,0,1.96,3.92,0,0,35.28,0,0,17.64,0,0,1.96,0,11.76
