stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,183.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,15.77,0,0,5.26,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,10.51,0,36.8,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,75.53,15.73,0,0,116.44,0,6.29,0,0,0,0,18.88,0,0,0,0,0,0
 14-21,0,0,0,1,48,4,0,0,6,0,8,3,4,0,0,0,0,0,0,0,8,0,0,19,17,6,0,0,2,0,140,0,53,0,191,323,65,0,0,0,0,0
 24-34,0,0,1.64,0,41.04,0,9.85,0,22.98,4.93,20.52,1.64,0.82,3.28,0,10.67,0,1.64,0,5.75,50.89,22.16,0,30.37,43.51,4.1,0,0,0,0,153.5,0,1.64,0,41.04,46.79,60.74,0,0,8.21,0,0.82
 36-46,0,0,0,0.81,24.98,0,0,0.81,22.56,14.5,20.14,1.61,2.42,0.81,0,3.22,0.81,8.86,0,9.67,72.51,10.47,1.61,50.76,37.87,6.45,0,0,0,0,74.93,0,0,0,20.95,0.81,79.76,0,0,11.28,0,2.42
 48-58,0,0,0,0.57,15.49,0,10.33,0.57,20.66,18.94,17.79,2.3,2.3,4.02,0,2.87,1.15,6.31,1.15,6.31,78.61,12.62,0,18.36,32.71,2.87,0,1.72,0,0,29.26,0,0,0,3.44,0,51.64,0,0.57,19.51,0,6.89
 60-70,0,0,0,0,20.61,0,6.87,0.98,15.7,14.72,16.69,5.89,0,1.96,0,0.98,0.98,14.72,1.96,0.98,151.15,7.85,1.96,20.61,26.5,1.96,0,0,0,0.98,20.61,0,0,0,3.93,0,30.43,0.98,4.91,9.82,0.98,5.89
 72-82,0,0,1.96,0.98,19.63,0,28.47,4.91,4.91,18.65,32.39,18.65,0.98,1.96,0.98,4.91,0,19.63,0.98,4.91,409.35,11.78,3.93,15.71,43.19,3.93,1.96,0,0,0,16.69,0,0,0.98,0,0,27.49,0.98,1.96,14.72,7.85,6.87
 84-94,0,0,2.12,1.06,54.16,1.06,39.3,4.25,11.68,10.62,24.43,26.55,2.12,3.19,0,10.62,3.19,13.81,3.19,6.37,274.01,16.99,2.12,12.74,33.99,8.5,0,0,0,1.06,32.92,1.06,0,0,0,0,23.36,4.25,2.12,11.68,5.31,4.25
 96-106,0,0,4.37,7.65,45.9,3.28,15.3,8.74,10.93,7.65,18.58,24.04,0,1.09,3.28,7.65,1.09,19.67,3.28,4.37,279.77,9.84,2.19,13.11,60.11,6.56,2.19,0,0,2.19,41.53,0,0,1.09,2.19,0,27.32,1.09,6.56,28.41,6.56,4.37
108-118,0.77,0,4.6,6.89,52.85,2.3,16.09,6.13,16.85,13.02,29.87,16.09,0,1.53,0.77,9.19,3.06,11.49,1.53,6.13,210.64,9.96,0,8.43,57.45,4.6,0,0.77,0,2.3,38.3,0,0,2.3,0.77,0,22.98,6.13,2.3,6.89,1.53,6.89
120,1.96,0,0,3.92,39.2,0,5.88,5.88,5.88,7.84,15.68,13.72,0,1.96,0,5.88,3.92,17.64,0,0,188.14,5.88,0,1.96,50.95,1.96,3.92,1.96,0,0,21.56,0,0,0,0,0,17.64,3.92,5.88,5.88,1.96,3.92
