stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,7.89,0,0,0,21.03,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,120.92,2.63,0,0,7.89,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,12.59,0,0,0,15.73,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,163.64,3.15,0,0,50.35,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,42,2,0,3,0,2,0,2,0,1,2,0,0,0,0,0,0,7,0,0,6,82,2,0,0,2,0,23,2,2,0,6,49,0,0,2,0,0
 24-34,0,0,1.64,18.88,1.64,0,9.03,0,7.39,0,1.64,0,0.82,0.82,0,7.39,0,2.46,0,0.82,20.52,2.46,0,7.39,331.63,0.82,7.39,2.46,0,0,59.92,0,0.82,0.82,0,120.67,0,0,11.49,0,0.82
 36-46,0,0,0,12.09,0,0,25.78,0,1.61,0.81,9.67,0.81,0.81,2.42,0,2.42,0,0,0,0.81,20.14,1.61,0.81,6.45,696.1,0,6.45,2.42,0,0.81,48.34,0,2.42,0,0,182.08,0,0,6.45,0,0
 48-58,0,0,0,9.18,0,0,99.84,0,4.59,1.72,30.41,0,1.15,0.57,0,1.72,0.57,0.57,0.57,0,22.95,4.59,0,4.59,870.46,1.15,4.02,2.3,0,0,23.53,0,1.15,2.3,0,185.34,0,0,6.31,0,1.15
 60-70,0,0.98,0,9.82,0,0,211.03,2.94,4.91,0.98,51.04,3.93,0,0,0,0.98,0.98,0.98,0.98,0,25.52,5.89,2.94,2.94,1168.01,0,6.87,2.94,0,0,35.33,0,0,0,0,163.91,0,0,3.93,0,0
 72-82,0,0.98,0,19.63,1.96,0,279.77,0,3.93,0.98,99.15,9.82,1.96,3.93,5.89,1.96,0.98,0.98,0,0.98,50.06,4.91,1.96,0.98,1026.82,0,5.89,4.91,0,0,30.43,0,0.98,0,0,107.98,1.96,0.98,17.67,0,1.96
 84-94,0,1.06,0,23.36,2.12,0,184.79,1.06,5.31,0,56.29,16.99,2.12,1.06,6.37,2.12,3.19,2.12,2.12,0,30.8,8.5,2.12,3.19,491.72,0,8.5,7.43,0,1.06,57.35,0,1.06,0,0,64.78,7.43,1.06,5.31,4.25,1.06
 96-106,0,1.09,1.09,22.95,1.09,1.09,159.56,0,5.46,1.09,62.29,18.58,0,1.09,9.84,4.37,1.09,4.37,2.19,2.19,36.06,7.65,1.09,2.19,452.44,0,8.74,3.28,0,0,48.09,0,1.09,0,0,33.88,2.19,1.09,12.02,1.09,1.09
108-118,0,0.77,0.77,33.7,1.53,0.77,117.96,0,15.32,0.77,56.68,19.92,0,0,3.83,5.36,3.06,1.53,3.06,0,37.53,9.19,0,0.77,460.34,0.77,3.83,3.83,0,1.53,45.96,0,1.53,0,0,19.15,8.43,1.53,9.19,1.53,3.06
120,0,1.96,0,25.48,5.88,1.96,131.31,9.8,11.76,0,58.79,19.6,0,3.92,7.84,11.76,0,1.96,1.96,0,27.44,5.88,0,3.92,560.5,0,5.88,7.84,0,0,41.16,0,1.96,0,0,33.32,1.96,0,5.88,0,1.96
