stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,2451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,318.74,2286.35,0,18.39,0,0,0,0,0,0,0,0,0,67.43,0,0,0,0,0,0,0,0,0,0,0,110.33,0,0,0,30.65,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,36.8,0,157.72,0,2.63,0,65.72,0,0,0,0,0,554.66,0,0,0,0,0,0,0,0,0,0,0,846.45,36.8,0,0,386.42,5.26,23.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,47.2,0,6.29,0,53.5,0,0,0,0,0,135.32,0,0,0,0,0,3.15,0,0,0,0,0,462.6,31.47,0,0,258.05,3.15,0,3.15,15.73,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,6,11,5,0,9,0,0,0,0,0,1,0,0,1,0,0,3,0,8,0,0,7,83,3,0,0,2,0,0,13,0,1,22,21,0,0,1,0,0
 24-34,0,0.82,0,0,4.93,0.82,0,14.78,0,0,0,0.82,1.64,0.82,0.82,0,7.39,0,0,1.64,1.64,13.13,15.6,0,1.64,90.29,0,0,0,0,0.82,0,0,0,0,9.03,13.13,0,0,3.28,0,3.28
 36-46,0,0,0,0,3.22,0,0,22.56,0.81,0,0.81,6.45,0.81,0,0,0,2.42,2.42,0,0,0,14.5,28.2,0,5.64,45.12,1.61,0,0.81,0,0,0,0,0.81,0.81,0,12.89,0,0,1.61,0,4.83
 48-58,0,0,0,0,0,0,0,19.51,0,0,0.57,30.99,0.57,0,0.57,0,1.72,0,0,0,1.72,8.61,27.54,1.15,2.3,32.71,0,0,1.15,0,0,0,0,0,0,0,10.9,0,0,0,0,1.72
 60-70,0,0,0,0,0.98,0.98,0,22.58,0,0,0,73.61,0.98,0,0,0,1.96,0,0,0.98,0,11.78,24.54,0,0.98,54.97,0,0,0,0,0.98,0,0,1.96,0,0,4.91,0,0,0,0,2.94
 72-82,0,0,2.94,0,2.94,1.96,0,33.38,0,0.98,0.98,229.71,7.85,0,0,0.98,3.93,0,0.98,0,5.89,21.6,58.9,0.98,10.8,79.51,0.98,0.98,0,0,2.94,0,0,0.98,0,0,0,0,0,2.94,0,0.98
 84-94,0,0,2.12,0,13.81,0,0,22.3,0,1.06,1.06,187.98,19.12,0,0,1.06,2.12,0,1.06,0,1.06,13.81,59.47,2.12,4.25,45.67,1.06,0,0,0,1.06,0,0,0,0,0,2.12,2.12,0,1.06,0,1.06
 96-106,0,0,2.19,0,9.84,2.19,0,30.6,1.09,2.19,0,313.65,19.67,0,0,0,4.37,0,1.09,3.28,1.09,20.76,55.74,0,9.84,55.74,1.09,1.09,1.09,0,5.46,0,0,0,0,0,0,0,1.09,1.09,1.09,1.09
108-118,0,0,0,0,9.96,1.53,0.77,25.28,0,2.3,0,255.07,37.53,0,0,1.53,1.53,0,0.77,0.77,0.77,16.09,52.09,0,9.19,47.49,0,0.77,0.77,0,3.83,0,0,0.77,0,0,0.77,0.77,0,1.53,1.53,0.77
120,0,0,0,0,17.64,1.96,1.96,21.56,0,0,1.96,293.97,17.64,0,0,0,1.96,0,0,3.92,0,13.72,37.24,0,1.96,35.28,0,0,0,0,1.96,0,0,0,0,0,1.96,1.96,0,1.96,0,0
