stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1976.69,33946.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528.64,0,0,0,0,0,0,0,0,0,0,0
  5-6,2267.96,26853.93,30.65,0,0,0,0,0,0,0,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,735.56,73.56,0,0,214.54,0,570.06,0,0,0,0,0,0,0,0,0,0,0
  7-9,220.81,176.12,294.42,0,0,0,404.82,0,0,0,0,0,141.95,0,0,0,0,0,0,0,0,0,0,0,5683.28,260.24,0,0,2655,0,26.29,89.38,0,0,0,0,0,0,0,0,0,0
 10-12,0,75.53,173.08,0,22.03,0,144.76,0,0,0,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,2124.2,44.06,0,0,1183.26,0,12.59,66.09,3.15,163.64,0,15.73,0,0,0,0,0,0
 14-21,1,1,21,303,101,0,121,0,0,0,50,9,5,2,2,24,1,2,2,2,169,2,0,154,1666,39,17,28,105,0,69,12,400,44,0,296,596,0,0,12,0,1
 24-34,0.82,0.82,4.1,109.99,36.12,0,330.81,0,4.1,3.28,61.56,2.46,0,2.46,7.39,14.78,4.1,9.03,5.75,0.82,264.32,9.03,2.46,155.14,2132.58,30.37,26.27,24.63,0,0,155.96,0,0.82,7.39,0.82,54.18,609.9,0,0,41.86,0,6.57
 36-46,0,0,1.61,44.31,15.31,0,631.64,0,0,7.25,48.34,3.22,0,2.42,8.06,1.61,2.42,4.83,1.61,0.81,294.07,2.42,7.25,110.38,1413.95,12.89,15.31,11.28,0,0,67.68,0.81,0.81,4.03,0,0,389.14,0,0,16.11,0,8.86
 48-58,0.57,0,0,48.2,24.67,0,670.78,0,4.02,2.87,40.17,4.59,0,6.89,13.77,1.15,6.31,2.87,3.44,0.57,329.94,2.87,11.48,74.59,700.62,5.16,13.2,10.33,0,0.57,26.97,0,0,1.15,0,0,142.88,0,0,18.94,0.57,2.3
 60-70,0,0,0,55.95,8.83,0,465.24,0,0.98,6.87,58.89,6.87,0,1.96,8.83,0.98,6.87,3.93,3.93,0,256.18,0.98,18.65,52.02,399.48,7.85,2.94,8.83,0,2.94,15.7,0,0,1.96,0,0,35.33,0.98,0.98,9.82,0.98,3.93
 72-82,0,0,0,61.84,11.78,0,244.43,0.98,0.98,8.83,59.88,16.69,0,3.93,14.72,6.87,4.91,1.96,3.93,0,260.14,0,17.67,56.94,380.88,1.96,14.72,11.78,0,1.96,19.63,0,0,1.96,1.96,0,18.65,0.98,4.91,26.5,1.96,2.94
 84-94,0,0,1.06,71.16,13.81,3.19,177.36,0,4.25,1.06,41.42,26.55,0,3.19,20.18,7.43,10.62,6.37,6.37,2.12,182.67,1.06,16.99,56.29,247.45,6.37,14.87,10.62,0,2.12,26.55,0,0,6.37,0,0,8.5,7.43,1.06,29.74,0,2.12
 96-106,1.09,0,0,65.57,29.51,2.19,157.37,0,2.19,6.56,53.55,26.23,0,5.46,28.41,3.28,7.65,3.28,4.37,0,128.96,1.09,6.56,43.71,237.15,8.74,17.49,18.58,0,1.09,32.79,0,0,8.74,0,0,8.74,5.46,1.09,26.23,1.09,3.28
108-118,0,0,0,47.49,25.28,0.77,159.32,0,0.77,2.3,40.6,11.49,0,2.3,32.17,6.89,10.72,1.53,6.13,0.77,89.62,1.53,9.19,37.53,320.17,6.13,8.43,9.96,0,0.77,23.74,0.77,0,8.43,0,0,3.06,6.13,0,20.68,0.77,0.77
120,0,0,0,27.44,37.24,0,145.02,0,0,1.96,43.12,11.76,0,1.96,29.4,3.92,5.88,1.96,1.96,0,94.07,0,5.88,25.48,305.73,3.92,5.88,15.68,0,0,19.6,1.96,0,3.92,0,0,3.92,1.96,0,37.24,1.96,0
