stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,263.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,122.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,28.32,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,7,0,0,3,0,0,0,0,1,1,0,0,4,0,0,0,0,3,0,0,7,51,2,2,2,1,3,0,3,0,2,1,23,0,0,0,0,0
 24-34,0,0,0,0.82,1.64,0,0,8.21,0,0,0,2.46,0,0,0.82,0,1.64,0,0,0,0.82,9.03,0,0,2.46,80.44,0,0.82,0,0,4.93,0,0,2.46,1.64,1.64,20.52,0,0,0.82,0,0
 36-46,0,0,0,0,6.45,0.81,0,21.75,0,0.81,0.81,5.64,0,0,0,0,0,0,1.61,0,0.81,12.89,0,0,1.61,112.79,0,2.42,0.81,0,9.67,0,0,0,0.81,0,29,0,0,2.42,0,0
 48-58,0,0,0,0,1.15,0,0,26.4,2.3,0.57,0,10.33,0,0,1.15,1.15,1.15,0,0.57,0,1.72,14.35,1.15,0.57,1.72,112.47,0,2.3,2.3,0,3.44,0,0,1.15,0.57,0,26.97,0,0.57,0,0,0
 60-70,0,0,0,0,5.89,0,0,59.87,1.96,2.94,0.98,18.65,0.98,0,0,0,1.96,0,0,0,0,27.48,0,0,3.93,127.6,1.96,0.98,0,0,9.82,0,0,0.98,3.93,0,25.52,0,0,0,0.98,1.96
 72-82,0,0,2.94,0,1.96,1.96,0,62.83,2.94,0,2.94,37.3,1.96,0,1.96,1.96,0,0,0,2.94,0,54.97,0,0.98,12.76,134.49,0,0.98,11.78,0,4.91,0,0,1.96,1.96,0,12.76,0,0.98,5.89,0.98,0.98
 84-94,0,0,1.06,0,7.43,3.19,1.06,55.23,4.25,1.06,2.12,15.93,5.31,2.12,1.06,4.25,4.25,2.12,1.06,7.43,3.19,32.92,0,0,5.31,69.03,1.06,3.19,7.43,0,23.36,0,0,8.5,2.12,0,5.31,1.06,1.06,1.06,2.12,0
 96-106,0,0,0,0,15.3,0,0,51.36,8.74,2.19,2.19,34.97,12.02,1.09,1.09,5.46,2.19,0,4.37,4.37,1.09,53.55,0,3.28,3.28,74.31,0,5.46,8.74,0,21.86,0,0,6.56,4.37,0,2.19,2.19,3.28,3.28,2.19,8.74
108-118,0,0,0.77,0,17.62,1.53,2.3,55.92,10.72,3.06,3.06,32.94,8.43,0,0,1.53,4.6,6.13,2.3,19.92,0.77,53.62,0,1.53,5.36,98.04,0,5.36,12.26,0.77,10.72,0,0,3.83,8.43,0,3.83,1.53,0,1.53,0.77,6.13
120,1.96,0,3.92,0,15.68,0,1.96,41.16,7.84,0,0,19.6,11.76,0,0,7.84,1.96,1.96,3.92,9.8,1.96,37.24,0,0,5.88,84.27,0,5.88,9.8,0,21.56,0,0,3.92,7.84,0,7.84,0,0,7.84,0,3.92
