stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,13.14,0,0,0,15.77,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,144.58,0,0,0,39.43,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,232.88,3.15,0,0,34.62,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9,3,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,3,351,3,2,1,0,3,0,2,0,0,2,187,0,0,0,0,0
 24-34,0,0,1.64,0,6.57,1.64,0,16.42,0,1.64,0.82,3.28,0.82,0,0,0,2.46,0,0,0.82,0,7.39,0,0,2.46,1060.55,0,22.98,2.46,0,9.85,0,0,1.64,0.82,4.1,356.25,0,0,3.28,0,0
 36-46,0,0,0,0,1.61,0.81,0,65.26,0.81,0,1.61,7.25,0,0,0,2.42,0,0,0,1.61,0.81,14.5,0,0,4.03,1361.58,0.81,25.78,1.61,0,6.45,0,0,0.81,0,0,520.46,0,0,4.03,0,0.81
 48-58,0,0.57,0,0,3.44,0,0,142.3,0,1.15,2.3,20.66,0.57,0,0,0.57,0,2.3,0,0.57,0.57,30.99,0,0,3.44,865.87,0,14.92,0,0,3.44,0,0,0,0,0,342.56,0,0,0.57,0,4.59
 60-70,0,0,0,0,4.91,0,0,170.78,0,1.96,1.96,22.58,0,0,0,0,0,0,0.98,0,0.98,17.67,0,0.98,0,1070.84,0,16.69,0.98,0,3.93,0,0,0,0,0,295.44,0.98,0.98,2.94,0,0.98
 72-82,0,0,0.98,0,5.89,6.87,0,155.1,0,0,1.96,42.21,0.98,0,0,0.98,0,1.96,0,0,0,38.28,0.98,0,4.91,1117.13,0,14.72,2.94,0,3.93,0,0,0,0,0,202.22,0,1.96,6.87,0,3.93
 84-94,0,0,2.12,0,10.62,1.06,0,91.34,0,1.06,1.06,31.86,0,0,1.06,2.12,0,0,2.12,0,0,19.12,0,0,1.06,635.1,0,8.5,1.06,0,4.25,0,0,0,0,0,96.65,3.19,1.06,1.06,0,0
 96-106,0,0,1.09,0,7.65,5.46,1.09,76.5,0,1.09,1.09,41.53,1.09,0,0,2.19,0,1.09,0,0,0,29.51,0,0,4.37,522.38,1.09,14.21,1.09,0,6.56,0,0,0,0,0,41.53,1.09,1.09,2.19,1.09,1.09
108-118,0,0,0,0,6.89,0.77,0.77,49.02,0,1.53,2.3,45.96,0,0,0,3.06,0.77,0,1.53,0,0.77,15.32,0.77,0,0,636.52,0,7.66,1.53,0,3.06,0,0,0.77,0,0,47.49,1.53,0,0.77,0,0
120,0,0,0,0,9.8,1.96,0,54.87,0,1.96,0,47.03,1.96,0,0,3.92,0,0,1.96,0,0,23.52,0,0,5.88,876.02,0,1.96,0,0,0,0,0,0,0,0,78.39,1.96,0,1.96,0,1.96
