stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,0,3,17,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,0,61,30,1,0,1,0,0,1,0,4,0,0,10,4,0,0,20,0,0
 24-34,0.82,0,0,29.55,4.1,0,8.21,0,0,8.21,0.82,0,0.82,9.03,0,0,3.28,3.28,0,0.82,543.41,0,3.28,224.09,130.52,1.64,0,9.03,0,1.64,0.82,0,0,0,0.82,1.64,9.85,0,0,119.02,0,0.82
 36-46,0,0,0,19.34,0.81,0,7.25,0,0.81,32.23,3.22,0,0,14.5,0,0,5.64,3.22,0,1.61,762.97,0,15.31,225.59,132.13,0,1.61,5.64,0,1.61,0,0.81,0.81,0.81,0,0,9.67,0,1.61,95.87,0.81,0.81
 48-58,0.57,0,0,6.89,0.57,0,15.49,0.57,3.44,63.12,4.02,0,1.15,18.36,0.57,0,4.02,4.02,1.15,0,964.57,0.57,33.85,196.82,107.3,0,0.57,3.44,0,4.59,0,0,0,0,0,0,8.61,0,5.16,82.05,2.87,0.57
 60-70,0,0,0,8.83,0,0,18.65,0.98,1.96,78.52,20.61,0,0.98,31.41,3.93,0,11.78,2.94,2.94,0,1254.39,0,50.06,141.34,102.08,0,0,10.8,0,19.63,0,0,0,2.94,0.98,0,8.83,0,24.54,97.17,12.76,0.98
 72-82,0,0,0,23.56,0.98,0,95.22,1.96,5.89,132.52,61.84,1.96,2.94,42.21,0.98,0.98,21.6,3.93,1.96,0,1914.24,0.98,71.66,206.15,189.46,0,3.93,17.67,0,30.43,2.94,0,0,0.98,0,0,5.89,1.96,44.17,190.44,53.01,0.98
 84-94,0,0,1.06,27.61,3.19,0,99.83,1.06,13.81,91.34,38.23,1.06,2.12,36.11,8.5,1.06,24.43,3.19,0,0,1214.97,3.19,78.59,133.82,126.38,0,2.12,13.81,0,19.12,7.43,0,0,2.12,0,0,7.43,1.06,48.85,178.42,47.79,0
 96-106,1.09,0,0,71.04,1.09,0,133.33,1.09,37.16,101.63,84.15,7.65,0,59.01,13.11,1.09,36.06,9.84,7.65,1.09,1660.03,3.28,75.41,154.09,208.73,4.37,13.11,59.01,0,45.9,7.65,0,0,6.56,0,0,6.56,0,41.53,218.57,71.04,1.09
108-118,0.77,0,3.06,43.66,0.77,0.77,59.75,0,52.09,91.15,66.64,8.43,0,29.87,6.89,1.53,51.32,3.83,3.83,0.77,1687.42,3.06,57.45,146.3,187.66,0.77,2.3,68.17,0,53.62,5.36,0,0,9.19,0,0,6.89,0,24.51,176.94,57.45,1.53
120,0,1.96,0,62.71,0,3.92,52.91,0,35.28,84.27,45.08,3.92,0,39.2,5.88,1.96,25.48,3.92,3.92,0,1332.65,1.96,62.71,150.9,158.74,7.84,7.84,76.43,1.96,35.28,15.68,0,0,0,0,0,5.88,0,27.44,166.58,50.95,0
