stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,289.91,4546.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.63,0,0,0,0,0,0,0,0,0,0,0
  5-6,263.57,3285.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,12.26,0,0,12.26,0,85.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,7.89,0,18.4,0,0,0,65.72,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,567.8,36.8,0,0,144.58,0,7.89,31.54,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,18.88,0,3.15,0,15.73,0,0,0,0,0,69.23,0,0,0,0,0,0,0,0,0,0,0,487.78,31.47,0,0,94.41,0,3.15,9.44,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,5,169,20,0,25,0,1,0,5,7,3,2,1,4,1,0,1,0,30,0,0,24,301,16,2,2,6,0,18,6,26,1,2,98,107,0,0,1,0,0
 24-34,0,0,1.64,2.46,55.82,0.82,0,79.62,0,4.1,3.28,18.88,1.64,0,0,3.28,19.7,0.82,2.46,0,4.93,64.85,3.28,0.82,25.45,875.03,11.49,9.03,7.39,0,0,54.18,0,0,13.95,0.82,21.34,224.09,0,0,13.13,0,2.46
 36-46,0,0,0,0.81,24.17,0,0,176.44,0,4.83,5.64,51.56,0.81,0.81,0,0.81,4.03,0.81,0.81,0,1.61,75.73,2.42,0.81,29,1146.47,7.25,5.64,3.22,0,0,59.62,2.42,0,4.03,1.61,0,275.54,0,0,8.06,0,6.45
 48-58,0,0,1.15,0,24.1,1.15,0,333.95,0.57,5.16,9.75,131.4,1.15,4.02,2.87,2.87,1.72,1.15,2.87,2.87,4.02,153.21,2.87,6.31,25.82,1110.89,6.31,5.16,4.59,0,0,32.71,0,0,4.59,1.15,0,265.1,0,0,10.33,0,14.92
 60-70,0,0,2.94,0,27.48,1.96,0,491.74,1.96,9.82,10.8,161.95,3.93,1.96,1.96,5.89,2.94,4.91,1.96,3.93,0.98,177.66,0.98,3.93,12.76,1135.62,2.94,3.93,6.87,0,0,30.43,0.98,0,4.91,0.98,0,183.54,0.98,0.98,4.91,0.98,4.91
 72-82,0,0,5.89,0,27.49,3.93,5.89,427.02,0.98,5.89,4.91,195.35,6.87,0,1.96,10.8,5.89,1.96,3.93,2.94,0.98,200.26,3.93,9.82,27.49,848.16,2.94,6.87,9.82,0,2.94,33.38,0,0,8.83,0.98,0,80.5,0.98,3.93,15.71,6.87,4.91
 84-94,0,0,3.19,1.06,49.92,7.43,18.05,310.11,1.06,5.31,6.37,124.26,11.68,5.31,0,10.62,14.87,6.37,3.19,2.12,0,124.26,2.12,5.31,12.74,434.37,5.31,5.31,13.81,0,1.06,79.65,0,0,18.05,1.06,0,36.11,3.19,8.5,12.74,5.31,5.31
 96-106,0,0,5.46,0,75.41,6.56,26.23,206.55,1.09,5.46,3.28,131.14,14.21,0,4.37,29.51,7.65,6.56,4.37,3.28,2.19,122.4,4.37,7.65,18.58,365.01,6.56,6.56,14.21,0,1.09,91.8,0,0,14.21,0,0,27.32,4.37,8.74,12.02,2.19,10.93
108-118,0,0,2.3,0.77,62.04,4.6,61.28,151.66,3.06,13.02,4.6,122.55,19.15,0,1.53,13.02,12.26,19.15,2.3,2.3,4.6,96.51,0.77,5.36,16.85,379.15,1.53,1.53,8.43,0,3.06,61.28,0.77,0,11.49,1.53,0,17.62,3.06,0.77,12.26,3.83,11.49
120,0,0,0,0,94.07,17.64,25.48,152.86,1.96,9.8,5.88,107.79,19.6,0,0,21.56,5.88,1.96,1.96,0,1.96,86.23,5.88,7.84,21.56,411.55,3.92,5.88,5.88,0,3.92,37.24,0,0,13.72,0,0,21.56,1.96,0,13.72,9.8,7.84
