stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,144.96,3241.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,2660.26,0,12.26,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,91.94,12.26,0,0,42.91,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,94.63,68.35,0,99.89,0,0,0,244.47,0,0,0,0,113.03,0,0,0,0,0,0,0,0,0,0,0,1908.45,78.86,0,0,662.44,0,10.51,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,56.65,0,107,0,22.03,0,201.41,0,0,0,0,72.38,0,0,0,0,0,0,0,0,0,0,0,1567.19,44.06,0,0,500.37,0,6.29,3.15,3.15,91.26,0,0,0,0,0,0,0,0
 14-21,0,1,1,1,137,29,0,42,3,0,3,6,5,2,0,6,0,0,2,1,34,0,0,20,383,11,5,9,8,0,27,0,64,6,2,84,151,0,0,13,0,1
 24-34,0,0,0,0.82,7.39,1.64,0,21.34,0,0,3.28,0,0,1.64,0,3.28,0,0.82,0,1.64,9.85,0.82,0,4.93,108.35,0.82,3.28,1.64,0,0,15.6,0,0,0.82,0,3.28,32.01,0,0,8.21,0,0.82
 36-46,0,0,0,0,3.22,0,0,23.36,0,0.81,2.42,0,0,0,1.61,0,0,0,0.81,1.61,12.09,0.81,0,4.83,142.6,0,4.83,0.81,0,0,18.53,0,0,0,0.81,0,24.17,0,0,3.22,0,0.81
 48-58,0,0,0,0,1.72,1.15,0,52.79,2.3,0.57,9.75,1.15,0,1.15,1.15,1.72,0.57,0,0.57,1.15,15.49,0,0,1.15,149.76,0.57,6.31,1.72,0,0,12.62,0,0,0,0.57,0,27.54,0,0,3.44,0,2.3
 60-70,0,0,0,0,1.96,0.98,0,75.58,0.98,0,3.93,0,0,0,0,0.98,0.98,0,0.98,1.96,8.83,0,0.98,1.96,104.04,0,4.91,0.98,0,0,6.87,0,0,0,0,0,13.74,0,0,2.94,0,0.98
 72-82,0,0,1.96,0,7.85,6.87,0,104.06,0.98,0,9.82,0,0,0.98,5.89,2.94,0,1.96,0,0.98,34.36,0,1.96,4.91,152.16,0.98,3.93,1.96,0,0,18.65,0,0,0.98,0,0,12.76,1.96,0,6.87,1.96,0.98
 84-94,0,0,1.06,1.06,9.56,2.12,1.06,36.11,2.12,0,8.5,1.06,0,0,6.37,0,2.12,0,1.06,1.06,12.74,0,0,5.31,38.23,2.12,3.19,5.31,0,0,47.79,0,0,1.06,0,0,6.37,0,1.06,8.5,1.06,0
 96-106,0,0,0,0,16.39,5.46,0,45.9,1.09,1.09,9.84,5.46,0,0,8.74,2.19,2.19,2.19,1.09,0,16.39,0,1.09,3.28,46.99,0,7.65,5.46,0,0,27.32,0,0,2.19,0,0,2.19,0,1.09,12.02,1.09,0
108-118,0,0,0,0,16.09,6.89,0,43.66,0,0.77,15.32,2.3,0,0,13.02,5.36,0.77,0.77,1.53,0.77,16.85,0.77,1.53,3.06,69.7,0.77,6.13,0.77,0,0,36.77,0,0,0,0.77,0,3.06,0.77,1.53,6.13,0,0
120,0,0,0,0,13.72,11.76,0,35.28,9.8,1.96,13.72,3.92,0,1.96,7.84,0,0,0,0,0,9.8,0,0,1.96,54.87,1.96,1.96,1.96,0,1.96,37.24,0,0,0,0,0,0,0,0,1.96,0,1.96
