stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,15.77,7.89,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,40.91,0,6.29,0,18.88,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,251.76,110.14,0,0,18.88,0,0,3.15,3.15,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,16,206,8,0,131,0,0,0,2,7,1,4,0,1,0,0,1,1,73,0,0,115,150,115,0,1,0,0,11,1,2,1,11,47,37,0,0,4,0,0
 24-34,0,0,5.75,56.64,0.82,0,35.3,0,1.64,3.28,9.03,0,0,1.64,0,3.28,0,1.64,0,0,220.81,0,4.93,100.97,108.35,31.19,0.82,6.57,0,0,68.13,0,0,6.57,5.75,13.95,48.43,0,0,1.64,0,0
 36-46,0,0,0.81,25.78,0,0,23.36,0,0,10.47,23.36,0.81,0,1.61,0,3.22,0,1.61,2.42,0,337.58,0.81,21.75,58.81,68.48,12.89,0,4.03,0,0,57.2,0.81,0,2.42,1.61,0,15.31,0,0.81,1.61,0,0
 48-58,0.57,0,0,18.94,0.57,0,34.43,1.72,2.3,7.46,23.53,0,1.72,0.57,0,0.57,0,1.15,0.57,0,587,0.57,48.2,42.46,47.05,5.16,0.57,13.2,0,1.72,24.1,0,0,1.72,2.3,0,25.25,0,2.87,1.72,0.57,1.72
 60-70,0,0,0,35.33,0,0,24.54,2.94,6.87,4.91,20.61,0,1.96,3.93,0,0,0,0,3.93,0.98,668.42,3.93,40.24,26.5,31.41,6.87,0,11.78,0,0,56.93,0,0,0.98,0.98,0,6.87,0,11.78,0.98,7.85,0
 72-82,0,0,1.96,37.3,1.96,0,43.19,2.94,4.91,5.89,27.49,6.87,0,2.94,0,0,0,2.94,0,0,990.5,4.91,20.61,41.23,52.03,2.94,0,20.61,0,0,50.06,0,0,1.96,1.96,0,10.8,1.96,13.74,5.89,20.61,2.94
 84-94,2.12,0,1.06,55.23,1.06,0,80.71,2.12,9.56,4.25,15.93,11.68,2.12,2.12,2.12,4.25,0,2.12,8.5,0,710.5,7.43,36.11,25.49,23.36,3.19,2.12,19.12,0,1.06,150.81,0,0,8.5,1.06,0,8.5,5.31,16.99,2.12,19.12,1.06
 96-106,0,0,2.19,85.24,2.19,0,65.57,2.19,18.58,3.28,19.67,20.76,2.19,3.28,1.09,10.93,0,2.19,8.74,0,614.18,5.46,9.84,20.76,44.81,2.19,1.09,33.88,0,1.09,202.18,1.09,0,6.56,2.19,0,8.74,4.37,12.02,3.28,21.86,0
108-118,0,0,3.83,71.23,0,0.77,50.55,0.77,22.21,3.83,9.96,16.09,0,1.53,0.77,8.43,0.77,0,10.72,0,511.66,6.13,3.83,16.85,39.06,3.06,2.3,21.45,0,0.77,133.28,0,0,8.43,0.77,0,3.83,6.13,3.83,2.3,7.66,1.53
120,0,0,1.96,84.27,0,0,35.28,3.92,25.48,0,11.76,11.76,0,1.96,0,7.84,0,0,0,0,378.24,11.76,1.96,19.6,17.64,9.8,1.96,15.68,0,0,148.94,0,0,5.88,0,0,0,9.8,7.84,0,5.88,1.96
