stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,48,16,6,0,0,0,2,2,0,0,1,0,1,0,0,0,17,0,0,10,191,1,0,2,3,0,0,0,6,1,0,5,113,0,0,5,0,0
 24-34,0,0,0.82,2.46,36.12,1.64,13.13,0,3.28,0,9.85,0,0,0,0,1.64,0.82,2.46,0,0,40.22,0.82,0,12.31,660.79,0.82,9.85,6.57,0,0,4.1,0,0,0.82,0,0,187.16,0,0,40.22,0,0.82
 36-46,0,0,0,0,7.25,0.81,37.06,0.81,0,0,17.72,0,0,0.81,0,0,0,0,0,0.81,44.31,0,0.81,8.86,1339.02,0,11.28,4.83,0,0,0.81,0,0,0.81,0,0,231.23,0,0,16.92,0,0.81
 48-58,0,0,0,0,5.74,0,154.35,0,0,0.57,40.74,0,0,1.72,0.57,0.57,0,2.3,0,1.15,51.07,0.57,1.15,5.74,1577.39,1.15,4.02,4.02,0,0,0.57,0,0,0,0,0,216.32,0,0,14.92,0,1.72
 60-70,0,0,0,0,9.82,0,299.36,0,0,0.98,35.33,0,0,0,1.96,0.98,0.98,2.94,0,0,53.98,0,0,4.91,2068.07,0.98,2.94,5.89,0,0,1.96,0,0,0,0,0,183.54,0,0,7.85,0.98,1.96
 72-82,0,0,0,0,14.72,7.85,464.33,0,0.98,4.91,60.86,0.98,0,0.98,0,0,1.96,3.93,0,0,63.81,0,3.93,2.94,2210.7,0,1.96,13.74,0,2.94,1.96,0.98,0,0,0,0,145.29,0,2.94,18.65,1.96,6.87
 84-94,0,0,1.06,0,19.12,0,272.94,0,3.19,0,47.79,2.12,0,1.06,2.12,1.06,2.12,4.25,1.06,0,57.35,1.06,3.19,7.43,1010,1.06,2.12,23.36,0,0,4.25,0,0,1.06,0,0,77.53,1.06,1.06,13.81,3.19,0
 96-106,0,0,0,0,17.49,3.28,202.18,0,1.09,2.19,39.34,0,0,2.19,0,2.19,2.19,14.21,1.09,0,57.92,0,2.19,2.19,884.11,0,7.65,33.88,0,1.09,8.74,0,0,1.09,1.09,0,36.06,0,3.28,21.86,5.46,1.09
108-118,0,0,0,0,19.15,1.53,146.3,0,0.77,0.77,27.57,0,0,0,2.3,2.3,0,6.13,0,0,29.87,0,1.53,5.36,1207.92,0.77,1.53,16.85,0,0,2.3,0,0,0.77,0,0,28.34,0.77,0,12.26,0.77,0
120,0,0,0,0,11.76,3.92,117.59,0,0,0,27.44,3.92,0,1.96,1.96,1.96,1.96,3.92,1.96,0,17.64,0,1.96,3.92,887.78,0,1.96,17.64,0,0,0,0,0,0,0,0,21.56,0,1.96,7.84,1.96,0
