stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,7.89,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,107,3.15,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,11,4,9,0,1,0,2,0,0,1,0,0,0,0,0,0,17,0,0,6,89,2,1,6,4,0,0,18,1,4,19,27,0,0,0,0,0
 24-34,0,0,0,0,4.93,0,8.21,0,0,0.82,0,0.82,0,0.82,0,0.82,0,0.82,0,0,12.31,0,0,5.75,58.28,0,0.82,1.64,0,0,0.82,0.82,0,0,1.64,17.24,0,0,2.46,0,1.64
 36-46,0,0,0,0,2.42,0,8.86,0.81,0,0.81,2.42,0,0,2.42,0,0,0,0,0,0,12.09,0.81,0,5.64,57.2,1.61,0,0.81,0,0,0.81,0,0,0,0,16.11,0,0,2.42,0,0.81
 48-58,0,0,0,0,1.15,0,13.77,0,0,1.72,11.48,0.57,0,0,0.57,0,0,1.15,0,0.57,23.53,0,1.15,1.72,28.69,1.15,0.57,1.15,0,0,1.15,0,0,0,0,8.03,0,0.57,0.57,0,0.57
 60-70,0,0,0,0,4.91,0,19.63,0,0.98,1.96,4.91,0.98,0,0.98,0,0,0,0,0.98,0.98,21.59,0,0,3.93,8.83,3.93,0.98,2.94,0,0,0,0,0.98,0,0,2.94,0,0,0.98,0.98,1.96
 72-82,0,0,0,0,5.89,5.89,33.38,0,0.98,0.98,29.45,0.98,0,0,0,0,0,0,0,0,68.72,0,2.94,6.87,20.61,0,1.96,0.98,0,0.98,1.96,0,0,0,0,1.96,0,2.94,1.96,0.98,0
 84-94,0,0,1.06,0,6.37,6.37,30.8,0,0,1.06,10.62,1.06,0,0,1.06,1.06,1.06,1.06,2.12,0,38.23,0,2.12,5.31,7.43,1.06,0,2.12,0,1.06,7.43,0,0,0,0,3.19,0,0,2.12,2.12,0
 96-106,0,0,0,0,2.19,3.28,22.95,2.19,2.19,1.09,16.39,2.19,0,0,1.09,0,0,1.09,0,0,38.25,1.09,4.37,0,12.02,0,0,5.46,0,0,4.37,0,0,0,0,1.09,2.19,2.19,3.28,4.37,0
108-118,0,0,0,0,2.3,2.3,19.15,0,0.77,0.77,13.02,0,0,0,0.77,0.77,2.3,0.77,0.77,0,26.81,0,1.53,0.77,8.43,1.53,0,2.3,0,0.77,6.89,0,1.53,0,0,0.77,0.77,0,0.77,1.53,0
120,0,0,0,0,5.88,3.92,17.64,0,1.96,0,9.8,3.92,0,0,0,0,0,0,1.96,0,31.36,0,0,5.88,5.88,0,0,1.96,0,0,9.8,0,0,0,0,0,0,1.96,0,0,1.96
