stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,3373.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,331,2880.93,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,122.59,24.52,0,0,104.2,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,278.64,78.86,0,454.77,0,0,0,123.55,0,0,0,0,0,299.67,0,0,0,0,0,0,0,0,0,0,0,2074.05,281.27,0,0,2005.71,0,5.26,18.4,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,122.73,0,409.11,0,47.2,0,144.76,0,0,0,0,0,100.7,0,0,0,0,0,0,0,0,0,0,3.15,3792.1,431.13,0,0,2262.67,0,9.44,25.18,3.15,160.5,0,53.5,9.44,0,0,0,0,0
 14-21,0,0,0,44,2297,134,0,189,0,29,0,64,71,9,19,0,16,0,0,5,3,291,5,0,231,1109,493,8,34,144,0,39,2,359,78,264,560,723,0,0,27,0,0
 24-34,1.64,0,1.64,14.78,1099.13,10.67,0,219.99,64.03,128.87,5.75,77.98,8.21,0,24.63,0,7.39,4.1,13.95,9.03,16.42,362,17.24,1.64,169.92,1141.81,96.04,13.13,32.83,0,0.82,36.12,0,1.64,54.18,150.22,95.22,439.98,0,0,178.13,0,18.06
 36-46,0,0,0.81,1.61,473.73,2.42,0,157.11,100.71,104.74,12.09,95.07,7.25,0,20.95,0,0,4.83,16.11,3.22,10.47,390.75,7.25,7.25,140.99,653.4,40.28,8.06,32.23,0,1.61,35.45,3.22,1.61,19.34,95.07,4.83,365.77,0,1.61,136.16,0.81,24.17
 48-58,0.57,0.57,1.15,3.44,364.37,0.57,0,212.31,102.71,127.96,19.51,144.03,8.61,1.15,22.95,0,1.72,9.75,13.2,4.59,16.07,530.2,5.16,29.84,135.42,414.86,17.79,4.02,36.72,0,2.87,18.94,0,0,18.36,74.59,0,248.46,0,4.02,114.76,0.57,35
 60-70,0,0,0,0.98,318.01,0.98,0,145.27,88.34,108.95,12.76,179.62,28.46,0,15.7,0,5.89,17.67,6.87,4.91,3.93,503.52,6.87,47.11,106,212.99,8.83,10.8,34.35,0,11.78,11.78,0,0,15.7,45.15,0,91.28,0.98,16.69,70.67,8.83,15.7
 72-82,0,0,5.89,1.96,377.94,3.93,0,189.46,92.28,133.51,29.45,331.8,60.86,0,15.71,2.94,11.78,19.63,20.61,5.89,13.74,850.12,3.93,75.59,124.67,267.01,3.93,19.63,49.08,0.98,22.58,5.89,0,0,25.52,23.56,0,50.06,8.83,37.3,139.4,55.95,24.54
 84-94,0,0,5.31,7.43,555.45,4.25,1.06,182.67,115.76,203.91,6.37,214.53,115.76,3.19,16.99,4.25,29.74,29.74,10.62,13.81,22.3,499.16,4.25,64.78,90.27,200.73,9.56,9.56,38.23,0,10.62,42.48,0,0,48.85,30.8,0,41.42,31.86,33.99,122.13,47.79,20.18
 96-106,0,0,1.09,15.3,667.73,8.74,2.19,160.65,143.16,226.22,18.58,198.9,122.4,0,22.95,6.56,31.69,31.69,9.84,12.02,15.3,545.33,8.74,48.09,111.47,220.76,7.65,27.32,69.94,1.09,28.41,36.06,2.19,0,55.74,30.6,0,22.95,36.06,21.86,125.68,68.85,26.23
108-118,0.77,0,2.3,14.55,677.11,6.13,6.89,134.81,120.26,290.3,16.85,170.04,120.26,0,19.15,5.36,52.85,47.49,8.43,14.55,17.62,459.58,4.6,52.09,104.17,174.64,9.19,19.15,58.98,0,30.64,32.17,0,0,67.4,18.38,0,14.55,51.32,20.68,78.13,31.4,29.87
120,0,0,0,5.88,478.19,5.88,3.92,88.19,80.35,201.86,11.76,131.31,68.59,1.96,13.72,1.96,23.52,23.52,5.88,15.68,9.8,382.16,7.84,43.12,109.75,137.18,19.6,9.8,23.52,0,33.32,33.32,0,1.96,35.28,9.8,0,7.84,13.72,11.76,70.55,45.08,19.6
