stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,7.89,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,34.62,50.35,0,0,72.38,0,0,0,0,0,9.44,0,0,0,0,0,0
 14-21,0,0,0,0,14,50,0,2,0,1,0,6,1,1,0,0,0,0,0,0,0,81,0,0,589,62,29,0,1,5,0,3,206,2,11,2019,108,0,0,6,0,0
 24-34,0,0,0,0,5.75,6.57,0,13.13,45.15,3.28,3.28,2.46,0,0.82,0,0,0.82,0,0,0.82,0.82,187.16,0,0,566.39,79.62,3.28,0,1.64,0,0,2.46,9.03,0,4.1,391.55,60.74,0,0,18.06,0,0
 36-46,0,0,0,0,0.81,0,0,4.03,29.81,0,8.86,0,0,0,0,0,0,0,0,0,0,167.58,0,0,164.36,30.62,0,0,0.81,0,0,0.81,0.81,0,3.22,12.09,16.92,0,0,1.61,0,0
 48-58,0,0,0,0,1.15,0,0,5.16,4.59,0.57,9.75,2.3,0,0,0,0,0,0,0,0,0,173.29,0,0,109.6,16.07,0,0,0,0,0,0,0,0,4.02,0,16.07,0,0,3.44,0,0
 60-70,0,0,0,0,0,0,0,4.91,0,0,3.93,0.98,0,0,0.98,0,0,0,0,0.98,0,199.25,0.98,0,109.93,17.67,0,0,0,0,0,0.98,0,0,4.91,0,2.94,0,0,7.85,0,0
 72-82,0,0,0,0,8.83,0.98,0,31.41,0,0,3.93,2.94,1.96,0,0,0.98,0,0,0.98,0.98,0,328.86,0,0,175.72,30.43,0,0.98,0.98,0,0,0.98,0,0,6.87,0,12.76,0.98,0.98,12.76,1.96,0
 84-94,0,0,1.06,0,3.19,0,0,30.8,1.06,1.06,4.25,7.43,0,0,0,0,0,1.06,1.06,0,0,259.14,0,0,158.24,20.18,0,0,1.06,0,0,0,0,1.06,16.99,0,8.5,2.12,2.12,12.74,2.12,0
 96-106,0,0,0,0,5.46,3.28,2.19,34.97,1.09,0,1.09,7.65,1.09,0,1.09,1.09,1.09,0,1.09,1.09,0,283.05,0,1.09,168.3,24.04,0,1.09,1.09,0,1.09,2.19,0,1.09,21.86,0,1.09,1.09,0,22.95,0,1.09
108-118,0,0,0,0.77,4.6,2.3,0.77,10.72,0.77,0.77,1.53,1.53,0,0,0,0,0,0,0,2.3,0,300.26,0,0,169.28,23.74,0.77,0.77,0,0,0,2.3,0,0,23.74,0,1.53,0,0,23.74,0,0.77
120,0,0,0,0,0,0,0,13.72,0,1.96,1.96,3.92,0,0,0,0,0,0,0,0,0,197.94,0,0,154.82,37.24,0,0,1.96,0,0,0,0,0,5.88,0,0,0,0,19.6,0,0
