stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,658.9,10371.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.52,0,0,0,0,0,0,0,0,0,0
  5-6,361.65,4112.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.94,18.39,0,0,6.13,0,61.3,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,21.03,0,18.4,0,0,0,76.23,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,557.29,5.26,0,0,155.09,0,5.26,31.54,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,37.76,0,3.15,0,88.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.95,6.29,0,0,239.17,0,0,6.29,3.15,18.88,0,0,0,0,0,0,0
 14-21,0,1,0,5,43,7,0,55,0,0,0,21,4,0,0,0,0,0,1,1,0,38,0,0,26,610,7,1,6,12,0,4,0,39,1,31,163,0,0,4,0,0
 24-34,0,0,0,3.28,22.98,4.93,0,174.02,0,1.64,0,10.67,2.46,0.82,0,4.93,3.28,0.82,1.64,0.82,0,91.94,0,0.82,42.68,1035.1,2.46,10.67,7.39,0,0.82,17.24,0.82,0,3.28,6.57,184.69,0,0,9.03,0,4.1
 36-46,0,0,0,1.61,8.06,0.81,0,248.95,0,0.81,0.81,35.45,0,0,1.61,4.03,0,0.81,0,0,2.42,77.34,0,1.61,29,642.92,0,6.45,3.22,0,0,5.64,3.22,0.81,0.81,0,137.77,0,0,6.45,0,1.61
 48-58,0,0,0,0,14.92,1.72,0,297.8,0,0,5.16,40.17,2.3,0,2.87,2.3,0.57,1.15,2.3,0.57,1.15,114.76,0.57,3.44,18.36,392.48,0.57,5.74,2.87,0,0,6.89,0.57,0,1.15,0,78.04,0,0.57,6.89,0,1.15
 60-70,0,0,0,0,10.8,2.94,0,207.1,0.98,0.98,2.94,40.24,1.96,0,1.96,3.93,0,0.98,0,0.98,0,85.39,0,2.94,17.67,299.36,0,8.83,1.96,0,0.98,4.91,0,0,2.94,0,24.54,0,0.98,5.89,0.98,2.94
 72-82,0,0,1.96,0,14.72,3.93,0,188.48,0,1.96,1.96,69.7,2.94,0,3.93,7.85,1.96,0.98,0.98,0.98,0,142.34,1.96,5.89,18.65,333.77,0,15.71,6.87,0,0.98,3.93,0,0,0,0,34.36,0,0.98,8.83,5.89,2.94
 84-94,0,0,0,0,25.49,6.37,0,145.5,0,4.25,5.31,55.23,8.5,0,1.06,20.18,0,2.12,1.06,4.25,0,109.39,1.06,11.68,19.12,192.23,2.12,5.31,3.19,0,1.06,18.05,0,0,0,0,16.99,2.12,1.06,11.68,6.37,2.12
 96-106,0,0,2.19,0,37.16,6.56,0,102.73,1.09,4.37,2.19,42.62,9.84,0,5.46,15.3,0,2.19,2.19,3.28,0,98.36,3.28,5.46,13.11,171.58,0,18.58,4.37,0,1.09,13.11,2.19,0,1.09,0,13.11,0,2.19,14.21,6.56,0
108-118,0,0,0,0.77,36.77,9.96,1.53,96.51,0,4.6,3.06,35.23,7.66,0,0.77,19.15,3.83,3.83,0.77,0.77,0,85.02,0.77,5.36,19.92,247.41,1.53,14.55,7.66,0,2.3,10.72,1.53,0,0,0,6.13,2.3,0,16.09,0.77,3.06
120,0,0,0,0,35.28,9.8,0,94.07,0,7.84,7.84,23.52,3.92,0,1.96,19.6,1.96,1.96,0,1.96,0,84.27,0,9.8,21.56,205.78,1.96,7.84,3.92,0,1.96,19.6,1.96,0,0,0,1.96,0,0,3.92,0,0
