stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1014.7,17908.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.21,0,0,0,0,0,0,0,0,0,0
  5-6,980.74,8759.25,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,190.02,6.13,0,0,42.91,0,202.28,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,34.17,0,15.77,0,0,0,194.52,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,1132.98,21.03,0,0,231.33,0,0,31.54,0,0,0,0,0,0,0,0,0
 10-12,3.15,28.32,0,6.29,0,0,0,138.47,0,0,0,0,0,59.79,0,0,0,0,0,0,0,0,0,0,0,1003.88,31.47,0,0,195.11,0,0,31.47,0,31.47,3.15,0,0,0,0,0,0
 14-21,0,0,2,6,45,10,0,44,0,0,0,15,7,11,0,0,2,0,0,0,0,22,0,0,9,600,6,5,6,5,0,3,11,17,4,42,262,0,0,1,0,0
 24-34,0,0,2.46,0.82,14.78,0,0,114.92,0,0.82,0.82,25.45,2.46,0.82,0,0,1.64,0,3.28,0.82,1.64,32.01,0.82,0.82,14.78,1447.17,2.46,15.6,4.1,0,0,4.93,0.82,0,1.64,4.1,370.21,0,0,5.75,0,1.64
 36-46,0,0,1.61,0,7.25,0,0,201.42,0,0,0,45.92,0,0.81,0,0,0,0,0.81,2.42,0.81,28.2,0,2.42,6.45,2407.34,0,18.53,6.45,0,0,3.22,0.81,0,0,0,568.8,0,0,4.03,0,1.61
 48-58,0,0,1.15,0,12.62,0,0,425.76,1.15,0.57,1.72,79.76,0.57,0,0.57,0.57,1.72,0.57,0.57,2.3,4.02,35.58,0.57,0.57,6.89,2604.5,0,14.92,2.87,0,0,0.57,0,0,0,0,448.14,0,0,4.59,0,1.15
 60-70,0,0,2.94,0,2.94,0.98,0,665.47,0,0.98,2.94,100.12,1.96,0,0,0.98,0,1.96,0.98,0.98,0.98,35.33,0,0,5.89,2877.82,0.98,8.83,0.98,0,0,7.85,0,0,0,0,329.79,0,0,1.96,0,0.98
 72-82,0,0,7.85,0,14.72,1.96,0.98,663.6,0,0.98,1.96,152.16,3.93,0,0,0,0,0.98,0,6.87,0,47.12,0.98,0.98,7.85,2777.12,0,15.71,10.8,0,0,2.94,0,0,2.94,0,189.46,0,0.98,3.93,1.96,1.96
 84-94,0,0,8.5,0,22.3,1.06,7.43,436.5,0,1.06,2.12,107.27,9.56,0,0,5.31,0,2.12,2.12,4.25,0,42.48,0,1.06,5.31,1284,1.06,10.62,21.24,0,0,4.25,0,0,0,0,116.82,0,0,6.37,2.12,1.06
 96-106,0,0,7.65,0,19.67,7.65,8.74,342.06,0,0,1.09,103.82,10.93,0,2.19,2.19,1.09,1.09,2.19,10.93,0,46.99,1.09,0,5.46,1120.17,0,15.3,16.39,0,0,4.37,0,0,0,0,45.9,0,3.28,6.56,1.09,1.09
108-118,0,0,6.89,0.77,11.49,3.06,14.55,283.41,0,0,3.06,76.6,7.66,0,0,0.77,1.53,1.53,0.77,17.62,0,36,0,1.53,6.89,1210.99,0,14.55,10.72,0,0.77,5.36,0,0,0.77,0,26.81,0.77,0,4.6,0.77,0.77
120,0,0,1.96,0,15.68,1.96,3.92,241.05,0,1.96,1.96,76.43,3.92,0,0,3.92,1.96,3.92,1.96,15.68,0,37.24,1.96,0,15.68,1207.23,1.96,7.84,9.8,0,0,5.88,0,0,0,0,37.24,0,0,5.88,1.96,0
