stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,896.1,16169.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,698.78,7852.06,6.13,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,202.28,6.13,0,0,61.3,0,153.24,0,0,0,0,0,0,0,0,0,0,0
  7-9,97.26,81.49,155.09,0,0,0,320.7,0,0,0,0,0,162.98,0,0,0,0,0,0,0,0,0,0,0,2481.51,81.49,0,0,933.19,0,5.26,36.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,88.12,100.7,0,9.44,0,229.73,0,0,0,0,0,59.79,0,0,0,0,0,0,0,0,0,0,0,2064.41,40.91,0,0,925.21,0,6.29,12.59,12.59,94.41,0,12.59,3.15,0,0,0,0,0
 14-21,1,3,33,359,187,0,250,0,0,0,28,10,3,1,3,11,0,1,0,0,157,3,0,171,2059,38,19,30,110,0,30,7,520,16,0,483,714,0,0,13,0,1
 24-34,0,0.82,4.93,89.47,33.66,0,335.73,0,0,1.64,32.01,6.57,0.82,0.82,11.49,7.39,3.28,7.39,4.1,1.64,219.99,3.28,1.64,90.29,1507.91,16.42,23.8,19.7,0.82,0,72.24,0,1.64,7.39,0.82,45.97,430.13,0,0,31.19,0,4.93
 36-46,0,0,0.81,18.53,16.92,0,494.68,0,0,0.81,25.78,2.42,0,1.61,9.67,0.81,4.83,3.22,3.22,0.81,159.52,2.42,4.83,54.79,918.46,9.67,11.28,9.67,0,0,21.75,0.81,0,1.61,0,0,256.2,0,0,12.89,0,5.64
 48-58,0,0,0,25.25,17.21,0,535.93,0.57,1.15,1.72,27.54,2.3,0,4.59,9.75,2.3,2.87,2.3,1.15,0.57,158.94,1.15,8.03,33.28,443.55,5.74,4.59,9.18,0,0.57,8.61,0,0,0,0,0,89.51,0,0,12.05,0,6.89
 60-70,0,0,0,24.54,2.94,0,357.27,0,0.98,1.96,41.22,1.96,0,1.96,3.93,0.98,5.89,2.94,0.98,0,103.06,0.98,11.78,25.52,230.66,5.89,0.98,3.93,0,0,4.91,0,0,0.98,0,0,14.72,0,0,5.89,0,0
 72-82,0,0,0,37.3,9.82,0,162.96,0.98,0,3.93,49.08,8.83,0,0.98,13.74,1.96,4.91,0,1.96,0,121.73,0,3.93,23.56,183.57,0.98,4.91,6.87,0,0,3.93,0,0,0,0,0,11.78,0,0,12.76,0,0
 84-94,0,0,0,47.79,21.24,1.06,160.37,0,0,0,36.11,12.74,0,2.12,20.18,8.5,6.37,1.06,4.25,1.06,116.82,0,12.74,30.8,140.19,2.12,4.25,4.25,0,0,7.43,0,0,2.12,0,0,5.31,6.37,1.06,23.36,1.06,0
 96-106,0,0,0,37.16,30.6,0,102.73,1.09,1.09,0,49.18,16.39,0,2.19,24.04,3.28,2.19,7.65,5.46,0,87.43,1.09,5.46,27.32,169.39,6.56,1.09,6.56,0,0,13.11,1.09,0,3.28,0,0,6.56,3.28,1.09,15.3,1.09,0
108-118,0,0,0.77,30.64,39.06,0,105.7,0,2.3,0.77,45.19,9.19,0,0.77,26.04,0.77,5.36,2.3,3.83,0.77,63.57,0,3.83,32.17,215.24,5.36,8.43,9.19,0,0,12.26,0,0,3.06,0,0,5.36,3.06,0,18.38,0.77,1.53
120,0,0,0,15.68,37.24,0,90.15,0,0,0,29.4,7.84,0,0,23.52,0,1.96,1.96,1.96,0,68.59,0,0,19.6,158.74,9.8,0,5.88,0,0,7.84,1.96,0,3.92,0,0,5.88,1.96,1.96,15.68,0,0
