stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,liver,muscle,neural,notochord,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord
  3-4,751.14,16485.6,0,0,0,0,0,0,0,0,0,698.43,0,0,0,0,0
  5-6,1133.98,14852.11,12.26,0,0,42.91,0,0,471.98,24.52,110.33,281.96,0,0,0,0,0
  7-9,247.1,289.16,425.85,0,767.58,315.45,0,0,7278.91,291.79,2620.83,18.4,63.09,0,2.63,0,0
 10-12,3.15,239.17,472.05,53.5,679.75,280.08,3.15,3.15,6945.36,418.55,2797.66,15.73,59.79,12.59,289.52,31.47,15.73
