stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,237.2,5640.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,294.22,4848.54,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,140.98,0,0,0,24.52,0,61.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,134.06,207.67,0,0,0,410.08,0,0,0,0,0,81.49,0,0,0,0,0,0,0,0,0,0,0,3735.4,52.57,0,0,1303.84,0,2.63,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,107,122.73,0,0,0,358.75,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,2624.57,53.5,0,0,900.03,0,0,6.29,6.29,88.12,0,3.15,6.29,0,0,0,0,0
 14-21,0,1,11,74,34,0,62,0,0,0,21,5,1,1,0,4,0,0,0,0,46,0,0,49,926,25,3,10,25,0,24,0,80,4,1,67,289,0,0,3,0,0
 24-34,0,0,0.82,29.55,11.49,0,250.36,0,2.46,0.82,14.78,1.64,0,3.28,0.82,1.64,1.64,1.64,0.82,0.82,87.01,0,0,40.22,958.76,6.57,1.64,15.6,0,0.82,29.55,0,0.82,2.46,0,2.46,165.81,0,0,18.06,0,3.28
 36-46,0,0,0.81,10.47,1.61,0,215.11,0,1.61,0,12.09,0,0,3.22,0,1.61,0,0.81,0.81,0,50.76,0.81,1.61,17.72,457.62,2.42,0.81,4.03,0,0,8.86,0,0,1.61,0,0,83.79,0,0,6.45,0,2.42
 48-58,0,0,0,14.35,1.72,0,211.16,0.57,1.15,2.3,22.95,0.57,0,1.15,1.15,0.57,1.72,0.57,0,0,56.23,1.15,5.74,21.8,183.62,1.15,0,0,0,0,2.87,0,0,0,0,0,19.51,0,0,5.16,0,1.15
 60-70,0,0,0,15.7,0,0,116.8,0,1.96,0.98,27.48,0,0,0.98,0.98,1.96,0,0,0.98,0,49.08,0,1.96,3.93,111.89,2.94,0,2.94,0,0,3.93,0,0,0.98,0,0,11.78,0,0,8.83,0.98,0
 72-82,0,0,0,12.76,0.98,1.96,37.3,0,0,1.96,23.56,7.85,0,0.98,3.93,0,0,0,0.98,0,64.79,0,0.98,10.8,76.57,0.98,0.98,5.89,0,0.98,0.98,0,0,0,0,0,0.98,0.98,0.98,1.96,0,0
 84-94,0,0,0,21.24,3.19,1.06,41.42,0,0,3.19,22.3,1.06,0,0,6.37,0,2.12,1.06,3.19,0,37.17,0,5.31,8.5,72.22,4.25,2.12,4.25,0,0,6.37,0,0,1.06,0,0,0,0,0,9.56,0,0
 96-106,0,0,0,8.74,4.37,1.09,19.67,0,0,0,12.02,12.02,0,3.28,5.46,1.09,0,0,1.09,0,31.69,1.09,4.37,5.46,46.99,0,2.19,1.09,0,0,3.28,0,0,2.19,0,0,0,0,1.09,5.46,0,0
108-118,0,0,0,8.43,9.19,2.3,32.94,0,0,0.77,14.55,5.36,0,0.77,3.06,0,1.53,0,2.3,0,15.32,0,0,10.72,61.28,1.53,0.77,2.3,0,0.77,3.83,0,0,0,0,0,0.77,0.77,0,6.13,1.53,0
120,0,0,0,13.72,7.84,1.96,31.36,0,0,0,21.56,5.88,0,0,9.8,0,1.96,0,0,0,35.28,0,0,9.8,48.99,5.88,1.96,0,0,0,3.92,0,0,0,0,0,1.96,0,0,1.96,1.96,0
