stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,12.59,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.96,0,0,0,25.18,0,0,0,0,97.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,21,17,0,3,0,0,0,46,0,0,0,0,0,0,0,1,0,10,0,0,5,3274,3,0,8,2,0,1,1,3,85,1,9,693,0,0,0,0,0
 24-34,0,0,0,0,21.34,1.64,0,52.53,0,0.82,0,123.95,0,1.64,0,0,1.64,0,0.82,0.82,2.46,73.88,1.64,0.82,11.49,8295.57,0.82,6.57,35.3,0,0,9.85,0,0,14.78,0,6.57,1817.38,0,0,9.85,0,0.82
 36-46,0,0,0,0,8.86,3.22,0,56.4,0,0.81,0.81,299.71,0.81,0,0,3.22,0.81,0,0,0.81,0,127.3,0,0,4.83,7973.71,3.22,4.03,24.98,0,0,11.28,0,0,16.11,0,0.81,1988.39,0,0,5.64,0,0.81
 48-58,0,0,0,0,22.95,1.72,0,268.54,1.72,2.87,2.3,515.85,0.57,0,1.72,1.15,0.57,0.57,1.15,0,1.15,256.49,0.57,4.59,16.64,5438.52,1.72,1.72,28.12,0,0,9.18,0,0,7.46,1.15,0,1398.36,0,0,3.44,0.57,6.89
 60-70,0,0,0,0,7.85,4.91,0,256.18,0.98,2.94,2.94,464.26,1.96,0.98,1.96,3.93,0,1.96,0.98,0,0,257.16,0,1.96,3.93,4005.59,5.89,1.96,17.67,0,0,7.85,0,0,13.74,0,0,682.16,0,0,0,0,2.94
 72-82,0,0,0,0,30.43,5.89,0,365.18,0.98,4.91,4.91,461.38,0,0,1.96,2.94,0,0.98,0.98,0,0.98,320.02,0,2.94,4.91,2785.96,0.98,2.94,50.06,0,0.98,3.93,0,0,15.71,0,0,333.77,1.96,1.96,4.91,1.96,3.93
 84-94,0,0,1.06,0,38.23,0,1.06,385.52,0,2.12,2.12,303.74,1.06,1.06,1.06,1.06,1.06,2.12,0,1.06,1.06,238.96,0,3.19,5.31,1468.8,0,3.19,41.42,0,0,5.31,0,0,12.74,0,0,217.72,1.06,2.12,1.06,2.12,0
 96-106,0,0,0,0,40.44,3.28,0,225.13,2.19,2.19,5.46,278.68,1.09,0,2.19,1.09,2.19,0,1.09,3.28,0,168.3,2.19,4.37,1.09,1027.28,1.09,3.28,44.81,0,0,8.74,1.09,0,10.93,0,0,67.76,0,2.19,5.46,1.09,0
108-118,0,0,0,0,21.45,3.06,0.77,134.04,0.77,5.36,1.53,246.64,0,0,0,3.06,0,2.3,0,0.77,0,128.68,0,2.3,0,1443.84,0.77,3.83,39.83,0,1.53,3.06,0,0,13.02,0.77,0,44.43,0.77,2.3,1.53,0.77,0.77
120,3.92,0,0,0,37.24,5.88,0,272.41,1.96,3.92,7.84,362.56,0,0,0,5.88,1.96,1.96,3.92,5.88,0,127.39,0,5.88,9.8,1932.35,3.92,1.96,62.71,0,1.96,1.96,1.96,0,13.72,0,0,45.08,0,0,1.96,1.96,1.96
