stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,5.26,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.35,0,0,0,23.66,0,0,0,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,3.15,22.03,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,135.32,3.15,0,0,22.03,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,7,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,4,64,2,0,1,0,0,1,0,5,0,1,7,18,0,0,2,0,0
 24-34,0,0,0,7.39,4.93,0,47.61,0,0.82,0,0.82,0.82,0,0,0,1.64,0,0,0,0,9.03,0.82,0,2.46,98.5,0,1.64,1.64,0,0,8.21,0,0,0,0,0,31.19,0,0,4.93,0,0
 36-46,0,0,0,4.83,0,0,35.45,0.81,1.61,1.61,3.22,0,0,0,0,0,0,0,0,0,8.06,0,0,2.42,45.92,0,1.61,1.61,0,0,4.03,0,0,0,0,0,12.89,0,0,0.81,0,0
 48-58,0,0,0,2.87,0,0,40.74,0,0.57,0,4.02,0.57,0,0,0,0.57,0,0.57,0.57,0,15.49,0,0.57,2.3,30.99,0.57,0.57,0,0,0,3.44,0,0,0.57,0.57,0,10.33,0,0,0,0,0
 60-70,0,0,0,5.89,0,0,30.43,0.98,1.96,0,4.91,0,0,0,0.98,0,0,0,1.96,0.98,18.65,0.98,0,3.93,29.45,0,0,0.98,0,0,2.94,0,0,0.98,0,0,2.94,0.98,0,0,0,0.98
 72-82,0,0,0,5.89,3.93,0,25.52,0,1.96,0.98,15.71,2.94,0,0,0,2.94,0,0.98,0.98,0,30.43,0,0,3.93,30.43,0,3.93,1.96,0,0,2.94,0,0,0,0,0,1.96,0,0,2.94,0.98,2.94
 84-94,0,0,0,8.5,0,0,23.36,0,2.12,2.12,6.37,1.06,0,1.06,2.12,1.06,2.12,2.12,1.06,1.06,21.24,0,1.06,2.12,29.74,0,3.19,3.19,0,0,8.5,0,0,1.06,0,0,2.12,0,1.06,3.19,2.12,1.06
 96-106,0,0,0,16.39,10.93,1.09,22.95,0,0,0,15.3,4.37,0,0,3.28,1.09,3.28,4.37,0,0,28.41,3.28,1.09,5.46,21.86,0,2.19,6.56,0,1.09,3.28,0,0,2.19,0,0,2.19,1.09,0,4.37,3.28,1.09
108-118,0,0,0,6.89,2.3,2.3,33.7,0.77,1.53,0.77,26.81,3.06,0,0.77,2.3,1.53,2.3,3.06,2.3,0.77,28.34,0.77,0,7.66,43.66,0,3.06,4.6,0,0,9.96,0,0,0,0,0,0.77,2.3,1.53,3.83,1.53,4.6
120,0,0,0,17.64,5.88,0,9.8,0,5.88,1.96,23.52,1.96,0,0,5.88,0,0,5.88,0,0,9.8,0,0,5.88,60.75,0,3.92,3.92,0,0,11.76,0,0,0,0,0,0,0,0,0,1.96,0
