stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32,28.92,0,0,89.38,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,3.15,0,0,25.18,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,2,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,10,76,6,0,1,1,0,0,0,3,0,5,16,26,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,25.45,0,0.82,0.82,11.49,0,0,0.82,0,0,0,0,0,59.92,0,1.64,70.59,233.12,34.48,0,0.82,0,0,2.46,0,0,0,0,2.46,73.88,0,0,0,0,0
 36-46,0,0,0,0,4.03,0,0,31.42,0,0.81,0,35.45,0,0,1.61,0,0,0.81,0,0,220.75,0,10.47,53.17,231.23,23.36,0,0.81,0,0.81,0.81,0,0,0,3.22,0,120.04,0,0,0.81,0,0
 48-58,0,0,0,0.57,2.3,0,0,43.04,0.57,0,3.44,87.79,0,0,0,0,0,0,0.57,0,401.09,0.57,17.21,46.48,133.12,16.64,0,1.15,0,2.87,0.57,0,0,0,2.3,0,104.43,0,0.57,0.57,0,1.15
 60-70,0,0,0,0.98,3.93,0,0,30.43,3.93,1.96,0.98,77.54,0,0,0,0,2.94,0,0,0,549.65,0,20.61,33.37,72.63,7.85,0,3.93,0,0.98,0,0,0,0,1.96,0,47.11,0,16.69,0.98,8.83,0.98
 72-82,0,0,0.98,0,14.72,1.96,0,47.12,1.96,0.98,8.83,122.71,0,0.98,0,0.98,4.91,0.98,0,0.98,802.02,0,24.54,42.21,95.22,11.78,0.98,1.96,0,0,3.93,0,0,0,3.93,0,29.45,0,24.54,0,32.39,1.96
 84-94,1.06,0,0,0,15.93,0,0,79.65,13.81,0,4.25,75.4,0,0,0,1.06,5.31,0,0,0,703.07,0,31.86,45.67,35.05,22.3,0,4.25,0,1.06,4.25,0,0,0,5.31,0,11.68,0,35.05,2.12,44.61,0
 96-106,1.09,0,0,0,19.67,0,2.19,37.16,10.93,0,3.28,75.41,1.09,0,1.09,2.19,7.65,1.09,1.09,0,499.43,0,8.74,26.23,65.57,61.2,1.09,10.93,0,0,12.02,1.09,0,0,3.28,0,5.46,0,30.6,0,52.46,0
108-118,0.77,0,0,0,9.96,1.53,0,28.34,10.72,1.53,5.36,68.17,3.06,0,0,0,5.36,0,1.53,0,361.53,0,6.89,27.57,64.34,77.36,0,9.96,0,0,4.6,0,0,0,0.77,0,3.06,0.77,20.68,0,28.34,0
120,1.96,0,0,0,5.88,0,0,25.48,5.88,0,0,45.08,1.96,0,1.96,0,1.96,0,0,1.96,325.32,0,3.92,35.28,52.91,103.87,0,5.88,0,1.96,5.88,0,0,0,3.92,0,5.88,0,5.88,0,33.32,0
