stage,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,lateral.line,liver,melanocytes,mesenchyme,mucous,muscle,neural,otic,periderm,pronephros,spinal.cord,vascular.smooth.muscle,vasculature,xanthophores
 24-34,0.82,0,12.31,0,0,0,0,0.82,0,0,0,0,0.82,0,0,10.67,0,1.64,0,3.28,0,0.82,0.82
 36-46,0,0,33.03,0,0,0.81,0,0,0,0,0,0,2.42,0,0,14.5,0,0.81,0,0,0,0.81,0.81
 48-58,0.57,0,27.54,0,0,1.72,0,0,0,0.57,0,0,1.72,0,1.15,11.48,0,1.15,0,5.16,0,0.57,1.15
 60-70,0,0,50.06,0,0,2.94,0,0,0,0,0,0.98,3.93,0,0.98,11.78,0,0,0,1.96,0,0,0
 72-82,1.96,0,41.23,0.98,0.98,2.94,0,0.98,0,0,0,0,5.89,0.98,0,13.74,0,0.98,0,0,0,0.98,0
 84-94,1.06,1.06,42.48,0,0,0,1.06,0,0,0,1.06,0,4.25,0,0,6.37,0,0,0,3.19,0,1.06,0
 96-106,0,1.09,24.04,0,0,1.09,0,0,0,0,0,0,3.28,0,1.09,3.28,0,0,0,0,0,0,0
108-118,0,0,26.04,0.77,0.77,3.06,0,0,0.77,0,0,0,5.36,0,0,4.6,0.77,0,0.77,0,0,0,0
120,0,1.96,25.48,0,0,5.88,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,1.96,0,0
