stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,196.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,0,10.51,0,0,0,7.89,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,126.18,0,0,0,44.69,0,2.63,13.14,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,18.88,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.67,3.15,0,0,59.79,0,0,6.29,0,6.29,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,28,2,0,9,0,0,0,1,0,0,1,0,1,0,0,1,1,16,0,0,14,124,2,0,1,4,0,1,3,14,1,15,30,0,0,1,0,0
 24-34,0,0,0,2.46,5.75,0.82,0,24.63,0,0.82,0.82,0.82,0,0,0.82,0,0.82,0,0,0.82,0,13.13,0,0,3.28,159.25,0.82,2.46,2.46,0.82,0.82,4.1,0,0,0,1.64,36.94,0,0,7.39,0,0.82
 36-46,0,0,0,0,4.83,0,0,23.36,0,0,0,9.67,0.81,0,0,0.81,0,0,0,0,0,22.56,0,0,4.03,157.91,0.81,2.42,2.42,0,0,2.42,0,0,0.81,0,32.23,0,0,2.42,0,0
 48-58,0,0,0,0,3.44,0,0,41.89,0,0.57,1.72,21.23,0,1.72,0,0,0,0,1.15,0,0.57,31.56,0,1.15,8.03,130.25,0,1.15,1.72,0,0,2.87,0.57,0,0.57,0,34.43,0,0,5.16,0.57,1.72
 60-70,0,0,0,0,2.94,0,0,42.21,0,0.98,0,19.63,0,0,0,0,0.98,0,0.98,0,0,45.15,0.98,1.96,2.94,111.89,1.96,3.93,1.96,0,0.98,4.91,0,0,0,0,17.67,0,0,4.91,0,2.94
 72-82,0,0,0.98,0,4.91,0.98,0,53.01,0.98,0,1.96,30.43,2.94,0.98,0.98,0.98,0,0.98,0.98,0,0,61.84,0,0,1.96,112.89,0,2.94,0,0,0,6.87,0,0,0,0,7.85,0,0,11.78,0,2.94
 84-94,0,0,0,0,5.31,0,0,35.05,0,2.12,2.12,25.49,2.12,0,0,1.06,1.06,1.06,1.06,0,0,32.92,0,4.25,3.19,52.04,0,3.19,3.19,0,1.06,22.3,0,0,0,0,6.37,2.12,1.06,7.43,0,0
 96-106,0,0,0,0,7.65,2.19,0,32.79,0,1.09,3.28,13.11,3.28,0,2.19,4.37,0,2.19,2.19,2.19,0,29.51,2.19,1.09,4.37,57.92,0,4.37,6.56,0,3.28,16.39,0,0,1.09,0,12.02,1.09,0,4.37,1.09,1.09
108-118,0,0,0.77,0,19.15,0.77,1.53,26.81,0,3.06,2.3,8.43,1.53,0,0.77,3.06,1.53,3.06,3.06,1.53,0,33.7,0.77,1.53,4.6,66.64,0.77,3.06,4.6,0,1.53,15.32,0,0,0,0,1.53,1.53,1.53,9.96,0.77,2.3
120,0,0,0,0,17.64,1.96,0,13.72,0,0,0,27.44,3.92,0,0,1.96,0,7.84,0,0,0,21.56,3.92,1.96,1.96,74.47,0,0,3.92,0,1.96,15.68,0,0,0,0,1.96,1.96,0,9.8,1.96,0
