stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2,2,30,6,0,15,0,1,0,15,1,0,1,0,0,0,0,0,1,9,0,0,10,103,3,2,1,2,0,4,13,1,0,11,50,0,0,3,0,1
 24-34,0,0,1.64,10.67,0.82,0,26.27,0,1.64,1.64,3.28,1.64,0,1.64,0,2.46,0,0.82,0,1.64,27.09,0,0,10.67,164.17,0.82,2.46,3.28,0,0,9.85,0,0,0,2.46,48.43,0,0,9.03,0,0
 36-46,0,0,0,3.22,0,0,30.62,0,0,0,8.86,0,0,2.42,0,0,0,0.81,0,0,27.39,1.61,0,6.45,153.08,2.42,5.64,2.42,0,0,14.5,0,1.61,0,0,45.92,0,0,8.06,0,0
 48-58,0,0,0,3.44,0,0,64.27,0,0.57,4.59,20.08,0,0,0.57,1.15,0.57,0,1.72,0.57,0,37.87,0.57,0.57,6.31,208.29,0,3.44,1.15,0,0,7.46,0,0.57,0.57,0,47.63,0,0,5.16,0,0
 60-70,0,0,0,2.94,0,0,124.65,0.98,0.98,1.96,14.72,0,0,0,0,0.98,0,0.98,0,0,41.22,0,1.96,8.83,266.97,0.98,3.93,0.98,0,0.98,8.83,0,0.98,0,0,40.24,0.98,0.98,2.94,0,0
 72-82,0,1.96,0,12.76,1.96,0,238.54,0,1.96,2.94,23.56,2.94,0,1.96,3.93,0.98,0,5.89,0.98,0,105.04,0.98,4.91,0.98,444.69,0,9.82,6.87,0,0,6.87,0,0.98,0,0,41.23,0.98,4.91,10.8,1.96,0
 84-94,0,1.06,1.06,18.05,1.06,0,114.7,1.06,7.43,4.25,19.12,2.12,0,1.06,5.31,5.31,0,3.19,1.06,2.12,65.85,1.06,4.25,3.19,176.3,0,3.19,9.56,0,0,35.05,0,4.25,0,0,13.81,2.12,2.12,11.68,1.06,4.25
 96-106,0,1.09,0,12.02,1.09,0,98.36,1.09,5.46,2.19,29.51,1.09,0,1.09,2.19,1.09,1.09,4.37,0,0,55.74,0,3.28,2.19,159.56,0,5.46,12.02,0,1.09,18.58,0,2.19,0,0,10.93,1.09,3.28,4.37,2.19,1.09
108-118,0,0.77,0,23.74,0,0.77,104.94,0,11.49,3.06,22.98,7.66,0,1.53,12.26,1.53,3.06,3.06,1.53,0,75.83,0,3.83,5.36,189.96,2.3,3.83,10.72,0,1.53,22.98,0,1.53,0,0,6.13,1.53,0.77,8.43,1.53,1.53
120,0,0,0,17.64,0,0,58.79,3.92,0,0,5.88,3.92,0,1.96,9.8,0,0,0,0,0,39.2,1.96,9.8,5.88,172.46,0,1.96,1.96,0,1.96,5.88,0,0,0,0,5.88,0,3.92,3.92,3.92,0
