stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,2622.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,165.5,2415.08,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,98.07,6.13,0,0,6.13,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,36.8,0,63.09,0,0,0,89.38,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,846.45,78.86,0,0,289.16,0,7.89,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,6.29,50.35,0,66.09,0,6.29,0,100.7,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,975.56,135.32,0,0,336.73,0,6.29,28.32,0,44.06,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,2,1,42,7,0,10,1,0,1,2,0,2,0,1,0,0,1,6,13,2,0,14,195,13,3,2,5,0,6,2,31,2,4,41,79,0,0,6,0,2
 24-34,0,0,0.82,3.28,23.8,0.82,0,32.83,2.46,3.28,9.03,0.82,0,0,0,3.28,0,2.46,1.64,23.8,52.53,2.46,0,20.52,419.46,4.93,9.85,6.57,0,0,13.95,0,0,2.46,2.46,8.21,105.07,0,0,16.42,0,4.93
 36-46,0,0,0,0.81,6.45,0,0,105.54,0,2.42,27.39,0,0,1.61,0,0,0.81,0,0,21.75,50.76,0,3.22,11.28,563.16,2.42,12.89,4.03,0,0,10.47,0,0.81,0.81,0.81,0,117.63,0,0,11.28,0,7.25
 48-58,0,0,0,0,6.31,0,0,121.07,1.15,4.02,40.17,0,0.57,1.72,1.72,0,0.57,1.15,0.57,14.92,62.54,0,1.15,10.33,360.92,0,4.59,1.15,0,0,6.89,0,0,0,0,0,75.17,0,0,5.16,0,7.46
 60-70,0,0,0.98,0,9.82,0.98,0,257.16,3.93,2.94,60.85,0.98,0,0.98,0,1.96,2.94,2.94,1.96,6.87,98.15,1.96,4.91,15.7,619.34,1.96,11.78,5.89,0,0.98,12.76,0,0,0.98,0,0,102.08,0.98,4.91,10.8,0,7.85
 72-82,0,0,0.98,0,14.72,12.76,0,187.5,2.94,2.94,85.4,4.91,0,2.94,1.96,0.98,0.98,4.91,0.98,9.82,115.84,3.93,5.89,3.93,421.13,0,12.76,8.83,0,0,6.87,0,0,2.94,0,0,40.25,1.96,4.91,8.83,3.93,2.94
 84-94,0,0,6.37,0,38.23,14.87,0,150.81,10.62,4.25,56.29,6.37,1.06,1.06,11.68,6.37,5.31,6.37,1.06,11.68,88.15,3.19,2.12,10.62,234.71,1.06,7.43,13.81,0,0,40.36,0,0,1.06,2.12,0,23.36,2.12,7.43,9.56,3.19,6.37
 96-106,0,0,4.37,0,20.76,9.84,0,108.19,4.37,1.09,57.92,5.46,0,4.37,15.3,5.46,2.19,5.46,0,5.46,83.06,4.37,7.65,4.37,174.86,2.19,13.11,13.11,0,0,21.86,0,0,5.46,0,0,9.84,5.46,3.28,14.21,1.09,7.65
108-118,0,0,0,0,24.51,11.49,0,95.75,6.13,3.83,50.55,8.43,0,1.53,15.32,7.66,4.6,2.3,1.53,3.06,69.7,1.53,2.3,6.13,227.49,0.77,6.89,6.13,0,3.06,22.98,0,0,2.3,0,0,6.89,3.83,3.06,11.49,4.6,9.96
120,0,0,0,0,25.48,11.76,1.96,52.91,7.84,5.88,58.79,3.92,0,0,7.84,1.96,3.92,0,0,0,35.28,1.96,5.88,5.88,207.74,3.92,5.88,3.92,0,0,23.52,0,0,1.96,0,0,9.8,0,3.92,11.76,0,1.96
