stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,2,1,1,0,13,0,0,0,9,2,0,0,0,1,0,0,2,0,5,0,0,15,81,5,0,3,0,0,1,0,2,0,2,27,46,0,0,1,0,2
 24-34,0,0.82,1.64,0,0.82,0,61.56,1.64,0,0,23.8,1.64,0.82,9.03,0,14.78,0,0.82,9.03,2.46,45.15,0,0.82,53.36,400.58,8.21,0,1.64,0,0,2.46,0,0,7.39,27.91,9.03,111.64,0,0,17.24,0,2.46
 36-46,0,0,0.81,2.42,1.61,0,100.71,4.03,0,0.81,98.29,4.83,0,7.25,0,7.25,2.42,0,1.61,2.42,69.29,0.81,4.03,31.42,543.83,5.64,0.81,4.83,0,0,3.22,0,0,5.64,33.84,0,128.1,0,0,55.59,0,7.25
 48-58,0.57,0,0,4.02,0.57,0,212.88,11.48,1.15,1.15,259.93,3.44,0.57,5.74,1.72,2.87,4.59,0.57,5.16,4.02,141.73,0.57,6.31,33.85,519.87,1.72,0,6.31,0,0.57,3.44,0,0,7.46,37.3,0,179.6,0,1.15,72.3,0,12.62
 60-70,0,1.96,0.98,6.87,0,0,214.95,13.74,0.98,2.94,378.87,4.91,0,4.91,2.94,3.93,16.69,0,8.83,1.96,177.66,0,8.83,23.56,311.14,0.98,0.98,1.96,0,2.94,1.96,0,0,8.83,25.52,0,97.17,0,5.89,82.45,0,5.89
 72-82,0,1.96,0,10.8,1.96,0,204.19,12.76,0,5.89,428,9.82,0,1.96,8.83,12.76,10.8,2.94,25.52,4.91,248.36,2.94,13.74,40.25,279.77,0.98,0,9.82,0,5.89,0,0,0,9.82,14.72,0,31.41,0,9.82,176.7,5.89,6.87
 84-94,0,0,0,7.43,1.06,6.37,257.01,5.31,2.12,2.12,287.81,22.3,1.06,5.31,14.87,14.87,19.12,0,70.09,12.74,201.79,0,12.74,22.3,227.28,2.12,0,10.62,0,5.31,2.12,0,0,12.74,29.74,0,27.61,0,4.25,116.82,4.25,9.56
 96-106,0,2.19,0,14.21,5.46,2.19,260.1,8.74,2.19,3.28,260.1,21.86,0,8.74,25.14,18.58,22.95,2.19,96.17,12.02,173.76,5.46,3.28,20.76,245.89,2.19,0,8.74,0,6.56,4.37,0,0,16.39,18.58,0,8.74,2.19,2.19,186.88,5.46,9.84
108-118,0,0,0,6.13,1.53,12.26,208.34,10.72,3.06,4.6,251.24,39.06,0,4.6,15.32,13.02,23.74,0.77,176.17,9.19,133.28,3.83,7.66,15.32,228.26,0.77,1.53,6.89,0,5.36,4.6,0,0,13.79,23.74,0,13.79,0,0.77,128.68,1.53,8.43
120,0,1.96,0,11.76,5.88,7.84,170.5,9.8,7.84,1.96,244.97,17.64,0,3.92,17.64,11.76,7.84,3.92,137.18,7.84,148.94,1.96,3.92,21.56,284.17,1.96,0,11.76,0,7.84,5.88,1.96,0,11.76,3.92,0,11.76,1.96,0,148.94,0,1.96
