stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,478.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,7.89,0,18.4,0,0,0,49.95,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,386.42,18.4,0,0,157.72,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,22.03,0,3.15,0,15.73,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,437.43,12.59,0,0,129.03,0,3.15,6.29,0,22.03,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,6,77,9,0,42,2,0,14,4,0,0,1,2,0,0,0,0,46,0,0,28,515,15,1,7,14,0,8,3,47,3,0,18,152,0,0,4,0,0
 24-34,0,0,0,1.64,32.83,6.57,0,110.82,2.46,1.64,21.34,2.46,0,0.82,1.64,3.28,1.64,2.46,2.46,0,119.02,0,0.82,55,946.45,4.93,9.85,13.13,0,0,23.8,0,0,1.64,0.82,4.93,185.51,0,0,14.78,0,3.28
 36-46,0,0,0,0.81,16.11,0.81,0,155.49,2.42,1.61,20.14,1.61,0,1.61,4.83,0.81,0.81,0,2.42,0.81,93.46,0.81,4.03,34.64,601.03,1.61,1.61,4.03,0,0,20.95,0,0,0.81,0,0,137.77,0,0,8.06,0,0.81
 48-58,0,0,0,0.57,11.48,1.15,0,177.88,2.87,1.72,30.41,0.57,0.57,2.3,0.57,0.57,1.15,0.57,4.02,0,131.4,0.57,5.74,25.82,226.08,1.15,0,4.59,0,0,5.74,0,0,0.57,0,0,53.36,0,0,4.59,0,1.15
 60-70,0,0,0,0,19.63,1.96,0,92.26,2.94,2.94,29.45,0.98,0,0,0.98,1.96,0,1.96,2.94,0,85.39,1.96,6.87,12.76,114.84,1.96,0,2.94,0,0,4.91,0,0,0.98,0,0,12.76,0,0.98,5.89,0,0
 72-82,0,0,0,0,13.74,21.6,0.98,93.26,1.96,7.85,38.28,5.89,0,0.98,2.94,1.96,0.98,0.98,3.93,0,150.19,4.91,3.93,16.69,147.25,0.98,3.93,3.93,0,1.96,4.91,0,0,0.98,0,0,13.74,0.98,0,5.89,0.98,0
 84-94,0,0,1.06,0,33.99,14.87,2.12,48.85,5.31,4.25,30.8,2.12,0,0,6.37,5.31,3.19,2.12,1.06,1.06,90.27,0,5.31,13.81,101.96,4.25,6.37,8.5,0,0,12.74,0,0,2.12,0,0,9.56,3.19,2.12,7.43,2.12,1.06
 96-106,0,0,2.19,0,26.23,19.67,0,42.62,1.09,5.46,42.62,5.46,0,3.28,4.37,2.19,2.19,3.28,1.09,0,80.87,1.09,4.37,7.65,77.59,2.19,2.19,9.84,0,1.09,18.58,0,0,2.19,0,0,4.37,1.09,2.19,7.65,3.28,0
108-118,0,0,0,0,22.98,9.96,2.3,58.98,6.13,3.83,33.7,7.66,0,0.77,6.89,2.3,6.89,0.77,5.36,0,72,0.77,5.36,15.32,134.81,1.53,4.6,7.66,0,0.77,13.02,0,0,0.77,0,0,0.77,2.3,0.77,9.19,2.3,0
120,0,0,0,1.96,33.32,33.32,0,47.03,3.92,3.92,25.48,3.92,0,1.96,15.68,9.8,5.88,0,1.96,0,72.51,0,0,13.72,119.55,0,5.88,3.92,0,1.96,21.56,0,0,0,0,0,0,1.96,0,5.88,1.96,0
