stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,2.63,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,55.2,2.63,0,0,13.14,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,47.2,3.15,0,0,31.47,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,3,28,4,0,14,0,0,0,4,3,0,1,0,0,0,0,0,0,12,0,0,5,129,4,2,1,3,0,1,0,14,0,0,16,60,0,0,0,0,0
 24-34,0,0,2.46,13.95,0,0,25.45,0,0.82,1.64,4.1,0.82,0,0,0.82,0,0,0.82,0,0,35.3,0,0.82,10.67,302.08,0.82,0,4.93,0.82,0,4.1,0,0,0.82,0.82,6.57,83.73,0,0,4.1,0,0.82
 36-46,0,0,0.81,11.28,0,0,92.65,0.81,2.42,1.61,17.72,0.81,0,0.81,0,0,1.61,2.42,0.81,0,36.26,0,1.61,11.28,367.39,1.61,0.81,4.83,0,0,1.61,0,0,0.81,0,0,95.07,0,0.81,4.03,0,0
 48-58,0,0,0,1.72,0.57,0,74.59,0,1.72,0.57,19.51,0,0,1.15,0.57,0.57,0.57,1.15,0,0.57,35.58,0,0.57,4.59,209.44,0,1.15,1.15,0.57,1.15,2.3,0,0,0,0,0,42.46,0,0,4.02,0,1.15
 60-70,0,0,0,5.89,3.93,0,172.75,0,3.93,4.91,42.21,0,0,0,0,0.98,0.98,0.98,0,0,60.85,0.98,0.98,4.91,265.01,0,2.94,0.98,0,0,7.85,0,0,0,0,0,53,0.98,0.98,3.93,1.96,0.98
 72-82,0,0,0,2.94,25.52,0,94.24,0,1.96,1.96,28.47,1.96,0,1.96,0,0,0.98,0.98,0,0,52.03,1.96,3.93,3.93,153.14,0.98,3.93,0,0,0,4.91,0,0,0.98,0,0,15.71,0.98,0.98,5.89,0.98,0
 84-94,0,0,0,16.99,15.93,0,79.65,0,2.12,6.37,19.12,4.25,0,2.12,2.12,4.25,0,3.19,0,0,43.54,3.19,3.19,4.25,100.89,1.06,3.19,2.12,0,0,13.81,0,0,1.06,0,0,8.5,1.06,1.06,4.25,1.06,0
 96-106,0,0,0,9.84,25.14,2.19,66.66,1.09,4.37,3.28,19.67,1.09,0,0,0,1.09,1.09,1.09,0,1.09,45.9,1.09,3.28,9.84,62.29,1.09,4.37,2.19,0,0,17.49,0,0,0,0,0,5.46,0,2.19,6.56,1.09,1.09
108-118,0,0,0,11.49,12.26,0.77,38.3,0,5.36,1.53,13.02,3.83,0,0.77,3.06,1.53,2.3,1.53,1.53,0.77,27.57,0,1.53,3.83,66.64,2.3,3.06,2.3,0,0,8.43,0,0,1.53,0.77,0,3.83,0.77,2.3,1.53,3.06,0.77
120,0,0,0,27.44,19.6,1.96,35.28,0,1.96,3.92,27.44,11.76,0,0,0,0,1.96,1.96,0,0,35.28,0,3.92,3.92,68.59,3.92,0,0,0,0,11.76,0,0,0,0,0,3.92,0,0,5.88,3.92,1.96
