stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,355.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,13.14,0,31.54,0,0,0,60.46,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,475.8,15.77,0,0,162.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,361.9,15.73,0,0,103.85,0,0,0,15.73,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,3,25,2,0,9,0,0,0,5,1,1,2,0,4,0,0,0,2,19,0,0,17,136,4,0,1,2,0,1,19,1,1,17,40,0,0,13,0,0
 24-34,0.82,0,0,0.82,18.06,0.82,0,20.52,0,0.82,0,7.39,0,0,1.64,0.82,4.1,0,1.64,0,0,43.51,0,0,22.16,200.29,0.82,2.46,2.46,0,0,8.21,0,0,0.82,4.1,58.28,0,0,17.24,0,0.82
 36-46,0,0,0,0,4.83,0,0,19.34,0,1.61,0.81,8.86,0,0,0.81,0,0,0.81,0.81,0,0,49.95,1.61,0,4.03,116.02,0,1.61,1.61,0,0,5.64,0.81,0.81,0,0,32.23,0,0.81,6.45,0,0
 48-58,0,0,0,0,3.44,0,0,17.21,0.57,3.44,1.72,10.9,0,0.57,0.57,2.87,1.15,0,1.15,1.15,0,24.67,0,1.15,7.46,40.74,0,0.57,1.72,0,0,5.16,0,0,0,0,20.08,0,0,6.31,0,1.72
 60-70,0,0,0.98,0,8.83,0,0,24.54,0.98,5.89,0.98,20.61,0.98,0,0,2.94,0.98,0,0.98,0.98,0,71.65,0,2.94,0.98,32.39,0,2.94,1.96,0,0.98,4.91,0,1.96,0,0,5.89,0,0.98,9.82,0.98,0.98
 72-82,0,0,2.94,0,11.78,0.98,0,31.41,0,0.98,4.91,36.32,5.89,0.98,0,2.94,4.91,2.94,0.98,0.98,0,116.82,1.96,1.96,11.78,44.17,0,0.98,2.94,0,0,1.96,0,0.98,0.98,0,2.94,1.96,0.98,10.8,4.91,1.96
 84-94,0,0,0,0,12.74,0,0,18.05,0,2.12,2.12,22.3,4.25,0,0,7.43,4.25,0,2.12,0,0,42.48,1.06,2.12,6.37,18.05,0,2.12,4.25,0,1.06,9.56,0,1.06,0,0,1.06,1.06,3.19,9.56,1.06,1.06
 96-106,0,0,0,0,9.84,1.09,0,7.65,1.09,4.37,2.19,8.74,3.28,0,1.09,8.74,2.19,1.09,3.28,2.19,0,33.88,1.09,2.19,5.46,21.86,1.09,3.28,3.28,0,0,10.93,0,0,0,0,0,3.28,1.09,15.3,3.28,0
108-118,0,0,0,0,10.72,0.77,0.77,25.28,0,3.06,3.83,11.49,7.66,0,2.3,4.6,3.06,0.77,3.06,2.3,0,49.79,0,4.6,3.06,18.38,1.53,1.53,1.53,0,2.3,9.19,0,0.77,0,0,0.77,3.83,2.3,6.89,0,0.77
120,0,0,0,0,15.68,7.84,0,7.84,3.92,7.84,0,3.92,5.88,0,0,5.88,0,0,0,0,0,11.76,0,0,1.96,15.68,0,1.96,1.96,0,0,5.88,0,0,0,0,0,1.96,0,3.92,0,0
