stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,658.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,13.14,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,78.86,0,0,0,47.32,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,173.08,6.29,0,0,37.76,0,0,3.15,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,3,9,2,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,7,211,7,3,1,3,0,13,0,8,0,8,117,0,0,1,0,0
 24-34,0,0,0,0,6.57,0,0,55.82,0,0,0.82,4.1,0,0,0,0,0,0,0,0.82,0,17.24,0,0,10.67,252.82,0.82,3.28,0,0,0,13.95,0,0,0.82,0.82,65.67,0,0,3.28,0,0
 36-46,0,0,0,0,3.22,0.81,0,87.82,0,0,0.81,5.64,0,0,0,2.42,0,0,0,0,0.81,13.7,0,0,7.25,149.85,0,0.81,0.81,0,0,6.45,0,0,0,0,47.53,0,0,2.42,0,0
 48-58,0,0,0,0,3.44,0,0,107.3,0,0.57,1.15,11.48,0,0,0,0,0,0.57,0,0.57,1.15,28.12,0,2.3,6.31,93.53,0.57,0.57,1.15,0,0,5.16,0,0,0,0,25.25,0,0,2.3,0,0.57
 60-70,0,0,0,0,6.87,0,0,65.76,0,0,0,23.56,0.98,0,0,0,0,0,0,0,0,26.5,0,1.96,4.91,106.99,0,0.98,0,0,0,4.91,0,0,0,0,17.67,0,0.98,1.96,0,0.98
 72-82,0,0,2.94,0,8.83,0.98,0,45.16,0,0,2.94,41.23,1.96,0,3.93,0,0,0,0,0,0,43.19,0,0.98,5.89,107,0.98,0,2.94,0,0.98,2.94,0,0,0,0,15.71,0,0.98,4.91,0.98,0.98
 84-94,0,0,1.06,0,15.93,0,0,33.99,0,0,3.19,26.55,0,0,0,2.12,1.06,0,2.12,1.06,1.06,30.8,2.12,2.12,7.43,60.54,0,1.06,3.19,0,0,14.87,0,0,0,0,7.43,0,2.12,4.25,0,0
 96-106,0,0,2.19,0,9.84,1.09,0,31.69,1.09,1.09,0,22.95,1.09,0,0,0,1.09,0,1.09,2.19,0,38.25,1.09,2.19,3.28,62.29,1.09,0,4.37,0,0,10.93,0,0,0,0,6.56,1.09,0,3.28,2.19,0
108-118,0,0,0,0.77,14.55,2.3,0.77,33.7,0,2.3,0,16.85,1.53,0,0.77,2.3,0.77,2.3,0,1.53,1.53,32.17,0,0,7.66,89.62,0,0.77,3.83,0,0,9.19,0,0,0.77,0,4.6,1.53,0.77,6.13,1.53,0.77
120,0,0,0,0,5.88,3.92,0,50.95,0,7.84,3.92,27.44,1.96,0,0,0,1.96,1.96,0,1.96,0,19.6,0,1.96,13.72,115.63,0,0,11.76,0,0,9.8,0,0,1.96,0,1.96,1.96,1.96,0,0,0
