stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,975.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,692.65,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,7.89,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,178.75,10.51,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.94,6.29,0,0,18.88,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,5,1,4,0,0,0,2,1,0,1,0,0,0,0,0,0,5,0,0,3,58,2,1,0,1,0,0,0,3,0,0,1,19,0,0,1,0,0
 24-34,0,0,0.82,0.82,5.75,0.82,7.39,0,0,0.82,2.46,0.82,0,0.82,1.64,0.82,0,0,0,0,10.67,0,0,5.75,36.94,0.82,0.82,0,0,0,0.82,0,0,0,0,0,7.39,0,0,1.64,0,2.46
 36-46,0,0,0,0,0.81,0,1.61,0,0,0,0.81,0,0,0,0,0.81,0,0,0,1.61,11.28,0,0.81,1.61,31.42,0,2.42,0.81,0,0,0.81,0,0,0,0,0,13.7,0,0,2.42,0,4.83
 48-58,0,0,0,0,0.57,0.57,2.87,0,0.57,0.57,1.72,0,0,0,0.57,0,0,0,0.57,0.57,9.18,0,0,1.15,9.75,0,1.15,0.57,0,0,0.57,0,0,0,0,0,0.57,0,0,1.72,0,2.3
 60-70,0,0,0,0,1.96,0,1.96,0,0.98,3.93,5.89,1.96,0,0,0,0,0.98,1.96,0,0.98,13.74,0,1.96,0,10.8,0.98,0.98,0,0,0,3.93,0,0,0,0.98,0,0,0.98,0,0.98,0,1.96
 72-82,0,0,0,0,2.94,0,2.94,0,0,2.94,12.76,0,0.98,0,1.96,0,1.96,0.98,0,0,22.58,0,0,1.96,14.72,0,0,0,0,0,2.94,0,0,0,0,0,3.93,0,2.94,1.96,1.96,2.94
 84-94,0,0,1.06,0,3.19,1.06,6.37,1.06,1.06,0,6.37,2.12,0,0,3.19,1.06,1.06,0,0,2.12,16.99,1.06,1.06,2.12,5.31,0,2.12,1.06,0,0,6.37,0,0,0,0,0,1.06,0,2.12,2.12,3.19,3.19
 96-106,0,0,0,0,2.19,1.09,1.09,0,1.09,3.28,5.46,1.09,0,0,1.09,0,0,0,0,0,17.49,0,0,0,8.74,0,0,0,0,0,3.28,0,0,0,0,0,2.19,0,0,3.28,2.19,0
108-118,0,0,0.77,0,5.36,0,6.89,0,1.53,0,8.43,1.53,0,0,2.3,1.53,0.77,0.77,0,0.77,17.62,0.77,0,0.77,15.32,0,1.53,0,0,0.77,5.36,0,0,0.77,0,0,0.77,0,0,3.06,0.77,2.3
120,0,0,0,0,3.92,0,0,0,1.96,0,3.92,5.88,0,0,1.96,0,0,0,3.92,0,9.8,0,1.96,0,7.84,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96
