stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,153.24,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,5.26,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,42.06,7.89,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.73,0,3.15,6.29,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,75.53,0,0,0,47.2,0,0,0,0,6.29,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,4,23,1,0,1,1,0,1,2,4,0,0,6,12,0,0,1,0,0
 24-34,0,0,0.82,0.82,1.64,0,7.39,0,0,0,0,0,0,0,1.64,0,0,4.1,0,5.75,0,0,5.75,52.53,1.64,0,0,0,0,9.03,0,0,2.46,0,3.28,12.31,0,0,4.1,0,0.82
 36-46,0,0,0,0,1.61,0,9.67,0,0,8.06,0,0,0,0.81,0,0,0,0.81,0,11.28,1.61,0,4.83,48.34,1.61,0,0,0,0,3.22,0,0,0,0,0,10.47,0,0,2.42,0,0
 48-58,0,0,0,0,2.3,0.57,9.75,0.57,1.72,6.89,0,0.57,1.15,3.44,0.57,0,0.57,0.57,2.3,13.2,0.57,0,3.44,22.38,1.15,0.57,0,0,0,8.61,0,0,0,0,0,10.9,0,0,2.3,0,0
 60-70,0,0,0,0,7.85,0,10.8,0.98,0.98,22.58,0,0,0,4.91,0,0,0.98,0,0.98,22.58,0.98,0,0.98,12.76,0,0.98,1.96,0,0.98,15.7,0,0,0.98,0.98,0,5.89,1.96,0.98,0.98,0,0.98
 72-82,0,0,0.98,0,4.91,8.83,15.71,1.96,0.98,30.43,1.96,0,0.98,4.91,0,0.98,0.98,1.96,0.98,43.19,1.96,0,4.91,13.74,0,0.98,0,0,0,24.54,0,0,0.98,0,0,3.93,0,0.98,8.83,1.96,1.96
 84-94,0,0,0,0,20.18,4.25,3.19,2.12,1.06,26.55,3.19,0,1.06,14.87,6.37,1.06,1.06,2.12,1.06,30.8,1.06,1.06,3.19,12.74,0,1.06,0,0,0,57.35,0,0,2.12,0,0,3.19,2.12,3.19,5.31,0,3.19
 96-106,0,0,0,0,13.11,7.65,12.02,5.46,3.28,19.67,5.46,0,5.46,25.14,4.37,1.09,2.19,5.46,0,34.97,7.65,3.28,1.09,15.3,2.19,1.09,2.19,0,1.09,68.85,0,0,0,0,0,3.28,1.09,2.19,13.11,1.09,0
108-118,0,0,0,0,20.68,5.36,6.13,6.13,0.77,21.45,5.36,0,0,16.85,1.53,0,1.53,0.77,0,31.4,2.3,1.53,3.06,16.85,1.53,0.77,5.36,0,0.77,56.68,0,0,2.3,0,0,0.77,0.77,1.53,6.89,0,3.83
120,0,0,0,0,17.64,1.96,1.96,7.84,1.96,7.84,11.76,0,0,19.6,1.96,3.92,0,1.96,0,15.68,0,1.96,3.92,9.8,1.96,1.96,0,0,0,45.08,0,0,0,0,0,0,1.96,0,1.96,0,1.96
