stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,10.51,0,21.03,0,0,0,39.43,0,0,0,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,323.33,23.66,0,0,76.23,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,28.32,0,6.29,0,53.5,0,0,0,0,0,50.35,0,0,0,0,0,3.15,0,0,0,0,0,465.75,47.2,0,0,138.47,0,3.15,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,32,2,0,12,0,0,0,5,1,3,2,0,0,0,0,1,0,13,0,0,8,184,11,2,3,2,5,0,14,2,1,10,62,0,0,2,0,0
 24-34,0,0,0.82,1.64,13.95,2.46,0,45.15,0.82,1.64,0.82,3.28,0.82,1.64,0.82,1.64,5.75,0.82,0,1.64,4.93,28.73,0,0.82,13.13,267.6,4.1,2.46,3.28,0.82,32.83,0,0,0.82,0,6.57,68.95,0,0,6.57,0,2.46
 36-46,0,0,0,0,4.03,0.81,0,60.43,0,0.81,2.42,7.25,0,0,0,0.81,0.81,0,0.81,0.81,7.25,31.42,0,0,7.25,234.45,4.83,5.64,2.42,0,22.56,0,0.81,1.61,0,0,71.7,0,0,3.22,0,1.61
 48-58,0,0,0,0,5.16,1.15,0,124.52,1.15,1.72,1.72,30.41,2.3,0,2.3,1.15,0.57,0,1.72,2.87,3.44,45.33,2.3,0,7.46,197.39,5.74,4.02,4.02,0,10.9,0,0,0.57,0,0,42.46,0,1.15,4.59,0,1.72
 60-70,0,0,0,0,10.8,0,0,159.01,0.98,0,0,23.56,6.87,0,0.98,0.98,1.96,0.98,1.96,1.96,0,50.06,2.94,3.93,1.96,182.56,3.93,2.94,2.94,0,11.78,0,0,0,1.96,0,33.37,0,0,1.96,0,0
 72-82,0,0,2.94,0,13.74,0.98,2.94,205.17,0,6.87,2.94,64.79,22.58,0.98,1.96,5.89,3.93,5.89,5.89,19.63,0,69.7,4.91,4.91,5.89,171.79,0.98,0.98,11.78,0,13.74,0,0,2.94,0,0,22.58,0,0.98,10.8,0.98,2.94
 84-94,0,0,2.12,0,19.12,2.12,0,182.67,0,3.19,2.12,62.66,31.86,0,0,2.12,4.25,5.31,2.12,65.85,1.06,43.54,0,7.43,7.43,132.75,3.19,3.19,15.93,0,20.18,0,0,0,0,0,11.68,3.19,4.25,5.31,4.25,0
 96-106,0,0,2.19,0,6.56,1.09,1.09,106.01,0,2.19,3.28,40.44,27.32,0,1.09,1.09,6.56,3.28,1.09,41.53,1.09,43.71,1.09,3.28,3.28,84.15,2.19,5.46,9.84,0,19.67,0,0,3.28,0,0,8.74,8.74,0,4.37,2.19,1.09
108-118,0,0,0.77,0,18.38,2.3,6.13,98.04,0,2.3,2.3,52.85,16.85,0,0,3.83,3.06,2.3,0,169.28,0,32.94,0.77,1.53,3.06,140.94,1.53,1.53,3.83,0,12.26,0,0,3.83,0,0,5.36,0.77,0.77,1.53,1.53,0
120,0,0,1.96,0,3.92,0,0,66.63,0,0,0,29.4,7.84,0,0,5.88,0,0,1.96,0,0,17.64,0,0,1.96,113.67,1.96,5.88,15.68,0,13.72,0,0,0,0,0,1.96,3.92,1.96,3.92,0,0
