stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,988.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,496.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,5.26,0,2.63,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,92,2.63,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,3.15,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.26,12.59,0,0,66.09,0,0,3.15,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,41,6,0,19,0,0,0,7,2,0,1,0,0,0,0,1,1,32,0,0,30,132,13,0,4,5,0,4,39,5,10,59,71,0,0,6,0,1
 24-34,0,0,0,1.64,16.42,1.64,0,37.76,0,0.82,3.28,14.78,1.64,0,4.93,0.82,1.64,2.46,0,0,1.64,58.28,0,0.82,28.73,128.05,0.82,0,1.64,0,0,12.31,0,13.13,4.1,7.39,37.76,0,0,13.95,0,3.28
 36-46,0,0,0,0,8.06,1.61,0,31.42,0,1.61,4.03,19.34,0.81,0.81,4.83,0.81,0,0,1.61,0.81,0.81,55.59,0,1.61,24.17,82.18,2.42,0,2.42,0,0,18.53,0,11.28,2.42,0,42.7,0,0,19.34,0,4.83
 48-58,0,0,0,0,6.31,0.57,0,32.71,0.57,2.3,4.02,26.97,0.57,2.3,4.59,1.72,0.57,1.72,1.72,1.15,3.44,83.78,0,1.72,14.92,44.18,1.72,1.15,0.57,0,0,8.03,0,12.05,0.57,0,30.99,0,1.72,29.26,0,5.74
 60-70,0,0,0,0,16.69,0.98,0,44.17,0.98,3.93,3.93,49.08,0,0,0,7.85,0.98,5.89,0,1.96,2.94,132.51,0.98,2.94,16.69,32.39,1.96,2.94,0.98,0,0.98,26.5,0,15.7,0.98,0,14.72,0.98,10.8,31.41,0.98,3.93
 72-82,0,0,0.98,0,26.5,0.98,0,74.61,2.94,4.91,4.91,75.59,2.94,1.96,6.87,11.78,0.98,5.89,2.94,0,2.94,229.71,2.94,6.87,24.54,59.88,1.96,2.94,5.89,0,1.96,45.16,0,57.92,0,0,10.8,0,24.54,84.42,3.93,7.85
 84-94,0,0,0,0,44.61,5.31,0,140.19,2.12,14.87,4.25,60.54,8.5,0,3.19,16.99,7.43,24.43,0,3.19,13.81,145.5,0,14.87,16.99,40.36,9.56,0,1.06,0,1.06,123.2,0,99.83,2.12,0,6.37,0,20.18,69.03,6.37,16.99
 96-106,0,0,2.19,0,77.59,9.84,0,163.93,4.37,13.11,10.93,77.59,5.46,0,9.84,10.93,2.19,18.58,4.37,2.19,8.74,197.81,6.56,6.56,21.86,60.11,4.37,3.28,5.46,0,2.19,135.51,0,113.66,2.19,0,7.65,0,26.23,108.19,7.65,16.39
108-118,0,0,0,0,120.26,3.06,6.89,185.36,1.53,28.34,9.19,53.62,13.79,0,6.13,16.09,6.89,32.17,3.06,2.3,19.15,175.41,1.53,7.66,16.09,59.75,5.36,2.3,12.26,0,3.83,98.04,0,111.06,6.13,0,6.13,5.36,12.26,66.64,3.83,22.21
120,0,0,0,1.96,119.55,1.96,1.96,86.23,5.88,31.36,5.88,68.59,7.84,0,7.84,19.6,3.92,17.64,1.96,7.84,5.88,174.42,0,13.72,17.64,52.91,17.64,1.96,5.88,0,9.8,109.75,1.96,78.39,5.88,0,3.92,5.88,9.8,64.67,11.76,7.84
