stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,0,12,3,0,5,0,1,0,1,3,0,0,0,0,0,0,0,0,6,0,0,3,34,15,0,1,3,0,2,0,17,0,0,9,18,0,0,0,0,0
 24-34,0,0.82,0,5.75,0,0,20.52,0,0,2.46,4.1,4.1,1.64,0.82,0,1.64,0,0,0.82,1.64,11.49,0.82,0,11.49,209.32,189.62,2.46,0.82,0,0,1.64,0.82,0,0,0,12.31,36.12,0,0,0.82,0,0
 36-46,0,0,0,7.25,0,0,51.56,0.81,0.81,6.45,55.59,2.42,0,0.81,0.81,0.81,0,0.81,10.47,0,26.59,0.81,0.81,11.28,240.09,232.84,1.61,0.81,0,0,8.06,0,0,0.81,1.61,0,54.79,0,0,3.22,0,1.61
 48-58,0,0,0,5.16,0.57,0,112.47,0.57,0,2.3,122.22,0.57,0,0.57,0,0,1.15,1.15,9.18,0.57,37.87,0,0.57,10.9,153.78,165.26,1.72,1.15,0,0,5.74,0,0,0,0,0,42.46,0,0,0.57,0,0.57
 60-70,1.96,0,0,2.94,0,0,183.54,0.98,0.98,3.93,234.58,0.98,0,0,0.98,0,3.93,5.89,13.74,1.96,48.09,0.98,0.98,4.91,110.91,117.78,0.98,5.89,0,0.98,4.91,0,0,2.94,0,0,24.54,0,0,2.94,0,0.98
 72-82,0,0,0.98,3.93,1.96,0,151.18,0,0.98,5.89,303.33,1.96,0.98,1.96,0.98,0.98,2.94,2.94,64.79,0,117.8,0.98,4.91,10.8,105.04,96.2,0.98,7.85,0,0,2.94,0,0,0,0,0,14.72,0,0.98,2.94,2.94,0
 84-94,1.06,0,0,7.43,2.12,2.12,123.2,0,0,2.12,199.66,3.19,1.06,0,5.31,1.06,1.06,2.12,236.83,0,75.4,0,5.31,9.56,71.16,152.93,1.06,11.68,0,0,6.37,0,0,0,0,0,7.43,1.06,3.19,3.19,6.37,0
 96-106,1.09,0,0,15.3,1.09,5.46,107.1,2.19,2.19,5.46,236.05,3.28,0,0,2.19,2.19,2.19,2.19,217.48,2.19,77.59,2.19,2.19,8.74,78.68,116.93,6.56,31.69,0,1.09,9.84,0,0,0,0,0,13.11,1.09,2.19,1.09,15.3,0
108-118,1.53,2.3,0,9.19,2.3,30.64,63.57,1.53,2.3,4.6,186.89,6.13,0,0,3.06,0.77,3.06,4.6,273.45,0.77,62.04,0.77,2.3,7.66,72,137.87,0.77,26.81,0,0,9.96,0,0,0,0,0,7.66,1.53,0,1.53,8.43,1.53
120,5.88,0,0,17.64,3.92,23.52,80.35,0,0,5.88,194.02,5.88,0,1.96,5.88,1.96,0,0,99.95,0,52.91,0,1.96,7.84,72.51,197.94,1.96,31.36,0,0,13.72,0,0,1.96,0,0,7.84,0,3.92,1.96,5.88,0
