stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,171.31,2991.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,343.26,2543.8,0,18.39,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0,147.11,6.13,0,0,49.04,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,176.12,55.2,0,191.9,0,0,128.81,0,0,0,0,0,131.44,0,0,0,0,0,0,0,0,0,0,0,1861.13,147.21,0,0,985.77,0,5.26,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,18.88,0,107,0,12.59,84.97,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,3.15,1485.37,147.91,0,0,601.07,0,3.15,9.44,3.15,50.35,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,1,5,106,30,7,0,1,0,6,5,0,2,0,0,1,0,0,2,39,0,0,41,185,22,1,1,13,0,0,0,38,7,11,101,101,0,0,12,0,2
 24-34,0.82,0,1.64,0,51.71,4.93,36.12,0.82,2.46,5.75,22.98,2.46,0,9.85,0.82,1.64,0.82,2.46,0,1.64,103.43,0,0.82,47.61,329.98,9.85,7.39,4.1,0,0,0,0,0,8.21,8.21,39.4,138.72,0,0,61.56,0,5.75
 36-46,0,0,0,0.81,19.34,4.83,99.9,2.42,0.81,7.25,32.23,0.81,0,11.28,2.42,0,0,1.61,0.81,3.22,146.63,0,3.22,63.65,373.83,6.45,2.42,0.81,0,0.81,1.61,0,0,0.81,2.42,0.81,151.47,0,0,37.87,0.81,1.61
 48-58,0,0.57,0,0,14.92,0,108.45,1.72,4.59,9.75,42.46,0,0.57,2.3,1.15,0.57,1.15,1.72,0.57,2.3,141.73,1.15,5.74,28.69,183.04,1.72,0.57,5.74,0,2.87,0,0,0,1.15,1.15,0,70.58,0,2.87,37.3,0,1.72
 60-70,0,0,0,0,17.67,0,106.99,3.93,7.85,6.87,51.04,0.98,0,4.91,1.96,0.98,2.94,2.94,0,0.98,174.71,0,16.69,18.65,146.25,0.98,1.96,3.93,0,7.85,0,0,0,0.98,0.98,0,32.39,0,11.78,41.22,9.82,5.89
 72-82,0,0,0.98,0,25.52,1.96,46.14,1.96,4.91,6.87,51.05,0.98,0.98,7.85,2.94,0.98,9.82,0.98,0.98,0.98,171.79,0,23.56,24.54,94.24,1.96,0,6.87,0,7.85,0,0,0,3.93,0,0,15.71,0,23.56,70.68,19.63,3.93
 84-94,0,0,1.06,1.06,42.48,1.06,40.36,6.37,8.5,7.43,30.8,3.19,0,7.43,5.31,2.12,10.62,1.06,1.06,2.12,124.26,0,15.93,24.43,78.59,2.12,2.12,3.19,0,2.12,0,0,0,4.25,0,0,25.49,0,18.05,70.09,22.3,5.31
 96-106,0,0,1.09,0,37.16,4.37,28.41,5.46,5.46,3.28,29.51,3.28,0,7.65,5.46,0,7.65,0,0,3.28,95.08,0,13.11,17.49,48.09,2.19,4.37,6.56,0,7.65,1.09,0,0,0,0,0,6.56,1.09,15.3,65.57,37.16,5.46
108-118,0,0,0,0,26.04,2.3,26.04,5.36,11.49,3.06,22.21,2.3,0,3.83,5.36,0.77,13.02,0.77,1.53,4.6,57.45,0,15.32,7.66,52.09,1.53,0.77,4.6,0,6.13,0.77,0,0,1.53,0.77,0,2.3,0.77,5.36,45.19,19.92,9.96
120,0,0,1.96,1.96,23.52,3.92,9.8,0,7.84,7.84,11.76,0,0,5.88,3.92,0,0,0,0,0,31.36,0,5.88,9.8,39.2,1.96,0,3.92,0,9.8,1.96,0,0,5.88,0,0,3.92,1.96,0,39.2,17.64,0
