stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,3.15,0,0,6.29,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,0,0,0,4,0,2,1,0,6,4,0,0,0,0,0
 24-34,0,0,0.82,0,3.28,0,0,3.28,0,3.28,0,0,0.82,0,0,0,2.46,0,0,1.64,0.82,2.46,0,0,2.46,28.73,2.46,4.1,1.64,0,4.1,0,0,4.1,0,0,5.75,0,0,1.64,0,0
 36-46,0,0,0.81,0.81,1.61,0,0,3.22,0,0.81,0,2.42,0,0,0,0,0.81,0.81,0.81,0.81,0.81,5.64,1.61,0,0,44.31,0,2.42,0,0,2.42,0.81,0,4.03,0,0,13.7,0,0,0.81,0,0
 48-58,0,0,0.57,0,1.72,0,0,8.03,0,0.57,0.57,4.02,0,1.15,0.57,0.57,0.57,1.15,0,0,1.72,5.16,0,0,0.57,36.15,0,1.15,0.57,0,1.72,0,0,1.15,0,0,8.61,0,0,2.3,0,0.57
 60-70,0,0,1.96,0,0.98,0,0,25.52,0,0.98,0,19.63,1.96,0,0,0.98,0,0.98,0,1.96,0.98,17.67,0.98,0,0,80.48,0,5.89,0,0,0.98,0,0,1.96,0.98,0,19.63,0,0,3.93,0,0.98
 72-82,0,0,2.94,0,5.89,0,0,69.7,0,0.98,2.94,31.41,4.91,0,0,5.89,0.98,0.98,0,5.89,0,18.65,0,0.98,5.89,124.67,0,0.98,3.93,0,2.94,0,0,3.93,0,0,18.65,0,0,8.83,0,3.93
 84-94,0,0,2.12,0,7.43,1.06,0,61.6,0,5.31,1.06,26.55,6.37,0,0,7.43,4.25,0,0,8.5,0,14.87,0,1.06,5.31,75.4,2.12,0,1.06,0,12.74,0,0,6.37,0,0,8.5,1.06,0,1.06,1.06,2.12
 96-106,0,0,5.46,1.09,9.84,1.09,0,64.48,0,0,1.09,36.06,16.39,0,0,9.84,6.56,2.19,1.09,12.02,2.19,21.86,1.09,1.09,6.56,79.78,0,3.28,3.28,0,22.95,0,0,9.84,0,0,9.84,1.09,1.09,3.28,0,2.19
108-118,0,0,2.3,0,5.36,0.77,0.77,75.06,0.77,3.06,1.53,37.53,39.83,0,2.3,7.66,3.06,4.6,0.77,22.21,0.77,21.45,0,0.77,3.06,96.51,0.77,3.83,2.3,0,12.26,0,0,6.13,0,0,5.36,0.77,0.77,4.6,0,6.13
120,0,0,1.96,0,21.56,0,0,33.32,0,7.84,0,33.32,33.32,0,1.96,7.84,3.92,3.92,0,15.68,0,29.4,0,0,0,101.91,3.92,1.96,3.92,0,15.68,1.96,0,13.72,0,0,15.68,0,0,1.96,0,1.96
