stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,5,166,4,0,32,0,0,0,13,3,0,0,0,4,0,0,0,0,30,0,0,14,403,7,3,7,4,0,18,0,25,2,2,51,217,0,0,1,0,1
 24-34,2.46,4.1,82.91,1.64,0,72.24,0,7.39,0.82,45.97,0.82,0,4.1,0,0.82,0,6.57,0.82,4.93,68.13,2.46,0,40.22,1594.1,4.1,9.03,10.67,0,0,53.36,0,0,4.93,0,16.42,545.05,0,0,8.21,0,9.03
 36-46,0,1.61,32.23,0.81,0,208.67,0,5.64,4.03,91.04,0.81,0.81,0.81,1.61,3.22,0.81,2.42,1.61,2.42,103.13,0.81,0.81,37.87,1795.03,3.22,6.45,4.03,0,0,45.92,0,0,2.42,0.81,0,840.31,0,0,10.47,0,5.64
 48-58,0,0,16.64,1.15,0,271.98,2.3,4.02,5.16,133.7,0,0.57,0.57,1.72,2.3,1.72,4.02,1.15,5.16,127.38,2.87,2.3,26.4,844.64,1.15,3.44,4.02,0,0.57,38.44,0,0,0.57,0,0,526.75,0,1.72,6.31,0,12.05
 60-70,1.96,0,37.3,0,0,325.87,2.94,2.94,6.87,114.84,4.91,0.98,0.98,3.93,1.96,5.89,4.91,0,2.94,187.47,0.98,0.98,36.32,723.38,1.96,8.83,4.91,0,0.98,66.74,0,0,1.96,0.98,0,215.93,0,5.89,7.85,0.98,7.85
 72-82,2.94,0,43.19,2.94,0,239.53,1.96,5.89,10.8,142.34,3.93,0,6.87,7.85,2.94,1.96,9.82,3.93,7.85,282.72,2.94,8.83,30.43,575.25,0.98,7.85,9.82,0,0.98,73.62,0,0,2.94,0.98,0,93.26,1.96,2.94,15.71,4.91,7.85
 84-94,1.06,0,61.6,0,1.06,199.66,0,12.74,7.43,101.96,10.62,1.06,3.19,10.62,11.68,3.19,11.68,0,10.62,160.37,6.37,7.43,22.3,286.75,6.37,11.68,7.43,0,0,216.66,0,0,2.12,0,0,57.35,9.56,6.37,15.93,6.37,6.37
 96-106,1.09,1.09,98.36,5.46,2.19,186.88,0,14.21,2.19,97.26,14.21,0,6.56,16.39,9.84,5.46,7.65,2.19,4.37,168.3,4.37,5.46,24.04,288.51,4.37,25.14,18.58,0,3.28,178.13,1.09,0,1.09,0,0,32.79,9.84,5.46,17.49,7.65,5.46
108-118,0.77,0,100.34,4.6,7.66,192.26,1.53,9.96,4.6,78.13,11.49,0,2.3,11.49,4.6,8.43,13.02,0.77,10.72,162.38,6.89,5.36,26.04,319.41,1.53,14.55,15.32,0,2.3,152.43,0,0,4.6,2.3,0,30.64,18.38,3.06,8.43,2.3,11.49
120,0,0,84.27,3.92,0,119.55,3.92,19.6,1.96,56.83,11.76,0,0,15.68,7.84,11.76,11.76,1.96,5.88,154.82,1.96,3.92,35.28,333.16,1.96,13.72,5.88,0,1.96,131.31,0,1.96,9.8,0,0,13.72,3.92,3.92,13.72,11.76,7.84
