stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,777.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1336.26,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,30.65,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,52.57,68.35,0,134.06,0,5.26,0,152.47,0,0,0,0,0,60.46,0,0,0,0,0,0,0,0,0,0,0,1351.16,55.2,0,0,628.26,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,50.35,0,103.85,0,9.44,0,173.08,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,3.15,1526.28,103.85,0,0,616.81,0,0,3.15,72.38,0,3.15,3.15,0,0,0,0,0
 14-21,1,0,1,20,544,91,0,88,0,9,0,44,16,1,7,0,6,0,0,2,0,147,0,0,125,1025,70,0,12,83,0,2,205,18,19,300,453,0,0,25,0,4
 24-34,0,0.82,0.82,5.75,242.97,13.13,0,196.18,0,21.34,13.13,68.13,4.93,0.82,16.42,0.82,4.93,0.82,8.21,4.1,16.42,397.29,1.64,0.82,183.05,1500.52,49.25,0.82,34.48,0,0.82,1.64,2.46,17.24,1.64,116.56,482.66,0,0,101.79,0,28.73
 36-46,0,0,0,0.81,64.45,0.81,0,158.72,2.42,14.5,29,99.1,3.22,0,9.67,0.81,3.22,3.22,8.86,4.03,10.47,418.95,0,8.06,127.3,874.96,31.42,1.61,22.56,0,0,1.61,0,6.45,1.61,3.22,356.11,0,0,58.81,0,31.42
 48-58,0,0,0,0,48.77,0,0,138.29,1.15,16.64,45.33,162.96,2.3,0.57,14.92,0,2.3,3.44,4.02,1.15,12.05,496.34,1.72,15.49,84.92,351.74,16.64,1.15,18.36,0,1.72,1.72,0,3.44,1.72,0,180.75,0,4.02,52.79,1.15,22.95
 60-70,0.98,0,1.96,0,50.06,0,0,146.25,2.94,19.63,45.15,258.14,3.93,0,10.8,2.94,3.93,4.91,8.83,1.96,4.91,637.01,0,23.56,72.63,246.36,14.72,0.98,19.63,0,3.93,2.94,0,4.91,0,0,65.76,0.98,10.8,48.09,4.91,19.63
 72-82,0,0,6.87,0,64.79,0.98,0,211.06,1.96,9.82,62.83,314.13,8.83,0,13.74,0.98,1.96,0.98,13.74,0,6.87,913.93,0,22.58,56.94,249.34,10.8,7.85,35.34,0,8.83,0,0,4.91,0,0,35.34,0,30.43,118.78,25.52,9.82
 84-94,0,0,6.37,0,100.89,1.06,1.06,197.54,4.25,28.68,48.85,180.55,20.18,1.06,15.93,2.12,9.56,9.56,11.68,5.31,18.05,609.61,4.25,22.3,49.92,147.62,11.68,2.12,35.05,0,4.25,6.37,0,4.25,0,0,31.86,0,31.86,88.15,23.36,8.5
 96-106,0,0,5.46,0,76.5,3.28,1.09,158.46,0,12.02,36.06,243.7,24.04,0,30.6,2.19,7.65,10.93,13.11,6.56,20.76,560.63,3.28,22.95,41.53,170.48,10.93,7.65,34.97,0,6.56,8.74,0,4.37,1.09,0,30.6,2.19,24.04,98.36,30.6,9.84
108-118,0,0,3.83,1.53,63.57,0.77,3.83,127.92,2.3,23.74,32.94,209.87,12.26,0,12.26,1.53,6.13,9.19,7.66,6.13,14.55,487.15,2.3,21.45,37.53,203.75,19.92,3.83,38.3,0,6.89,6.13,0,5.36,0.77,0,12.26,7.66,26.04,72,22.98,12.26
120,0,0,3.92,0,84.27,0,0,111.71,5.88,19.6,15.68,186.18,9.8,0,21.56,0,1.96,7.84,9.8,5.88,9.8,376.28,0,21.56,37.24,180.3,21.56,7.84,33.32,0,1.96,0,0,11.76,0,0,11.76,3.92,15.68,64.67,21.56,0
