stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,1686.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,110.33,588.44,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,2.63,0,0,0,10.51,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,139.32,13.14,0,0,55.2,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,3.15,0,15.73,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,292.67,34.62,0,0,94.41,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,48,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0,12,201,47,0,5,2,0,0,1,9,0,1,9,69,0,0,3,0,0
 24-34,0,0,0,2.46,13.13,0.82,0,14.78,0,18.88,1.64,18.06,0.82,0,0,0,4.93,0,2.46,0,41.86,0,0.82,29.55,395.65,109.99,3.28,14.78,0,0,10.67,0,0,0,0,5.75,167.45,0,0,1.64,0,0
 36-46,0,0,2.42,0,7.25,0,0,23.36,0,8.86,4.03,91.85,0.81,0,3.22,0,0.81,0,0,0.81,77.34,2.42,0.81,23.36,514.02,99.1,0,12.09,0,0,8.86,0,0,0.81,0,0,273.93,0,0.81,3.22,0,0
 48-58,0,0,0.57,0,4.02,0,0,49.92,0,6.89,10.9,147.47,0,0,0.57,0,0,2.3,1.15,1.72,192.8,4.02,2.3,22.38,339.69,55.66,2.87,14.35,0,0.57,9.75,0,0,0,0,0,223.78,0,1.15,8.03,0,0
 60-70,0,0,0,0,5.89,0,0,96.19,0,15.7,7.85,175.69,0.98,0,0,0,0,1.96,0,0.98,339.61,1.96,3.93,13.74,254.21,34.35,1.96,13.74,0,0,10.8,0,0,0,0,0,103.06,1.96,3.93,3.93,0,0
 72-82,0,0,2.94,0.98,11.78,0,0,191.42,0.98,4.91,9.82,291.55,0,0,0,0,2.94,0,7.85,1.96,526.17,0,10.8,22.58,264.07,31.41,2.94,36.32,0,0.98,12.76,0,0,1.96,0,0,23.56,0.98,8.83,16.69,0.98,0
 84-94,0,0,0,0,2.12,1.06,0,120.01,0,20.18,8.5,168.86,3.19,1.06,1.06,1.06,3.19,7.43,5.31,3.19,389.77,6.37,3.19,9.56,140.19,38.23,5.31,26.55,0,0,37.17,0,0,0,0,0,21.24,1.06,4.25,5.31,4.25,1.06
 96-106,0,0,2.19,0,9.84,2.19,1.09,81.96,0,14.21,6.56,184.69,2.19,0,0,3.28,6.56,3.28,5.46,2.19,244.8,3.28,4.37,7.65,107.1,29.51,13.11,44.81,0,2.19,27.32,0,0,2.19,0,0,8.74,2.19,5.46,8.74,3.28,0
108-118,0,0,0,0,16.09,0.77,1.53,67.4,0,17.62,3.83,152.43,3.83,0,0,0,2.3,2.3,1.53,4.6,145.53,4.6,3.06,4.6,111.06,28.34,8.43,26.04,0,0,16.85,0,0,0.77,0,0,5.36,5.36,2.3,5.36,0.77,0.77
120,0,0,0,0,13.72,0,0,43.12,0,7.84,5.88,150.9,3.92,0,0,7.84,3.92,0,3.92,5.88,103.87,0,0,5.88,117.59,15.68,3.92,17.64,0,0,17.64,0,0,0,0,0,7.84,1.96,0,9.8,0,0
