stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,869.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1152.37,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,15.77,0,36.8,0,0,0,34.17,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,441.62,21.03,0,0,202.41,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,28.32,0,6.29,0,47.2,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,415.4,15.73,0,0,135.32,0,6.29,15.73,0,18.88,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,3,38,9,0,12,0,0,5,1,0,0,0,0,0,0,1,0,28,0,0,15,223,5,6,4,3,0,8,2,22,3,1,21,72,0,0,0,0,0
 24-34,0,0,0.82,2.46,12.31,3.28,0,61.56,0.82,0.82,9.03,0,0,0,0.82,0,0,1.64,0.82,0.82,45.15,0,0,22.98,508.93,1.64,17.24,13.95,0,0,17.24,0,0.82,1.64,0,8.21,137.08,0,0,12.31,0,1.64
 36-46,0,0,0,0,7.25,1.61,0,184.5,0,1.61,10.47,0,0,0,0,0,0.81,0.81,0.81,0,47.53,0,0,10.47,515.63,1.61,4.03,1.61,0,0,11.28,1.61,0,0.81,0.81,0,116.82,0,0,4.03,0,0.81
 48-58,0,0,0,0,8.61,0.57,0,224.93,1.72,0,13.2,0.57,0,1.72,0,0.57,1.15,2.3,1.15,0,63.12,1.15,2.3,5.74,322.48,0.57,2.3,6.31,0,0,2.3,0,0,0.57,0,0,59.68,0,0,3.44,0,0
 60-70,0.98,0,0,0,3.93,0,0,209.06,1.96,0.98,20.61,0.98,0,1.96,0.98,0,0.98,5.89,0,0.98,54.97,0,1.96,2.94,260.1,0,2.94,6.87,0,0.98,0.98,0,0,0,0,0,17.67,0,0.98,3.93,0.98,0.98
 72-82,0,0,0.98,0,8.83,0,0,109.95,0,0.98,21.6,0.98,0,1.96,1.96,0.98,1.96,9.82,0.98,0,95.22,0.98,0.98,1.96,183.57,0.98,0,18.65,0,0,4.91,0,0,0,0.98,0,16.69,0,0.98,2.94,0,0.98
 84-94,0,0,0,0,14.87,1.06,0,82.84,0,1.06,14.87,5.31,0,1.06,7.43,1.06,1.06,10.62,0,0,58.41,3.19,4.25,13.81,121.07,1.06,2.12,13.81,0,0,8.5,0,0,0,0,0,7.43,0,2.12,7.43,1.06,1.06
 96-106,0,0,1.09,0,9.84,2.19,1.09,51.36,1.09,1.09,22.95,0,0,1.09,5.46,1.09,0,12.02,1.09,0,40.44,1.09,3.28,4.37,104.91,0,3.28,18.58,0,0,12.02,0,0,1.09,0,0,6.56,1.09,0,10.93,0,1.09
108-118,0,0,1.53,0.77,8.43,3.06,0,55.92,2.3,2.3,19.92,7.66,0,0,8.43,0,0.77,5.36,0,0.77,33.7,0.77,1.53,8.43,123.32,3.06,1.53,14.55,0,0,8.43,0,0,1.53,0,0,3.06,0.77,0,3.83,1.53,0.77
120,0,0,0,0,3.92,1.96,0,47.03,0,1.96,13.72,5.88,0,0,13.72,1.96,3.92,1.96,0,0,29.4,0,0,17.64,84.27,0,0,5.88,0,0,19.6,0,0,0,0,0,1.96,0,0,3.92,1.96,0
