stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,342.63,4230.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,631.35,7251.36,0,12.26,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,239.06,30.65,0,0,91.94,196.15,0,0,0,0,0,0,0,0,0,0,0
  7-9,152.47,128.81,0,349.62,0,0,0,467.91,0,0,0,0,0,218.18,0,0,0,0,0,0,0,0,0,0,0,4750.08,197.15,0,0,2079.31,23.66,42.06,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,116.44,0,239.17,0,40.91,0,380.78,0,0,0,0,0,72.38,0,0,0,0,0,0,0,0,0,0,0,3068.3,53.5,0,0,1497.96,15.73,31.47,6.29,122.73,0,6.29,9.44,0,0,0,0,0
 14-21,1,2,0,33,382,98,0,162,0,1,0,36,11,0,1,8,4,0,1,2,0,161,1,0,186,1884,54,21,31,103,127,2,364,23,2,303,716,0,0,12,0,0
 24-34,0,0,0,8.21,153.5,45.15,0,384.98,0,4.1,0,49.25,4.93,0.82,3.28,10.67,2.46,5.75,8.21,3.28,0,315.21,2.46,1.64,158.43,2350.11,46.79,32.01,27.91,0,263.49,0,0.82,6.57,0.82,26.27,647.66,0,0,53.36,0,8.21
 36-46,0,0,0,2.42,80.57,32.23,0,887.04,1.61,2.42,1.61,54.79,4.83,0,2.42,17.72,2.42,9.67,4.03,4.83,0,327.1,4.03,10.47,111.99,1842.57,16.11,22.56,20.95,0,83.79,0,0,3.22,0,0,485.01,0,0,30.62,0,9.67
 48-58,0,0,0,0.57,95.25,18.94,0,920.38,1.15,2.87,0.57,53.36,4.02,0,7.46,12.05,0.57,8.61,5.16,1.72,1.15,317.31,2.87,14.92,68.86,797.01,9.75,7.46,19.51,0,44.18,0,0.57,2.3,0,0,162.39,0,0,27.54,0,8.03
 60-70,0,0,0,0,105.02,5.89,0,653.69,0,2.94,1.96,58.89,10.8,0,2.94,11.78,0,7.85,5.89,4.91,0.98,245.38,1.96,23.56,40.24,442.67,10.8,3.93,11.78,0,36.32,0,0,1.96,0.98,0,27.48,0.98,1.96,19.63,0.98,0
 72-82,0,0,1.96,0,84.42,9.82,0,273.88,0.98,0,2.94,56.94,35.34,0,6.87,19.63,3.93,7.85,0,5.89,0,229.71,3.93,14.72,41.23,279.77,5.89,6.87,9.82,0,12.76,0,0,1.96,0.98,0,9.82,1.96,0,32.39,0,1.96
 84-94,0,0,0,4.25,112.58,23.36,7.43,274.01,0,0,4.25,54.16,71.16,0,1.06,31.86,5.31,9.56,3.19,24.43,0,202.85,2.12,20.18,57.35,277.19,9.56,11.68,11.68,0,38.23,0,0,16.99,0,0,4.25,10.62,1.06,42.48,1.06,0
 96-106,0,0,0,1.09,83.06,25.14,4.37,182.51,1.09,3.28,1.09,53.55,68.85,0,5.46,32.79,6.56,5.46,4.37,19.67,0,131.14,1.09,8.74,26.23,219.66,8.74,12.02,15.3,0,37.16,1.09,0,6.56,0,0,5.46,8.74,0,34.97,0,0
108-118,0,0,0,0.77,66.64,32.17,3.83,166.98,0.77,3.06,1.53,48.26,42.13,0,0.77,24.51,6.13,6.89,2.3,31.4,1.53,97.28,2.3,8.43,32.17,277.28,6.89,14.55,11.49,0,32.17,0.77,0,9.96,0.77,0,3.06,12.26,0,25.28,0,0.77
120,0,0,0,0,21.56,43.12,1.96,164.62,1.96,1.96,0,43.12,13.72,0,0,25.48,0,7.84,0,9.8,0,74.47,0,3.92,19.6,250.85,1.96,3.92,7.84,0,19.6,0,0,1.96,0,0,3.92,7.84,0,25.48,1.96,1.96
